case,flow_lpm,reynolds,irradiance,power_scale,q_receiver_gas_W,q_rear_gas_W,h_app_W_m2_K,Nu_app,deltaT_app_K,epsilon_mean,epsilon_outlet,z_peak_core_mm,z_peak_perim_mm,lambda_107,lambda_107_raw_K,Tcore_107_K,Tperim_107_K,K_loss_W_K,q_loss_external_W,q_front_W,q_cavity_ambient_W,q_tube_cavity_W,q_tube_flange_W,q_core_rear_W,q_perim_rear_W,q_rear_tube_W,q_rear_cavity_W,C_receiver_participating_J_K,C_total_with_rear_J_K,T3_error_K,T2_error_K
E67,15.2805125,111.31830775590693,456000.0,1.2405761499729424,156.34294847928564,-28.493087992618115,4.426898780812477,0.12564412857578253,429.6421571328708,0.9073291269610383,0.8335755554461131,30.14,35.620000000000005,-0.08953604550801447,-48.38657033125173,836.7529225570091,885.1394928882609,0.1971260909302645,124.3471851215501,15.566094754718936,74.60839105921275,5.067013421814658,34.172699307618416,94.01315306995023,0.06358456613805254,17.605511674144164,75.39419281398537,222.52693256582086,302.52693256582086,-40.446981694560236,37.037633291538896
E68,12.499871559633025,90.475804403676,456000.0,1.2405761499729424,139.46639969472872,-30.76547826073996,3.429517105883429,0.09331199753469908,494.72607272384414,0.9292336141915419,0.8649491156516524,2.74,35.620000000000005,-0.08277786961863458,-49.16213830253696,892.6598675445085,941.8220058470455,0.22511827417623892,158.24115403380506,21.01034827187636,99.54171431136105,5.561770927432806,37.68909145056763,101.30135974517214,0.06765297335439714,17.480095902512947,83.10883151926267,222.52693256582086,302.52693256582086,-16.164843916560244,48.214683991610514
E69,10.499733944954128,76.40842615027003,456000.0,1.2405761499729424,124.23188806358449,-31.717901822788132,2.724175588078451,0.07206318846886196,554.7868662983476,0.9446393844237291,0.8882278124460676,2.74,30.14,-0.08038910687315964,-50.88119201333768,929.6749013661646,980.5560933795023,0.2402814592129633,183.6761079512531,26.771678436868104,117.54917138837405,5.911232996896228,39.355258126010945,107.52641486763824,0.0712086699590592,17.90841845357118,89.02568034943617,222.52693256582086,302.52693256582086,7.538980109434988,55.44622432201345
E70,9.107139705882352,65.86899555432916,456000.0,1.2405761499729424,110.77333885810827,-31.891202671333975,2.233475046342365,0.05789279749220422,603.3680702608917,0.9553231101523886,0.9052792122843208,2.74,30.14,-0.08088855764926116,-52.931943785854514,953.4211056116415,1006.353049397496,0.2449379387674673,198.01256630893593,32.38042567680643,125.58541893555088,6.140020100134085,40.04672169657863,112.18722028778036,0.07391892432919413,18.39488988609634,93.23437230143067,222.52693256582086,302.52693256582086,9.834793516869809,55.79964409586893
E71,7.126846153846151,51.309287635693515,456000.0,1.2405761499729424,88.92080705461392,-30.64640195781707,1.5765952688460587,0.039844541341349224,686.1378214029096,0.9697526718884443,0.9300898193408313,2.74,24.66,-0.08602816778036128,-58.11739692223409,976.3459166100313,1034.4633135322654,0.2507011819420759,219.69155609182602,43.77084911271048,136.26922637895464,6.351692555958456,39.6514806001609,118.37508085638329,0.07770987234920923,19.540847640573705,98.25947209769896,222.52693256582086,302.52693256582086,43.72662794031635,62.18029525625508
E72,18.707575757575754,136.25388763090646,304000.0,1.0403613781625545,95.69003646307837,-12.77126615869848,5.372685511832084,0.19469933105659148,216.67234442946545,0.863415546482566,0.7744016868322326,35.620000000000005,35.620000000000005,-0.09856919167266266,-27.505920004427708,575.473897836109,602.9798178405367,0.15983023976659244,52.39101388283882,4.05994623747706,31.654314715882833,2.5611083896404647,16.676752929478923,49.84967452498191,0.03415438304025956,10.670748391306104,38.47872874107449,222.52693256582086,302.52693256582086,-118.14002904561664,15.674609234393245
E73,13.170870967741934,95.78456031942005,304000.0,1.0403613781625545,81.18085465271099,-14.904007609346008,3.5242080411503416,0.11979190142859672,280.23363733897924,0.9069042651806092,0.8320039196709654,19.180000000000003,30.14,-0.08356307440541527,-28.02429657108007,632.3479879966021,660.3722845676822,0.20014516220936637,80.75147654677271,6.424961454981586,53.840073560467864,3.044703244697271,20.486441531323255,58.02608313847299,0.038781677936127565,11.3830967602375,46.205328834904265,222.52693256582086,302.52693256582086,-119.6779227629271,20.85486625221995
E74,9.023245901639344,65.6974650463822,304000.0,1.0403613781625545,61.715795730550276,-15.883145175798562,2.054840486558316,0.0659778002465545,365.3813712497724,0.943562522158786,0.8857997151064633,2.74,19.180000000000003,-0.08108343880375098,-30.994621143326526,678.8028786430342,709.7974997863607,0.21025967961486913,103.02303960640063,10.877473205372208,69.49273770146813,3.477994164433227,22.65282869956028,67.3299243400649,0.04423085885112645,12.874511778662912,54.05204677214881,222.52693256582086,302.52693256582086,-94.60103350298186,25.28703425252013
E75,6.944410852713178,50.53949993727276,304000.0,1.0403613781625545,48.72590953022633,-15.46287340158056,1.3870214142600232,0.043249631746899116,427.370922992175,0.9617928160699027,0.9158406734450746,2.74,19.180000000000003,-0.08709574589217244,-34.796903661394595,696.2352219591456,731.0321256205402,0.2116798437135621,115.30917945897244,15.44694088798693,76.94348530424992,3.642716266435513,22.918753266735585,72.15953795179276,0.04726067584879438,13.896656524005001,57.84156884220329,222.52693256582086,302.52693256582086,-70.68121450509454,29.304464571194387
E76,4.526673611111114,32.965341158298585,304000.0,1.0403613781625545,31.331223821821975,-13.276631904584121,0.7351118789838238,0.02228831190361779,518.5039876945805,0.9814797972750801,0.9531281706453039,2.74,13.700000000000001,-0.10505572226282411,-42.25486065555913,698.6812942172025,740.9361548727617,0.21698984769375146,133.33669264825335,25.34794359960199,86.25771268785941,3.6763491744073464,21.731036360791947,75.48968348078476,0.04986557866148792,14.734113210017615,60.36111185916924,222.52693256582086,302.52693256582086,-43.154422589619344,35.41801111417044
