irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-36.88166776603115,-34.14928244526689
456000.0,T12_perim,-27.010630163657112,-16.81065855368442
456000.0,T11_perim,-13.507951584288552,-1.3657133576718719
456000.0,T9_core,-28.377107614997342,-16.731949144758126
456000.0,T10_core,-12.123618450463793,-3.5441256722753445
456000.0,T3,-2.428081656314124,0.5430107656374393
304000.0,T8,-30.455432410585807,-23.65036823444102
304000.0,T12_perim,-21.148558507732133,-13.173548257550575
304000.0,T11_perim,-8.69171502866026,-1.9289615808695002
304000.0,T9_core,-21.832058183165742,-13.384545690629912
304000.0,T10_core,-7.924555367157144,-3.67897996265457
304000.0,T3,-0.0006026817080124028,-0.13175631351821884
256000.0,T8,-22.089538806120956,-20.88606484778701
256000.0,T12_perim,-13.067559887496529,-13.987976018518863
256000.0,T11_perim,-3.431381517136198,-5.174190237226035
256000.0,T9_core,-13.433263870336619,-13.924381477027032
256000.0,T10_core,-3.002799140710399,-6.148389808009175
256000.0,T3,1.2507453563136919,-3.039355302230513
