simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,core_absorbed_W,perim_absorbed_W,spill_capture,flux_receiver_fraction,flux_spillover_fraction,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,G_rear_core_W_m_K,G_rear_perim_W_m_K,rear_sink_shape,k_core_axial_scale
E67,15.2805125,456000.0,2.4058818195854377,131.6928,316.83731329030115,171.06323407845935,145.7740792118418,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,876.630006974565,931.6279999999999,903.1355731889968,991.103,846.2764472042886,878.055,868.3229711623655,966.6659999999999,804.9955630160957,824.995,681.4171727863942,763.414,323.847246354523,326.43699999999995,26.505566214431724,59.47500000000002,-30.353559770276433,-53.57299999999998,34.812602026631225,24.437000000000012,41.280884188192886,53.059999999999945,11.751338306822793,0.9775575712816054,121.31763818527493,-19.5747880498348,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E68,12.499871559633025,456000.0,2.4058818195854377,131.6928,316.83731329030115,171.06323407845935,145.7740792118418,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,961.2450319360184,1012.649,972.3219430588775,1047.717,887.7564366840832,898.751,941.9242981725363,1020.928,844.7500263324584,850.0989999999999,702.0807372527108,773.207,334.37515269815617,338.52,11.076911122859087,35.0680000000001,-73.4885952519353,-113.89800000000002,30.397644886341254,26.7890000000001,43.00641035162471,48.652000000000044,10.306659919464337,0.9851053553023992,103.9993651784406,-20.129841331966883,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E69,10.499733944954128,456000.0,2.4058818195854377,131.6928,316.83731329030115,171.06323407845935,145.7740792118418,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,1033.2435622596886,1058.429,1026.3535641812982,1070.73,915.701491080208,896.755,998.8362312491251,1044.378,870.2821031392597,852.837,707.2707119294467,769.76,343.71925865492443,344.308,-6.889998078390363,12.30099999999993,-117.54207117948056,-161.6740000000001,27.517332932173076,26.35200000000009,45.419387940948354,43.918000000000006,9.236076693550103,0.9897163887590175,89.12608918444339,-19.905144739973352,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E70,9.107139705882352,456000.0,2.4058818195854377,131.6928,316.83731329030115,171.06323407845935,145.7740792118418,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,1090.8142880418459,1152.474,1065.7002614733772,1120.277,932.7401003848682,912.173,1039.7774379907255,1093.725,884.8953501322418,871.483,707.9696028901826,779.518,343.5313612243124,352.421,-25.114026568468717,-32.19699999999989,-158.07418765697764,-240.30099999999993,25.922823482651665,26.552000000000135,47.844750252626454,40.690000000000055,8.44666455567954,0.9925381841178955,77.07193545428092,-19.412719069687448,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E71,7.126846153846151,456000.0,2.4058818195854377,131.6928,316.83731329030115,171.06323407845935,145.7740792118418,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,1180.5560114150967,1203.298,1121.2075623528717,1120.348,951.5626357968986,882.823,1095.2111376290457,1095.306,898.8448276137005,847.476,697.2381537383227,753.56,348.4399732565831,356.00399999999996,-59.34844906222497,-82.95000000000005,-228.99337561819812,-320.475,25.996424723826067,25.041999999999916,52.71780818319803,35.34699999999998,7.290678604396251,0.995787165247208,58.991497385435835,-17.916518976873377,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E72,18.707575757575754,304000.0,2.497550233815722,87.7952,219.27292228789804,118.38736682517738,100.88555546272067,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,657.6562648343111,737.656,681.2054093460121,797.899,653.4183081365898,733.977,653.8862159131602,771.112,625.3721495796664,684.1869999999999,549.5538257545775,652.9549999999999,310.97290811557986,309.928,23.549144511701,60.24300000000005,-4.237956697721302,-3.6789999999999736,27.319193432851876,26.787000000000035,28.046158556923388,49.79000000000008,14.069377386425312,0.962531050709856,94.55270859317123,-11.865947720341076,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E73,13.170870967741934,304000.0,2.497550233815722,87.7952,219.27292228789804,118.38736682517738,100.88555546272067,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,760.8766608003045,837.694,770.0708751902649,894.482,707.5610396432525,791.76,747.5613962418823,867.5509999999999,679.3116581232125,747.4,574.8143837370483,694.626,323.17402139731604,325.12,9.194214389960393,56.78800000000001,-53.31562115705208,-45.93399999999997,22.509478948382593,26.93100000000004,28.249381520039947,44.360000000000014,11.366995914654957,0.9796558912945076,74.6920694013215,-12.672829999705758,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E74,9.023245901639344,304000.0,2.497550233815722,87.7952,219.27292228789804,118.38736682517738,100.88555546272067,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,892.7540239239006,948.538,865.5323886901751,962.509,749.4799840955075,804.0,847.6263004745788,935.491,718.639327636812,767.8009999999999,578.258574444471,697.672,328.2033162000241,333.964,-27.221635233725465,13.971000000000004,-143.27403982839314,-144.538,17.906088215596355,27.01800000000003,30.840656458695435,36.19900000000007,8.957901753713937,0.9907322699244031,51.70781105564067,-12.146892753466785,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E75,6.944410852713178,304000.0,2.497550233815722,87.7952,219.27292228789804,118.38736682517738,100.88555546272067,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,981.9590184562697,1008.725,919.4045915360089,979.689,763.9595808042537,788.678,902.0466545554568,954.178,729.8930774238943,757.393,567.4118759471941,681.066,331.51607181638155,336.517,-62.55442692026088,-29.036000000000058,-217.999437652016,-220.04700000000003,17.35793698055204,25.510999999999967,34.06650338035945,31.284999999999968,7.647213142065883,0.994868968711062,38.247588163200675,-11.062168116755789,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
E76,4.526673611111114,304000.0,2.497550233815722,87.7952,219.27292228789804,118.38736682517738,100.88555546272067,0.4942979937203578,0.06920265203911855,0.9307973479608814,0.46009126165729347,0.9022791184728849,1.0,0.04241821048440001,0.0,0.9575817895156,1101.7442043562826,1067.693,977.0726336083219,970.472,765.785917237773,751.1579999999999,955.5267696239422,947.353,725.8311233654508,726.308,540.4851956695682,647.019,335.45153406918394,338.123,-124.67157074796069,-97.221,-335.9582871185096,-316.5350000000001,21.545863984379707,23.119000000000028,39.95479387232217,24.84999999999991,5.977666545586025,0.9982212484851003,22.778754181948834,-8.849063537506037,1.0,16.294493300686042,214.7236018955085,287.2505344613294,0.9993097685600852,0.10138175416458317,3.3345146170851336,0.0,0.9997676179101859,0.0
