irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-37.099324475955754,-34.14928244526689
456000.0,T12_perim,-26.791929381846803,-16.81065855368442
456000.0,T11_perim,-13.073217631530278,-1.3657133576718719
456000.0,T9_core,-27.93885368415109,-16.731949144758126
456000.0,T10_core,-11.704188344522764,-3.5441256722753445
456000.0,T3,-2.15549914116544,0.5430107656374393
304000.0,T8,-30.793253074753302,-23.65036823444102
304000.0,T12_perim,-21.02882874791116,-13.173548257550575
304000.0,T11_perim,-8.416159324543337,-1.9289615808695002
304000.0,T9_core,-21.590409189776064,-13.384545690629912
304000.0,T10_core,-7.651416107194916,-3.67897996265457
304000.0,T3,0.1387907438003532,-0.13175631351821884
256000.0,T8,-22.25659625690227,-20.88606484778701
256000.0,T12_perim,-12.839410370797964,-13.987976018518863
256000.0,T11_perim,-3.255237534370181,-5.174190237226035
256000.0,T9_core,-13.151496783776343,-13.924381477027032
256000.0,T10_core,-2.831542262667476,-6.148389808009175
256000.0,T3,1.2720703581797015,-3.039355302230513
