irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-39.034368856492186,-34.14928244526689
456000.0,T12_perim,-38.83633714487019,-16.81065855368442
456000.0,T11_perim,-14.834381003247707,-1.3657133576718719
456000.0,T9_core,-42.80667210443348,-16.731949144758126
456000.0,T10_core,-10.756369168506309,-3.5441256722753445
456000.0,T3,-7.312723157925882,0.5430107656374393
304000.0,T8,-32.642428265857475,-23.65036823444102
304000.0,T12_perim,-25.53457862095506,-13.173548257550575
304000.0,T11_perim,-9.522283524610126,-1.9289615808695002
304000.0,T9_core,-26.780324071830517,-13.384545690629912
304000.0,T10_core,-6.882003754957877,-3.67897996265457
304000.0,T3,-4.692522313270528,-0.13175631351821884
256000.0,T8,-28.742204942453206,-20.88606484778701
256000.0,T12_perim,-16.666867627662842,-13.987976018518863
256000.0,T11_perim,-5.7553036759819225,-5.174190237226035
256000.0,T9_core,-16.022650913074102,-13.924381477027032
256000.0,T10_core,-4.01303973930607,-6.148389808009175
256000.0,T3,-3.350508298226476,-3.039355302230513
