simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,core_absorbed_W,perim_absorbed_W,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,G_rear_core_W_m_K,G_rear_perim_W_m_K,cool_core_mult
E67,15.2805125,456000.0,2.354796993033211,131.6928,310.1098094441241,159.3495572685739,150.76025217555022,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,862.7352943088046,931.6279999999999,905.1570708204404,991.103,807.372210792739,878.055,888.7962087781282,966.6659999999999,786.2207445503237,824.995,687.3687260749851,763.414,322.911768359164,326.43699999999995,42.42177651163581,59.47500000000002,-55.36308351606556,-53.57299999999998,16.360862042312192,24.437000000000012,21.151466242415268,53.059999999999945,9.586261045884799,0.9568193478303029,123.26735496105957,-19.89041903876077,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E68,12.499871559633025,456000.0,2.354796993033211,131.6928,310.1098094441241,159.3495572685739,150.76025217555022,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,948.735289886651,1012.649,978.5202673513492,1047.717,848.3329792165993,898.751,964.2200676961776,1020.928,826.4196432909896,850.0989999999999,716.540547886543,773.207,333.51344503765137,338.52,29.78497746469816,35.0680000000001,-100.40231067005175,-113.89800000000002,14.300199655171582,26.7890000000001,21.91333592560966,48.652000000000044,8.522508537815126,0.9705009675510109,107.90272596994966,-20.98657716389132,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E69,10.499733944954128,456000.0,2.354796993033211,131.6928,310.1098094441241,159.3495572685739,150.76025217555022,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,1020.7924867082315,1058.429,1035.3879751763827,1070.73,875.311044719847,896.755,1022.6535431025148,1044.378,852.5433134548174,852.837,732.2607188310067,769.76,342.9880945922078,344.308,14.595488468151188,12.30099999999993,-145.48144198838452,-161.6740000000001,12.734432073867879,26.35200000000009,22.767731265029624,43.918000000000006,7.727178660474753,0.9791668302993629,94.79267336256507,-21.407221357504955,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E70,9.107139705882352,456000.0,2.354796993033211,131.6928,310.1098094441241,159.3495572685739,150.76025217555022,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,1077.9446162757608,1152.474,1077.560490676876,1120.277,893.8016759764482,912.173,1065.989956024053,1093.725,870.2823506865684,871.483,743.5732786353594,779.518,343.11314476137125,352.421,-0.38412559888479336,-32.19699999999989,-184.1429402993126,-240.30099999999993,11.570534652822971,26.552000000000135,23.519325289879816,40.690000000000055,7.133990527576725,0.984661236686306,84.02176623560159,-21.507543515180174,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E71,7.126846153846151,456000.0,2.354796993033211,131.6928,310.1098094441241,159.3495572685739,150.76025217555022,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,1166.5172933055114,1203.298,1138.3944402393474,1120.348,915.9284333773419,882.823,1128.1483881451832,1095.306,890.9880287580804,847.476,753.8055464530152,753.56,348.57214745762855,356.00399999999996,-28.122853066163998,-82.95000000000005,-250.58885992816954,-320.475,10.24605209416427,25.041999999999916,24.94040461926147,35.34699999999998,6.254330114775038,0.9911809875595274,67.48410622390935,-21.082505881149753,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E72,18.707575757575754,304000.0,2.5,87.7952,219.488,112.78364811631873,106.70435188368128,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,654.7747438134984,737.656,684.7347945118196,797.899,630.8729785935345,733.977,671.8645364628086,771.112,615.9977208947643,684.1869999999999,556.7042123856485,652.9549999999999,310.6027017985368,309.928,29.960050698321197,60.24300000000005,-23.901765219963863,-3.6789999999999736,12.870258049011,26.787000000000035,14.87525769877027,49.79000000000008,11.240315883068918,0.9314204827048979,97.25737242529623,-12.233540640479402,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E73,13.170870967741934,304000.0,2.5,87.7952,219.488,112.78364811631873,106.70435188368128,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,759.0642623629393,837.694,775.7256661219617,894.482,682.9117092850088,791.76,764.9897868858045,867.5509999999999,667.6301358662531,747.4,593.2505949965141,694.626,322.8331412258651,325.12,16.66140375902239,56.78800000000001,-76.15255307793052,-45.93399999999997,10.735879236157189,26.93100000000004,15.28157341875567,44.360000000000014,9.286272612163636,0.9607287867271853,79.78569309462384,-13.674553043104336,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E74,9.023245901639344,304000.0,2.5,87.7952,219.488,112.78364811631873,106.70435188368128,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,883.9295660398229,948.538,870.3573886914919,962.509,726.1515022715347,804.0,861.8930647522493,935.491,709.9863997867355,767.8009999999999,619.6408456824506,697.672,328.12343391015355,333.964,-13.572177348331024,13.971000000000004,-157.77806376828823,-144.538,8.464323939242604,27.01800000000003,16.16510248479915,36.19900000000007,7.511308768687701,0.9812143971342943,59.59673756859095,-14.328960519636887,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E75,6.944410852713178,304000.0,2.5,87.7952,219.488,112.78364811631873,106.70435188368128,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,964.6511589101177,1008.725,924.2288811786691,979.689,745.6003036495614,788.678,916.7719083720973,954.178,728.6134790968065,757.393,629.3332922524858,681.066,331.7497182410541,336.517,-40.42227773144862,-29.036000000000058,-219.05085526055632,-220.04700000000003,7.456972806571798,25.510999999999967,16.98682455275491,31.284999999999968,6.523381056911298,0.9893999434068718,47.310154191468975,-14.16194127398154,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
E76,4.526673611111114,304000.0,2.5,87.7952,219.488,112.78364811631873,106.70435188368128,0.48615118768990234,0.39135948960502875,1.0,0.041037885203477176,0.0,0.9589621147965228,1072.3464849965994,1067.693,987.8807789009271,970.472,763.3169814698254,751.1579999999999,980.9642016250343,947.353,744.9689075128515,726.308,636.540330824656,647.019,336.63667640543844,338.123,-84.46570609567232,-97.221,-309.0295035267741,-316.5350000000001,6.9165772758927915,23.119000000000028,18.34807395697385,24.84999999999991,5.228345530702018,0.9963436503224404,31.746321852035756,-13.078778010741953,1.0,35.720094072091754,220.02375970523929,292.55069227106014,0.9993584255597735,0.10148436787927062,8.546058646087474,0.0,5.0
