irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-37.09086222249388,-34.14928244526689
456000.0,T12_perim,-28.598029070332977,-16.81065855368442
456000.0,T11_perim,-13.391216208194292,-1.3657133576718719
456000.0,T9_core,-29.356725368951587,-16.731949144758126
456000.0,T10_core,-12.934057998289097,-3.5441256722753445
456000.0,T3,-8.213877939047935,0.5430107656374393
304000.0,T8,-29.0320284949077,-23.65036823444102
304000.0,T12_perim,-21.380945478742547,-13.173548257550575
304000.0,T11_perim,-9.525981507573116,-1.9289615808695002
304000.0,T9_core,-21.822238698480657,-13.384545690629912
304000.0,T10_core,-9.294886725524163,-3.67897996265457
304000.0,T3,-5.792455883356521,-0.13175631351821884
256000.0,T8,-19.835562744485134,-20.88606484778701
256000.0,T12_perim,-13.172425528494415,-13.987976018518863
256000.0,T11_perim,-5.780506640448142,-5.174190237226035
256000.0,T9_core,-13.394236391056824,-13.924381477027032
256000.0,T10_core,-5.676603212109931,-6.148389808009175
256000.0,T3,-3.732204387980367,-3.039355302230513
