irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-37.358489106102965,-34.14928244526689
456000.0,T12_perim,-29.253556046808782,-16.81065855368442
456000.0,T11_perim,-13.307333206498221,-1.3657133576718719
456000.0,T9_core,-30.195024031596883,-16.731949144758126
456000.0,T10_core,-12.802735408069605,-3.5441256722753445
456000.0,T3,-7.874632572116322,0.5430107656374393
304000.0,T8,-28.86227399434326,-23.65036823444102
304000.0,T12_perim,-21.370792648294156,-13.173548257550575
304000.0,T11_perim,-9.290134136473132,-1.9289615808695002
304000.0,T9_core,-21.919091999150208,-13.384545690629912
304000.0,T10_core,-9.035016625904458,-3.67897996265457
304000.0,T3,-5.50552258975194,-0.13175631351821884
256000.0,T8,-19.818081385783806,-20.88606484778701
256000.0,T12_perim,-13.16696114236577,-13.987976018518863
256000.0,T11_perim,-5.679859832686229,-5.174190237226035
256000.0,T9_core,-13.44917194493905,-13.924381477027032
256000.0,T10_core,-5.551648506076665,-6.148389808009175
256000.0,T3,-3.5905264240469563,-3.039355302230513
