simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
E77,1.6949999999999998,2.7399999999999998,725.7489721855379,297.13699999999994,196.24610122521395
E77,1.6949999999999998,8.22,703.3051007902437,669.1065834110876,159.4966761834776
E77,1.6949999999999998,13.700000000000001,681.4104702190244,696.445471766796,134.8051089356873
E77,1.6949999999999998,19.18,663.001328635173,685.2795836825242,119.13323016797794
E77,1.6949999999999998,24.66,647.6458013433119,669.6992605324984,109.85614838218044
E77,1.6949999999999998,30.14,634.383664388653,654.9105892997504,108.08776399570928
E77,1.6949999999999998,35.62,622.4464067471133,641.2538454234461,106.45853665605974
E77,1.6949999999999998,41.099999999999994,611.3423444865151,628.8342328660243,104.94756387133401
E77,1.6949999999999998,46.58,600.7799852582546,617.365123001838,103.52043219817723
E77,1.6949999999999998,52.06,590.5932649115828,606.5650067994547,102.14995339714042
E77,1.6949999999999998,57.54,580.6897709259556,596.2342823818724,100.818251554445
E77,1.6949999999999998,63.019999999999996,571.0188358910585,586.2470742153575,99.51453360699662
E77,1.6949999999999998,68.5,561.552941327411,576.5284710389288,98.23262208093027
E77,1.6949999999999998,73.97999999999999,552.2772100249855,567.0353270506597,96.96913851327766
E77,1.6949999999999998,79.46000000000001,543.1835801369607,557.7432584494121,95.72233402587835
E77,1.6949999999999998,84.93999999999998,534.267615090596,548.6386058173387,94.49138345715038
E77,1.6949999999999998,90.42,525.5267722336426,539.7136998900472,93.2759744299664
E77,1.6949999999999998,95.90000000000002,516.9594696728044,530.9641520013652,92.07607335167594
E77,1.6949999999999998,101.38,508.56458652387784,522.3873318452661,90.89179404614676
E77,1.6949999999999998,106.86000000000001,500.3411977830831,513.9815233576168,89.72332473423756
E77,1.6949999999999998,112.33999999999999,492.28843760015747,505.74546177330024,88.57088790230642
E77,1.6949999999999998,117.82000000000001,484.4054367185545,497.67808380085387,87.43471893020136
E77,1.6949999999999998,123.30000000000001,476.69130861651064,489.7783988768965,86.3150560128265
E77,1.6949999999999998,128.78,469.145169873806,482.0454333368153,85.21213741949938
