simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,added_absorbed_W,front_cell_source_fraction,downstream_source_fraction,T8_model,T8_experiment,T12_wall_model,T12_wall_experiment,T11_wall_model,T11_wall_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T9_interior_experiment,T10_interior_experiment,Lambda58_experiment,Lambda107_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1235.1817495146965,931.6279999999999,799.1922353697115,991.103,617.8652801457105,878.055,587.4412412875189,763.414,321.1684820312043,326.43699999999995,-435.98951414498504,59.47500000000002,-617.3164693689861,-53.57299999999998,966.6659999999999,824.995,0.035173069435758465,0.09121281586477252,0.12152645726695295,0.03991998777912836,96.83880768612919,21.08253548085049,41.03095608605337,23.896827644598066
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1295.2831503197442,1012.649,854.7859405876864,1047.717,653.6738999014681,898.751,602.0762743691212,773.207,330.01563862100664,338.52,-440.49720973205785,35.0680000000001,-641.6092504182761,-113.89800000000002,1020.928,850.0989999999999,0.03576819369219926,0.0810872748212279,0.08770632858738464,0.03617509757416961,82.85109455140983,21.510690229800357,44.33699728348307,26.017902174824336
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1339.0740646030922,1058.429,898.5043621269406,1070.73,681.8776520857477,896.755,608.412886827665,769.76,339.25572986148444,344.308,-440.56970247615163,12.30099999999993,-657.1964125173445,-161.6740000000001,1044.378,852.837,0.03404688552781276,0.0731946538136868,0.06683856221834042,0.03332162754303289,71.83499971657247,22.366953696803797,46.67540976374454,27.09901161288346
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1369.3804899397282,1152.474,930.0598031739547,1120.277,701.9309933810821,912.173,611.5088604793965,779.518,337.87886463696316,352.421,-439.32068676577353,-32.19699999999989,-667.4494965586462,-240.30099999999993,1093.725,871.483,0.03233171423109301,0.06636406782867674,0.05351695763855553,0.031152937500452164,62.54663295011923,23.29340127705438,48.98620550312328,27.566863401023483
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1413.2171129535457,1203.298,979.1019820467018,1120.348,734.7950588772072,882.823,611.9795086606703,753.56,342.8153633570134,356.00399999999996,-434.1151309068439,-82.95000000000005,-678.4220540763384,-320.475,1095.306,847.476,0.030555252210167617,0.060729555296504756,0.036948036766252176,0.027845574001727876,49.03758040730136,24.955543262402614,51.98104121464056,28.002357060407892
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,947.3438925268738,737.656,639.17115996883,797.899,522.7814801982603,733.977,510.1403150576846,652.9549999999999,310.8871527811376,309.928,-308.1727325580438,60.24300000000005,-424.5624123286135,-3.6789999999999736,771.112,684.1869999999999,0.0534162085200319,0.11379140908000156,0.18444029059654032,0.045299752915205486,82.78508641960792,16.258319844660488,28.552760575246495,16.962342638761
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1051.115306720537,837.694,716.9257882807364,894.482,571.3807275177194,791.76,536.1628386842963,694.626,322.58238307505866,325.12,-334.18951843980074,56.78800000000001,-479.7345792028177,-45.93399999999997,867.5509999999999,747.4,0.04507272791175252,0.08965618993530448,0.10748240848528239,0.038538826663794316,67.27197142846693,17.37575502979202,33.53661931291322,20.269918015641778
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1142.5731041263832,948.538,795.3679202651724,962.509,620.3286670136118,804.0,550.2010485767569,697.672,327.0451473502061,333.964,-347.2051838612108,13.971000000000004,-522.2444371127714,-144.538,935.491,767.8009999999999,0.040569882365660545,0.07133468518266729,0.05909605452106244,0.03218677839177116,49.18067126857486,19.543294107231937,38.912576206603,22.202100916673665
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1190.4703283839367,1008.725,841.4473235184877,979.689,650.1299111479251,788.678,552.0795715635336,681.066,330.4914780931252,336.517,-349.023004865449,-29.036000000000058,-540.3404172360116,-220.04700000000003,954.178,757.393,0.037352566735263215,0.06359159903855431,0.03957566042830278,0.028515982818690125,38.27093520882954,21.191904211569554,41.92065325828073,22.78034942253234
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1246.3078321136366,1067.693,900.721810238002,970.472,691.1699299369827,751.1579999999999,544.0621524036994,647.019,335.2664841669099,338.123,-345.5860218756345,-97.221,-555.1379021766538,-316.5350000000001,947.353,726.308,0.034300957931289816,0.05465256036798639,0.020925188702982954,0.023516297589539693,24.333231301865933,23.3583844384926,45.73564690814,22.989999742168425
