simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,added_absorbed_W,front_cell_source_fraction,downstream_source_fraction,T8_model,T8_experiment,T12_wall_model,T12_wall_experiment,T11_wall_model,T11_wall_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T9_interior_experiment,T10_interior_experiment,Lambda58_experiment,Lambda107_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,886.0625805397715,931.6279999999999,851.9918600359782,991.103,785.1240346933515,878.055,718.0186542319208,763.414,323.5364801231813,326.43699999999995,-34.07072050379327,59.47500000000002,-100.93854584641997,-53.57299999999998,966.6659999999999,824.995,0.035173069435758465,0.09121281586477252,82.09365655039112,0.9999999999996793,133.3530566067966,32.821048955178945,41.59214288565162,36.16174149821602
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,979.805321085725,1012.649,929.247681541874,1047.717,844.3213726422957,898.751,769.3536071641931,773.207,334.4993034837907,338.52,-50.557639543850996,35.0680000000001,-135.4839484434293,-113.89800000000002,1020.928,850.0989999999999,0.03576819369219926,0.0810872748212279,38.4233544146085,0.9999999682166504,122.27031077782833,32.94366260943732,46.73449287894283,40.69750798682091
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1058.8941516629154,1058.429,990.7510336743507,1070.73,886.8057074800624,896.755,802.9367274487947,769.76,344.7242916876596,344.308,-68.14311798856477,12.30099999999993,-172.08844418285298,-161.6740000000001,1044.378,852.837,0.03404688552781276,0.0731946538136868,20.47087755408377,0.9999878312475116,111.07478731340191,34.21459642613243,50.624089362448,43.02493008939265
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1122.3636148652627,1152.474,1036.8820025369748,1120.277,916.8916851599388,912.173,827.1797098886514,779.518,345.18981664530526,352.421,-85.48161232828784,-32.19699999999989,-205.47192970532387,-240.30099999999993,1093.725,871.483,0.03233171423109301,0.06636406782867674,12.287973554946486,0.9996844114087015,100.78774373480397,34.55827090306011,54.15993445927462,44.556505288703036
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1220.0291044910568,1203.298,1101.8702380087277,1120.348,952.7691370795534,882.823,852.5645074333831,753.56,351.2634862018644,356.00399999999996,-118.15886648232913,-82.95000000000005,-267.25996741150345,-320.475,1095.306,847.476,0.030555252210167617,0.060729555296504756,5.3501780313707,0.9905080987916793,83.10354617972544,35.74999777383055,58.626845615838725,45.27705610822951
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,654.4628185819597,737.656,636.2525446810864,797.899,598.0771107342898,733.977,558.8138733272235,652.9549999999999,310.3410389773144,309.928,-18.21027390087329,60.24300000000005,-56.38570784766989,-3.6789999999999736,771.112,684.1869999999999,0.0534162085200319,0.11379140908000156,236.6819650615628,1.0,98.05157916965976,22.529688066017236,25.710763088687543,22.279690511012603
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,765.1171114444412,837.694,729.1946106449547,894.482,669.9805097327568,791.76,619.8078208100858,694.626,323.02347653559644,325.12,-35.922500799486556,56.78800000000001,-95.13660171168442,-45.93399999999997,867.5509999999999,747.4,0.04507272791175252,0.08965618993530448,69.27449852560956,0.9999999999944932,87.18065115986562,24.143004424522474,31.912254459642647,27.95515526908456
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,902.8735587175544,948.538,833.9107877925085,962.509,741.6055592594287,804.0,676.5876365965078,697.672,329.4309317480098,333.964,-68.9627709250459,13.971000000000004,-161.2679994581257,-144.538,935.491,767.8009999999999,0.040569882365660545,0.07133468518266729,17.631216534073474,0.9999685034516999,70.5625692175553,26.651105921895475,39.47649732428317,32.17127553142103
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,994.2505566914941,1008.725,895.7264129549202,979.689,777.8294375063002,788.678,702.9865834765619,681.066,333.9107254125568,336.517,-98.52414373657393,-29.036000000000058,-216.4211191851939,-220.04700000000003,954.178,757.393,0.037352566735263215,0.06359159903855431,7.143259404390182,0.9966584649030459,58.291887147088936,28.2198455788793,43.8711289379846,33.43892393706109
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1113.4051160434167,1067.693,963.4330897506549,970.472,809.0721103783055,751.1579999999999,724.5221572444249,647.019,339.35897589335485,338.123,-149.97202629276183,-97.221,-304.33300566511116,-316.5350000000001,947.353,726.308,0.034300957931289816,0.05465256036798639,1.7689714430381067,0.8983485737989128,40.62042321499293,29.09023933585341,48.728982120465254,33.25939863883202
