index,name,value
1,A_Nu,2.5
2,B_Re,0.5
3,C_Pr_fixed,0.3333333333333333
4,front_dep,0.35
5,scale_456,1.34
6,scale_304,1.58
7,scale_256,1.11
8,G_core_perim_W_m_K,6.0
9,C_perim_eff_J_K,108.0
10,k_perim_ref_W_m_K,15.0
11,beta_opt,220.0
12,chi,0.45
13,f_core_rear,0.99
14,flange_scale,0.1
15,k_core_axial_scale,0.15
16,C_rear_eff_J_K,90.0
17,G_receiver_rear_W_K,0.15
18,G_rear_tube_W_K,3.5
19,G_rear_cavity_W_K,0.15
20,G_rear_axial_W_K,9.0
21,delta_web,6.0e-5
22,C_z,0.8
23,h_suction,250.0
# derived,f_perim_source,0.55
# derived,flux_receiver_fraction,0.06920265203911863
# derived,flux_spillover_fraction,0.9307973479608813
# derived,C_total_with_rear_eff_J_K,270.52693256582086
# reference,measured_C_eff_J_K,301.0
