variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
initial_apparent_nu,E76,2.74,1289.1250713544416,296.4675,318.6991767250355,0.018009106627726035,0.6865444294693531,0.022650720265812867,0.022396118627999045,2.2155964397298074
initial_apparent_nu,E76,8.220000000000002,1267.2349918988596,318.6991767250355,339.9413252674912,0.018005738466101782,0.6865246492576895,0.02264924058559125,0.022394672085800992,2.1170579217396486
initial_apparent_nu,E76,13.700000000000001,1225.9828927538877,339.9413252674912,359.85950694954613,0.018205404534074782,0.6876930770268992,0.022736489155886722,0.022479963032164072,1.9808552757405886
initial_apparent_nu,E76,19.180000000000003,1179.7345717240019,359.85950694954613,378.38372394590573,0.018475742473024928,0.6892623820350442,0.022853105242802964,0.022593950947215995,1.8370079067675997
initial_apparent_nu,E76,24.66,1133.561500709467,378.38372394590573,395.5382429415207,0.01876948242610278,0.6909525435351691,0.022977848748668192,0.022715868400065377,1.696091226087105
initial_apparent_nu,E76,30.14,1089.1982892035946,395.5382429415207,411.3801547128672,0.019069071328226064,0.6926620072634737,0.023102979864180882,0.02283814940288663,1.5616825824397453
initial_apparent_nu,E76,35.620000000000005,1047.1877685907943,411.3801547128672,425.9770241518207,0.019367729679172007,0.694353357790107,0.023225636288388772,0.02295799723114995,1.4348432257976138
initial_apparent_nu,E76,41.1,1007.6479599561108,425.9770241518207,439.3987075581007,0.01966264692670114,0.6960124006234182,0.0233447383229406,0.023074357991983083,1.3157299674334448
initial_apparent_nu,E76,46.580000000000005,970.5451014815377,439.3987075581007,451.71430774863524,0.019952503508311587,0.6976334157161754,0.02345987164358382,0.02318682821050987,1.2041734110597069
initial_apparent_nu,E76,52.06,935.7902524382441,451.71430774863524,462.9909841046892,0.020236575511718258,0.6992138946449761,0.02357088635035594,0.02329526281931771,1.0998844476146776
initial_apparent_nu,E76,57.54,903.2734199924827,462.9909841046892,473.29343274715484,0.020514418908855206,0.7007527115715564,0.023677754413176776,0.023399635785360463,1.0025280722414873
initial_apparent_nu,E76,63.02,872.8759820478008,473.29343274715484,482.6836186090145,0.020785761147915277,0.7022495108191658,0.023780518294350815,0.023499989872667073,0.911750744994836
initial_apparent_nu,E76,68.50000000000001,844.4758083038844,482.6836186090145,491.22061775963044,0.021050462454407563,0.7037045012888731,0.023879270231168575,0.02359641637873923,0.8271920004389263
initial_apparent_nu,E76,73.98000000000002,817.9500034878063,491.22061775963044,498.96052459424004,0.02130849737212734,0.705118369469999,0.023974140978415888,0.023689044122431228,0.7484908851433061
initial_apparent_nu,E76,79.46000000000002,793.1768419616413,498.96052459424004,505.9564093048368,0.02155994014966686,0.7064922157205837,0.02406529115703685,0.02377803098480326,0.6752906139490904
initial_apparent_nu,E76,84.94000000000001,770.0373245719518,505.9564093048368,512.258319078493,0.02180494967681477,0.7078274882784856,0.024152903406621063,0.023863556241017457,0.6072423742501047
initial_apparent_nu,E76,90.42000000000002,748.4164405868248,512.258319078493,517.9133174122732,0.02204375376453686,0.7091259129550954,0.024237175153647324,0.023945813498438953,0.5440084486580999
initial_apparent_nu,E76,95.90000000000002,728.2041386278922,517.9133174122732,522.9655553236998,0.022276633639925922,0.7103894227856139,0.024318312190905664,0.024025004430633035,0.48526465422436976
initial_apparent_nu,E76,101.38000000000001,709.2960123542433,522.9655553236998,527.456367806223,0.022503909541935277,0.7116200922208995,0.02439652324696866,0.024101333480800874,0.4307021029874766
initial_apparent_nu,E76,106.86000000000001,691.5937242394787,527.456367806223,531.4243889888588,0.022725928012915102,0.7128200790162864,0.024472015613469615,0.024175003599800734,0.3800283309529854
initial_apparent_nu,E76,112.34,675.0052043989217,531.4243889888588,534.9056800197177,0.02294305116805467,0.7139915753766418,0.024544991795528995,0.024246212984070033,0.3329678763437939
initial_apparent_nu,E76,117.82000000000002,659.4446674298873,534.9056800197177,537.9338645173377,0.023155647980880757,0.7151367686593454,0.024615647083276886,0.02431515271315586,0.289262404337752
initial_apparent_nu,E76,123.30000000000003,644.8324900062385,537.9338645173377,540.5402673549725,0.02336408746288569,0.7162578111056428,0.0246841679089626,0.02438200515408261,0.2486704772620529
initial_apparent_nu,E76,128.78,631.0949878849237,540.5402673549725,542.7540534454004,0.02356873352670999,0.717356797605476,0.02475073084572899,0.024446942991731124,0.2109670615346165
initial_apparent_nu,E76,134.26000000000002,618.1641250614119,542.7540534454004,544.6023640098813,0.02376994128578309,0.7184357503034325,0.024815502111438827,0.024510128751667738,0.1759428501370927
