variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
fitted_apparent_nu,E76,2.74,1108.191665578198,296.4675,1077.0460627762009,2.7791318816519133,96.9020053155531,3.260487511673098,0.9616303122134945,76.27788669730252
fitted_apparent_nu,E76,8.220000000000002,1117.929161121829,1077.0460627762009,1111.4293090741544,1.2142451447806506,59.01958835600902,1.8389373195106782,0.8410137120057658,3.6283396666620766
fitted_apparent_nu,E76,13.700000000000001,1109.0112593125843,1111.4293090741544,1109.4066334862796,1.187423836439398,58.23491585065385,1.8108840189063706,0.8364904726201858,-0.2138704867897388
fitted_apparent_nu,E76,19.180000000000003,1093.3688593132085,1109.4066334862796,1095.9408419598153,1.2059422678443257,58.77739317633372,1.8302697662342198,0.8396297005524944,-1.4218667894611625
fitted_apparent_nu,E76,24.66,1075.4408014958656,1095.9408419598153,1078.6143930180222,1.2398399367683908,59.76223028199973,1.865562941144006,0.8451909630257766,-1.824980643916282
fitted_apparent_nu,E76,30.14,1056.84063473258,1078.6143930180222,1060.0735552785834,1.2802521175866632,60.922846974691375,1.9073195738271296,0.8515221624295837,-1.9472328448688083
fitted_apparent_nu,E76,35.620000000000005,1038.1480558688709,1060.0735552785834,1041.2606161515002,1.3240639091375965,62.165004675456174,1.9522046865765665,0.8580392526315448,-1.969740791053317
fitted_apparent_nu,E76,41.1,1019.5663224981397,1041.2606161515002,1022.5052191258156,1.370167071504031,63.454647523798634,1.9990150464817638,0.8645313521318222,-1.957516556030466
fitted_apparent_nu,E76,46.580000000000005,1001.1616445424037,1022.5052191258156,1003.9166257593026,1.4182057051101433,64.7800512843777,2.0473401133386333,0.8709222203557196,-1.9338804715754097
fitted_apparent_nu,E76,52.06,982.9503060534291,1003.9166257593026,985.5252997319861,1.4681142546302164,66.13794645117159,2.0970702475084555,0.8771842786583252,-1.9071400202213042
fitted_apparent_nu,E76,57.54,964.930370403702,985.5252997319861,967.3336431789966,1.5199445631778707,67.52836349894622,2.1482134315917722,0.8833075493007885,-1.8802381248650282
fitted_apparent_nu,E76,63.02,947.0932008847922,967.3336431789966,949.3340508025307,1.5738018629597041,68.95273230911333,2.200827475196629,0.8892884905790768,-1.8542144443206885
fitted_apparent_nu,E76,68.50000000000001,929.4276290129966,949.3340508025307,931.5152954125078,1.6298219899042412,70.41319597192457,2.2549954957579414,0.8951259838868227,-1.8294373988391428
fitted_apparent_nu,E76,73.98000000000002,911.9214496651804,931.5152954125078,913.8647697971699,1.6881642630393388,71.9123773354398,2.310817605920358,0.9008198718592788,-1.8060402717773003
fitted_apparent_nu,E76,79.46000000000002,894.5619500786539,913.8647697971699,896.3692653462123,1.7490104418434647,73.45331570177711,2.368408718103866,0.9063704011168515,-1.7840746881622613
fitted_apparent_nu,E76,84.94000000000001,877.3360954510906,896.3692653462123,879.0152400745162,1.812566203185544,75.03946952416035,2.427898729980642,0.9117779837684351,-1.7635639870646893
fitted_apparent_nu,E76,90.42000000000002,860.2305981559849,879.0152400745162,861.7889143808675,1.8790638490489253,76.67474714098287,2.4894337214212094,0.9170430699908492,-1.7445211828032698
fitted_apparent_nu,E76,95.90000000000002,843.2319531057243,861.7889143808675,844.6763145460799,1.9487658151010216,78.3635521347156,2.553177675449169,0.9221660583896193,-1.726954435573475
fitted_apparent_nu,E76,101.38000000000001,826.3264689731622,844.6763145460799,827.6633062613456,2.0219688830761426,80.11083909308151,2.619314567296141,0.9271472186034924,-1.7108681629311928
fitted_apparent_nu,E76,106.86000000000001,809.5003056095534,827.6633062613456,810.7356327172472,2.099009138975476,81.92217909733769,2.6880507941140963,0.9319866176643057,-1.6962626858151721
fitted_apparent_nu,E76,112.34,792.7395208435635,810.7356327172472,793.8789618025916,2.1802677891406415,83.8038357598448,2.7596179722357213,0.936684047808442,-1.6831334442546177
fitted_apparent_nu,E76,117.82000000000002,776.0301271725087,793.8789618025916,777.0789433332551,2.2661779949452314,85.76285341278987,2.8342761571186026,0.9412389557927422,-1.6714701558613514
fitted_apparent_nu,E76,123.30000000000003,759.3581578342637,777.0789433332551,760.3212758844292,2.3572329332353448,87.80715961400081,2.9123175614354033,0.9456503747974211,-1.6612560530293323
fitted_apparent_nu,E76,128.78,742.7097413326394,760.3212758844292,743.591782272673,2.4539953425626955,89.94568468402008,2.994070866423199,0.949916860598387,-1.65246724971463
fitted_apparent_nu,E76,134.26000000000002,726.0711832763676,743.591782272673,726.876492481337,2.5571088803036974,92.18850161467451,3.079906243971897,0.9540364341915961,-1.6450722600430228
