Clock Time,Time (s),MFC H2 SP (lpm),MFC CH4 SP (lpm),MFC CO2 SP (lpm),MFC He SP (lpm),MFC H2 (lpm),MFC CH4 (lpm),MFC CO2 (lpm),MFC He (lpm),P1 Limit (mbarg),P2 Limit (mbarg),DP1 Limit (mbar),DP2 Limit (mbar),P1 (mbarg),P2 (mbarg),DP1 (mbar),DP2 (mbar),T1 Limit (°C),T2 Limit (°C),T3 Limit (°C),T4 Limit (°C),T5 Limit (°C),T6 Limit (°C),T7 Limit (°C),T8 Limit (°C),T9 Limit (°C),T10 Limit (°C),T11 Limit (°C),T12 Limit (°C),T13 Limit (°C),T14 Limit (°C),T15 Limit (°C),T16 Limit (°C),T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T09 (°C),T10 (°C),T11 (°C),T12 (°C),T13 (°C),T14 (°C),T15 (°C),T16 (°C),Flow Module,Pressure Module,Temperature Module,Program Started,MFCs Manual,Alarm Triggered,Overpressure,Overtemperature,Emergency User Input,Flows Emergency Stop,Flow Module Comm Error,Pressure Module Comm Error,Temperature Module Comm Error
15:31:48,0.000,3.700,2.000,2.000,1.700,3.668,2.869,2.785,1.175,500.000,200.000,200.000,100.000,0.688,0.371,1.540,-0.306,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,740.648,71.253,496.705,64.461,22.696,25.062,25.106,787.322,771.234,579.747,623.630,797.651,25.124,24.926,23.503,23.761,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:48,1.000,3.700,2.000,2.000,1.700,3.668,2.869,2.785,1.175,500.000,200.000,200.000,100.000,0.688,0.371,1.540,-0.306,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,740.648,71.253,496.705,64.461,22.696,25.062,25.106,787.322,771.234,579.747,623.630,797.651,25.124,24.926,23.503,23.761,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:49,2.000,3.700,2.000,2.000,1.700,3.668,2.869,2.785,1.175,500.000,200.000,200.000,100.000,0.688,0.371,1.540,-0.306,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,740.648,71.253,496.705,64.461,22.696,25.062,25.106,787.322,771.234,579.747,623.630,797.651,25.124,24.926,23.503,23.761,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:50,3.000,3.700,2.000,2.000,1.700,3.664,2.873,2.788,1.173,500.000,200.000,200.000,100.000,0.686,0.373,1.522,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,736.357,71.263,496.290,64.496,22.678,25.039,25.085,783.063,771.191,579.541,621.704,795.993,25.116,24.917,23.492,23.748,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:51,4.000,3.700,2.000,2.000,1.700,3.664,2.873,2.788,1.173,500.000,200.000,200.000,100.000,0.686,0.373,1.522,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,736.357,71.263,496.290,64.496,22.678,25.039,25.085,783.063,771.191,579.541,621.704,795.993,25.116,24.917,23.492,23.748,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:52,5.000,3.700,2.000,2.000,1.700,3.664,2.873,2.788,1.173,500.000,200.000,200.000,100.000,0.686,0.373,1.522,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,736.357,71.263,496.290,64.496,22.678,25.039,25.085,783.063,771.191,579.541,621.704,795.993,25.116,24.917,23.492,23.748,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:53,6.000,3.700,2.000,2.000,1.700,3.664,2.873,2.788,1.173,500.000,200.000,200.000,100.000,0.686,0.373,1.522,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,736.357,71.263,496.290,64.496,22.678,25.039,25.085,783.063,771.191,579.541,621.704,795.993,25.116,24.917,23.492,23.748,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:54,7.000,3.700,2.000,2.000,1.700,3.667,2.880,2.785,1.174,500.000,200.000,200.000,100.000,0.692,0.377,1.505,-0.293,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,722.576,71.277,495.838,64.517,22.703,25.038,25.106,764.668,770.962,579.381,621.577,795.581,25.128,24.945,23.501,23.762,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:55,8.000,3.700,2.000,2.000,1.700,3.667,2.880,2.785,1.174,500.000,200.000,200.000,100.000,0.692,0.377,1.505,-0.293,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,722.576,71.277,495.838,64.517,22.703,25.038,25.106,764.668,770.962,579.381,621.577,795.581,25.128,24.945,23.501,23.762,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15:31:56,9.000,3.700,2.000,2.000,1.700,3.667,2.880,2.785,1.174,500.000,200.000,200.000,100.000,0.692,0.377,1.505,-0.293,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,722.576,71.277,495.838,64.517,22.703,25.038,25.106,764.668,770.962,579.381,621.577,795.581,25.128,24.945,23.501,23.762,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
