Clock Time,Time (s),MFC H2 SP (lpm),MFC CH4 SP (lpm),MFC CO2 SP (lpm),MFC He SP (lpm),MFC H2 (lpm),MFC CH4 (lpm),MFC CO2 (lpm),MFC He (lpm),P1 Limit (mbarg),P2 Limit (mbarg),DP1 Limit (mbar),DP2 Limit (mbar),P1 (mbarg),P2 (mbarg),DP1 (mbar),DP2 (mbar),T1 Limit (°C),T2 Limit (°C),T3 Limit (°C),T4 Limit (°C),T5 Limit (°C),T6 Limit (°C),T7 Limit (°C),T8 Limit (°C),T9 Limit (°C),T10 Limit (°C),T11 Limit (°C),T12 Limit (°C),T13 Limit (°C),T14 Limit (°C),T15 Limit (°C),T16 Limit (°C),T1 (°C),T2 (°C),T3 (°C),T4 (°C),T5 (°C),T6 (°C),T7 (°C),T8 (°C),T09 (°C),T10 (°C),T11 (°C),T12 (°C),T13 (°C),T14 (°C),T15 (°C),T16 (°C),Flow Module,Pressure Module,Temperature Module,Program Started,MFCs Manual,Alarm Triggered,Overpressure,Overtemperature,Emergency User Input,Flows Emergency Stop,Flow Module Comm Error,Pressure Module Comm Error,Temperature Module Comm Error
10:41:40,0.000,5.000,5.000,5.000,5.000,4.500,6.028,5.527,3.448,500.000,200.000,200.000,100.000,0.701,0.412,0.255,-0.298,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.883,20.926,21.030,21.007,18.858,24.887,24.628,22.410,21.079,21.076,20.865,20.952,21.024,20.816,20.980,20.869,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:41,1.000,5.000,5.000,5.000,5.000,4.501,6.019,5.530,3.448,500.000,200.000,200.000,100.000,0.697,0.395,0.255,-0.307,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.907,21.011,20.995,18.832,24.856,24.606,22.387,21.058,21.039,20.829,20.926,21.013,20.813,20.960,20.852,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:42,2.000,5.000,5.000,5.000,5.000,4.501,6.019,5.530,3.448,500.000,200.000,200.000,100.000,0.697,0.395,0.255,-0.307,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.907,21.011,20.995,18.832,24.856,24.606,22.387,21.058,21.039,20.829,20.926,21.013,20.813,20.960,20.852,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:43,3.000,5.000,5.000,5.000,5.000,4.501,6.019,5.530,3.448,500.000,200.000,200.000,100.000,0.697,0.395,0.255,-0.307,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.907,21.011,20.995,18.832,24.856,24.606,22.387,21.058,21.039,20.829,20.926,21.013,20.813,20.960,20.852,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:44,4.000,5.000,5.000,5.000,5.000,4.501,6.019,5.530,3.448,500.000,200.000,200.000,100.000,0.697,0.395,0.255,-0.307,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.907,21.011,20.995,18.832,24.856,24.606,22.387,21.058,21.039,20.829,20.926,21.013,20.813,20.960,20.852,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:45,5.000,5.000,5.000,5.000,5.000,4.497,6.019,5.524,3.448,500.000,200.000,200.000,100.000,0.697,0.405,0.266,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.874,20.925,21.018,21.011,18.860,24.833,24.591,22.392,21.066,21.046,20.850,20.929,21.023,20.815,20.962,20.860,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:46,6.000,5.000,5.000,5.000,5.000,4.497,6.019,5.524,3.448,500.000,200.000,200.000,100.000,0.697,0.405,0.266,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.874,20.925,21.018,21.011,18.860,24.833,24.591,22.392,21.066,21.046,20.850,20.929,21.023,20.815,20.962,20.860,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:47,7.000,5.000,5.000,5.000,5.000,4.497,6.019,5.524,3.448,500.000,200.000,200.000,100.000,0.697,0.405,0.266,-0.297,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.874,20.925,21.018,21.011,18.860,24.833,24.591,22.392,21.066,21.046,20.850,20.929,21.023,20.815,20.962,20.860,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:48,8.000,5.000,5.000,5.000,5.000,4.501,6.022,5.525,3.448,500.000,200.000,200.000,100.000,0.698,0.402,0.257,-0.289,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.918,21.015,21.015,18.836,24.814,24.571,22.389,21.057,21.034,20.832,20.920,21.025,20.809,20.974,20.864,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10:41:49,9.000,5.000,5.000,5.000,5.000,4.501,6.022,5.525,3.448,500.000,200.000,200.000,100.000,0.698,0.402,0.257,-0.289,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,1500.000,20.857,20.918,21.015,21.015,18.836,24.814,24.571,22.389,21.057,21.034,20.832,20.920,21.025,20.809,20.974,20.864,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
