irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-10.764510499518575,-34.14928244526689
456000.0,T12_perim,-13.530966363497562,-16.81065855368442
456000.0,T11_perim,-13.630851425887712,-1.3657133576718719
456000.0,T9_core,-30.530415634970367,-16.731949144758126
456000.0,T10_core,-28.8482375718376,-3.5441256722753445
456000.0,T3,-16.36578600385063,0.5430107656374393
304000.0,T8,-10.266419861992475,-23.65036823444102
304000.0,T12_perim,-12.344948890108848,-13.173548257550575
304000.0,T11_perim,-12.121208836015505,-1.9289615808695002
304000.0,T9_core,-28.49452594963656,-13.384545690629912
304000.0,T10_core,-26.199971203743,-3.67897996265457
304000.0,T3,-12.444665279861859,-0.13175631351821884
256000.0,T8,-12.970022166010022,-20.88606484778701
256000.0,T12_perim,-15.287683029450674,-13.987976018518863
256000.0,T11_perim,-14.799441756853248,-5.174190237226035
256000.0,T9_core,-35.95994911294251,-13.924381477027032
256000.0,T10_core,-32.47839934156809,-6.148389808009175
256000.0,T3,-13.18217224520276,-3.039355302230513
