simulation_id,flow_lpm,irradiance,power_scale,nominal_incident_flux_W_m2,scaled_incident_flux_W_m2,nominal_receiver_absorbed_W,scaled_receiver_absorbed_W,participating_absorbed_W,core_absorbed_W,perim_absorbed_W,spill_capture,flux_receiver_fraction,flux_spillover_fraction,f_perim_source,beta_perim_1_m,core_front_cell_source_fraction,perim_front_cell_source_fraction,core_downstream_source_fraction,perim_downstream_source_fraction,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,rear_tube_gas_heat,active_flow_fraction,G_core_perim_W_m_K,C_perim_eff_J_K,C_participating_eff_J_K,f_core_tube,flange_scale,flange_cool_gain,flange_cool_tau_s,flange_gate_end,effective_flange_scale_end,k_core_axial_scale
E67,15.2805125,456000.0,0.7022497560546166,456000.0,320225.8887609052,164.61599999999999,115.60154584268678,115.60154584268678,77.74428801461167,37.857257828075106,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,649.8702664342965,931.6279999999999,656.9398765170871,991.103,626.9334766940481,878.055,555.9731803455414,966.6659999999999,562.1743327971905,824.995,516.5596708348625,763.414,312.25111169531914,326.43699999999995,7.069610082790632,59.47500000000002,-22.9367897402484,-53.57299999999998,100.96669617154566,24.437000000000012,64.75914389685761,53.059999999999945,4.928915355304469,0.7424558320311248,68.69509003801284,-9.898205799364812,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,2.312813583423807e-11,0.10138839658347557,0.0
E68,12.499871559633025,456000.0,0.7022497560546166,456000.0,320225.8887609052,164.61599999999999,115.60154584268678,115.60154584268678,77.74428801461167,37.857257828075106,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,670.7351294173071,1012.649,682.8307456392363,1047.717,653.4545264292958,898.751,610.6015379622891,1020.928,615.5778646529797,850.0989999999999,553.6558159841969,773.207,318.6862177107946,338.52,12.095616221929163,35.0680000000001,-17.28060298801131,-113.89800000000002,72.22920767694723,26.7890000000001,37.876661776316155,48.652000000000044,4.486983110563012,0.8016285954177537,65.12464514593222,-11.540188670305024,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,2.3128135834238125e-11,0.10138839658347557,0.0
E69,10.499733944954128,456000.0,0.7022497560546166,456000.0,320225.8887609052,164.61599999999999,115.60154584268678,115.60154584268678,77.74428801461167,37.857257828075106,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,691.3661511921916,1058.429,709.0406156732571,1070.73,680.3410881415515,896.755,662.5892393001396,1044.378,665.7812473351028,852.837,585.3214895439653,769.76,327.68505463155975,344.308,17.674464481065456,12.30099999999993,-11.025063050640142,-161.6740000000001,46.451376373117455,26.35200000000009,14.559840806448733,43.918000000000006,4.228104195251598,0.8542046717783898,62.137675443017784,-12.902009291320871,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,2.3128135834238125e-11,0.10138839658347557,0.0
E70,9.107139705882352,456000.0,0.7022497560546166,456000.0,320225.8887609052,164.61599999999999,115.60154584268678,115.60154584268678,77.74428801461167,37.857257828075106,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,706.3733712903216,1152.474,727.6451549388676,1120.277,698.6919036126765,912.173,712.9920741839015,1093.725,712.664182773266,871.483,609.536020156531,779.518,324.8460324394668,352.421,21.27178364854592,-32.19699999999989,-7.681467677645173,-240.30099999999993,14.653080754966027,26.552000000000135,-13.97227916058955,40.690000000000055,4.068264526729493,0.8951139284446903,58.02700033540742,-13.920851448957935,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,2.3128135834238125e-11,0.10138839658347557,0.0
E71,7.126846153846151,456000.0,0.7022497560546166,456000.0,320225.8887609052,164.61599999999999,115.60154584268678,115.60154584268678,77.74428801461167,37.857257828075106,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,739.6012828862622,1203.298,769.747420071887,1120.348,740.4083906511482,882.823,811.2663605976132,1095.306,802.8410670367354,847.476,651.2861685932028,753.56,329.8370673280698,356.00399999999996,30.146137185624752,-82.95000000000005,0.807107764886041,-320.475,-41.51894052572629,25.041999999999916,-62.432676385587115,35.34699999999998,3.8848059173313056,0.950165817125028,51.57053096693937,-15.489276797297903,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,2.3128135834238125e-11,0.10138839658347557,0.0
E72,18.707575757575754,304000.0,0.8758028663986246,304000.0,266244.07138518186,109.744,96.11410977005065,96.11410977005065,64.63860822760387,31.47550154244678,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,583.0453886021514,737.656,582.3135246494189,797.899,556.6827378210689,733.977,479.31808354259704,771.112,484.7414638914163,684.1869999999999,455.84440553713847,652.9549999999999,306.80007537043684,309.928,-0.7318639527325104,60.24300000000005,-26.362650781082493,-3.6789999999999736,102.99544110682189,26.787000000000035,71.94127392965265,49.79000000000008,5.6286116614840696,0.6911639676261732,59.317595202486906,-6.917710703809884,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,1.170861876496982e-10,0.10138839664367645,0.0
E73,13.170870967741934,304000.0,0.8758028663986246,304000.0,266244.07138518186,109.744,96.11410977005065,96.11410977005065,64.63860822760387,31.47550154244678,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,610.5883911510646,837.694,615.1544080341537,894.482,590.225893862213,791.76,545.8416869714137,867.5509999999999,550.4607114226021,747.4,502.79136022322723,694.626,315.9349669745378,325.12,4.566016883089105,56.78800000000001,-20.362497288851614,-45.93399999999997,69.31272106274002,26.93100000000004,39.76518243961084,44.360000000000014,4.673858268051874,0.7723839096276574,55.25977508010564,-8.929739338565328,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,1.1708618764982932e-10,0.10138839664367645,0.0
E74,9.023245901639344,304000.0,0.8758028663986246,304000.0,266244.07138518186,109.744,96.11410977005065,96.11410977005065,64.63860822760387,31.47550154244678,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,646.1009634635036,948.538,657.7013146751169,962.509,632.7170332053852,804.0,646.2280328742324,935.491,645.8933333122014,767.8009999999999,555.8123100142188,697.672,318.33563699865687,333.964,11.600351211613315,13.971000000000004,-13.383930258118426,-144.538,11.473281800884479,27.01800000000003,-13.176300106816257,36.19900000000007,4.103730182908771,0.8848440102986658,47.77469498621175,-11.08710000855156,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,1.1708618764982932e-10,0.10138839664367645,0.0
E75,6.944410852713178,304000.0,0.8758028663986246,304000.0,266244.07138518186,109.744,96.11410977005065,96.11410977005065,64.63860822760387,31.47550154244678,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,677.525458073352,1008.725,695.5877015824344,979.689,669.7718737841312,788.678,735.1389266474195,954.178,727.0834231533936,757.393,590.2569588413637,681.066,321.64395279350236,336.517,18.062243509082464,-29.036000000000058,-7.753584289220726,-220.04700000000003,-39.55122506498503,25.510999999999967,-57.311549369262366,31.284999999999968,3.895856418324199,0.9462082186927371,41.7352189602489,-12.271859801376753,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,1.1708618764982932e-10,0.10138839664367645,0.0
E76,4.526673611111114,304000.0,0.8758028663986246,304000.0,266244.07138518186,109.744,96.11410977005065,96.11410977005065,64.63860822760387,31.47550154244678,0.3518279793601149,0.06920265203911855,0.9307973479608814,0.3274805501268307,6.8732964011708155,1.0,0.06059730247646937,0.0,0.9394026975235307,739.8251985848954,1067.693,771.0128477856856,970.472,740.9504620288136,751.1579999999999,915.7444114429034,947.353,881.9866194834991,726.308,634.4903876887831,647.019,327.4178267596244,338.123,31.187649200790247,-97.221,1.125263443918243,-316.5350000000001,-144.73156365721775,23.119000000000028,-141.0361574546855,24.84999999999991,3.7246820834704932,0.9927298722356999,31.521438713665084,-13.06437328629574,1.0,0.5,50.0,122.52693256582086,0.999469435733115,0.10138839656865689,6.319469517058668,116.79728159893118,1.1708618764982932e-10,0.10138839664367645,0.0
