% Model:              Cav_Hex_Unif_flux_v5.1.1 - Lin. Distn.mph
% Version:            COMSOL 5.5.0.359
% Date:               Nov 28 2021, 14:21
% Dimension:          1
% Nodes:              236
% Expressions:        3
% Description:        Line graph
% x                       Height                   Height                   Height
0                         317.3859931902072        317.38470995749276       317.38158406459576
0.07522730407721549       316.59197969255746       316.58903549896706       316.5818615276259
0.15045460815443099       315.79796619490776       315.7933610404413        315.7821389906561
0.22568191223164646       315.003952697258         314.99768658191556       314.9824164536862
0.30090921630886197       314.2099391996083        314.20201212338986       314.1826939167164
0.3761365203860774        313.41592570195854       313.4063376648641        313.38297137974655
0.45136382446329293       313.3144630154135        313.3046508710004        313.2807388049227
0.5265911285405084        313.2130003288683        313.2029640771366        313.17850623009883
0.6018184326177238        313.11153764232324       313.10127728327285       313.0762736552749
0.6770457366949393        313.0100749557781        312.99959048940906       312.97404108045106
0.7522730407721547        312.908612269233         312.8979036955453        312.8718085056272
0.8414628486895734        315.20608210914895       315.2001786567947        315.18579669197703
0.9306526566069923        317.5035519490649        317.50245361804406       317.49978487832686
1.0198424645244106        319.80102178898085       319.8047285792934        319.81377306467664
1.1090322724418296        322.0984916288968        322.1070035405428        322.12776125102647
1.1982220803592483        324.39596146881274       324.40927850179213       324.4417494373763
1.2841419738045206        327.7591231046877        327.7794653901087        327.8290621338663
1.3700618672497924        331.1222847405626        331.1496522784253        331.21637483035624
1.4559817606950647        334.4854463764375        334.519839166742         334.6036875268462
1.541901654140337         337.8486080123124        337.89002605505857       337.9910002233362
1.6278215475856093        341.2117696481873        341.26021294337517       341.37831291982616
1.7137414410308818        345.17695663670384       345.2336981684255        345.3720310470784
1.7996613344761538        349.1421436252202        349.2071833934758        349.36574917433063
1.8855812279214264        353.10733061373674       353.18066861852617       353.3594673015828
1.9715011213666989        357.0725176022532        357.1541538435765        357.35318542883505
2.0574210148119714        361.03770459076964       361.1276390686268        361.3469035560873
2.1432748490220024        365.31652509186455       365.4154373937441        365.6566163752989
2.229128683232034         369.5953455929595        369.7032357188615        369.96632919451037
2.3149825174420653        373.8741660940544        373.9910340439788        374.27604201372196
2.4008363516520963        378.15298659514934       378.27883236909616       378.5857548329335
2.4866901858621278        382.43180709624426       382.5666306942135        382.89546765214504
2.572544020072159         387.28610790570025       387.431148319199         387.7848922917569
2.65839785428219          392.14040871515624       392.29566594418446       392.67431693136876
2.7442516884922212        396.99470952461223       397.16018356917          397.56374157098065
2.8301055227022522        401.8490103340682        402.02470119415545       402.4531662105925
2.9159593569122837        406.7033111435242        406.889218819141         407.3425908502044
3.001826516222438         414.2284631746804        414.4306600707628        414.9237457289494
3.0876936755325914        421.75361520583664       421.9721013223846        422.5049006076945
3.1735608348427458        429.2787672369928        429.51354257400646       430.08605548643953
3.2594279941528996        436.803919268149         437.05498382562826       437.6672103651846
3.345295153463054         444.3290712993052        444.5964250772501        445.24836524392964
3.4311623127732083        447.63523269640854       447.90961260852833       448.5789111798649
3.5170294720833613        450.9413940935117        451.2228001398065        451.9094571158002
3.602896631393515         454.247555490615         454.5359876710847        455.2400030517354
3.6887637907036686        457.5537168877182        457.84917520236286       458.5705489876707
3.7746309500138224        460.8598782848215        461.16236273364103       461.90109492360597
3.8604981093239767        465.3120500379737        465.6246356641214        466.38814993537414
3.946365268634131         469.76422179112575       470.0869085946017        470.8752049471423
4.032232427944284         474.2163935442779        474.5491815250821        475.36225995891056
4.11809958725444          478.66856529743          479.0114544555624        479.84931497067873
4.203966746564593         483.12073705058214       483.47372738604275       484.3363699824469
4.289833905874747         486.14680625468947       486.50658681727936       487.3862524402541
4.375701065184901         489.17287545879674       489.53944624851596       490.4361348980612
4.461568224495055         492.198944662904         492.57230567975256       493.4860173558684
4.547435383805209         495.22501386701134       495.60516511098916       496.53589981367554
4.633302543115362         498.2510830711186        498.63802454222576       499.5857822714827
4.719169702425517         502.2930748272136        502.6898034699713        503.6608472777846
4.805036861735671         506.33506658330856       506.74158239771685       507.73591228408645
4.890904021045825         510.3770583394035        510.79336132546234       511.81097729038834
4.976771180355979         514.4190500954985        514.8451402532079        515.8860422966902
5.062638339666132         518.4610418515934        518.8969191809534        519.9611073029921
5.148505498976287         522.3239589400932        522.7694357597704        523.8558433658096
5.23437265828644          526.186876028593         526.6419523385873        527.750579428627
5.320239817596594         530.0497931170929        530.5144689174043        531.6453154914444
5.406106976906747         533.9127102055927        534.3869854962213        535.5400515542618
5.491974136216902         537.7756272940925        538.2595020750383        539.4347876170792
5.5778412955270555        541.2651238185608        541.7580017465813        542.952746341145
5.663708454837209         544.7546203430289        545.2565014181241        546.4707050652108
5.749575614147363         548.2441168674973        548.755001089667         549.9886637892766
5.835442773457516         551.7336133919655        552.2535007612099        553.5066225133424
5.92130993276767          555.2231099164337        555.7520004327528        557.0245812374083
6.007177092077823         559.1800078620112        559.719328380592         561.013899439536
6.093044251387977         563.1369058075885        563.6866563284311        565.0032176416637
6.178911410698131         567.093803753166         567.6539842762702        568.9925358437913
6.264778570008285         571.0507016987433        571.6213122241094        572.981854045919
6.350645729318439         575.0075996443207        575.5886401719486        576.9711722480467
6.4365128886285925        578.474209073252         579.064346109529         580.4651571429413
6.522380047938746         581.9408185021833        582.5400520471094        583.9591420378358
6.608247207248901         585.4074279311146        586.0157579846898        587.4531269327304
6.694114366559055         588.8740373600459        589.4914639222702        590.9471118276249
6.779981525869209         592.3406467889772        592.9671698598506        594.4410967225194
6.865848685179363         596.5769564459687        597.2143377172029        598.7092383969651
