simulation_id,T2,T3,T8,T9,T10,T11,T12
C69,324.31399999999996,362.04999999999995,312.606,334.123,355.85299999999995,346.711,328.30699999999996
C80,306.341,324.75699999999995,305.55699999999996,314.376,322.35799999999995,320.115,312.967
C81,298.77,306.412,298.27,301.87899999999996,305.52599999999995,304.566,301.001
