phase,primary_mean_sensor_rmse_K,primary_pooled_rmse_K,side_mean_rmse_K,air_mean_rmse_K,felt_mean_rmse_K,axial_inversion_rmse_K
heating_training,101.95151228760315,141.22952787516138,130.86855567670398,105.6232364779012,11.528657930002602,50.02816027070154
heating_validation,76.30129450267532,97.46116849257268,93.96168127605408,89.96556634539814,9.655862339816068,36.34845892678043
cooling_training,44.42041386376554,52.494755857619225,45.56115796644494,70.60941279459993,14.809182624892934,0.42106125260486466
cooling_validation,37.25800000798033,40.43479109996714,46.02080201250417,39.20403383937836,9.023560163010783,2.529421894828772
