tube_flange_contact_h_W_m2_K,objective,side_rmse_K,felt_rmse_K
0.0,0.9117963778919754,49.368827945715935,14.422541836794267
25.0,0.8945313341738873,48.74736471557358,14.424857831687028
100.0,0.8766355549969214,48.113069859747874,14.425970339084092
400.0,0.8588171823153514,47.48694469663687,14.427410593339964
