simulation_id,primary_history_rms_K,primary_history_max_abs_K,T3_history_rms_K
E69,17.871385370106132,43.37153051005998,39.500841849809525
E74,17.56555604146062,42.446400721864734,38.66997223728649
E79,14.059294240880993,33.57459369017624,31.13888622365168
C69,5.946094930845325,42.51161585096838,12.124314962021415
C81,8.001278613086283,35.30231459368781,9.052778958581834
