stage,nu_prefactor,reynolds_exponent,objective,effectiveness_rmse,log_Nu_rmse,effectiveness_min,effectiveness_max
anchor_C,0.0003693432,1.54346,0.591081035823,0.016564217522740128,0.13397682620012547,0.6183702190702284,0.7544426049596923
anchor_C,0.000365,1.54346,0.6338856696946346,0.01738337323800156,0.13977340323111373,0.6151712686010358,0.7510435692278151
anchor_C,0.0003693432,1.53,0.8627447745020053,0.024238470256535083,0.15908492920282197,0.6071228704772318,0.7365412535208712
anchor_C,0.000365,1.53,0.9568651127113842,0.026690641339358147,0.1667087207371733,0.6039412515145053,0.7331313406888753
training_complete_C,0.0003693432,1.54346,0.6918592203990029,0.029378844982463032,0.12031481374813742,0.6087011403316949,0.7544426049596923
training_complete_C,0.000365,1.54346,0.7371958591982831,0.029513886240257223,0.12716480489489299,0.6055224541432835,0.7510435692278151
