variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
per_irradiance_power_fit,E76,2.74,1110.6649895310609,296.4675,1110.6649879510933,16.94034315213524,591.4404089856305,20.06030906158114,0.9999999980594785,78.92869835571913
per_irradiance_power_fit,E76,8.220000000000002,1122.3101822315155,1110.6649879510933,1122.3101782479557,9.64896248325321,475.2930099039188,14.888228293740504,0.9999996579224235,1.2223534604527115
per_irradiance_power_fit,E76,13.700000000000001,1113.7407768578514,1122.3101782479557,1113.740813015516,8.013979218810265,395.1800115645746,12.375819488055274,0.9999957806078815,-0.8997077582614639
per_irradiance_power_fit,E76,19.180000000000003,1098.008771574986,1113.740813015516,1098.0090922041302,7.0406372364203165,344.24373545553544,10.800924905784063,0.9999796193554849,-1.648591811554872
per_irradiance_power_fit,E76,24.66,1079.8523603235383,1098.0090922041302,1079.8534984469425,6.3671595097105635,307.61398387866546,9.67741590405841,0.9999373167257358,-1.897531235749394
per_irradiance_power_fit,E76,30.14,1060.985194462479,1079.8534984469425,1060.9879687130087,5.865920976683119,279.67946306899887,8.824858124057672,0.9998529676789195,-1.9658648545786794
per_irradiance_power_fit,E76,35.620000000000005,1042.021572757987,1060.9879687130087,1042.0270283938805,5.477285037361223,257.6074182108223,8.153774875090788,0.9997123525256812,-1.9696602876039055
per_irradiance_power_fit,E76,41.1,1023.1764022053756,1042.0270283938805,1023.1857211165141,5.168192221259961,239.7334142150708,7.612255620637342,0.999505644478582,-1.9510034989986942
per_irradiance_power_fit,E76,46.580000000000005,1004.5195777294998,1023.1857211165141,1004.5339790426302,4.918125800962292,224.98644038318537,7.167147255784761,0.9992284794543911,-1.9251351652471698
per_irradiance_power_fit,E76,52.06,986.0683776034216,1004.5339790426302,986.0890292597006,4.71333447536022,212.63420229558966,6.795869375196717,0.9988816147501582,-1.8975681649110538
per_irradiance_power_fit,E76,57.54,967.820986065941,986.0890292597006,967.8489408861268,4.544090735606492,202.15361886045184,6.48231889656748,0.9984697419483151,-1.8702939759745727
per_irradiance_power_fit,E76,63.02,949.7686272192766,967.8489408861268,949.8047877574106,4.403240005856821,193.15852045296697,6.214610565188181,0.9980000049335259,-1.8440311965804739
per_irradiance_power_fit,E76,68.50000000000001,931.8999354249404,949.8047877574106,931.9450448026272,4.285365135675163,185.3564224101548,5.983736879254748,0.9974806059916518,-1.819039640027494
per_irradiance_power_fit,E76,73.98000000000002,914.2025143474706,931.9450448026272,914.2571667170093,4.186272404256205,178.52126336025142,5.782727314782672,0.9969196970140792,-1.7954147265385814
per_irradiance_power_fit,E76,79.46000000000002,896.663484244468,914.2571667170093,896.7281478715386,4.102658350961379,172.4754471174959,5.6060963009374865,0.9963246109976424,-1.773193548524066
per_irradiance_power_fit,E76,84.94000000000001,879.269671234179,896.7281478715386,879.3447181648178,4.031884545445335,167.07757573280364,5.449466917176225,0.9957014044124467,-1.7523926353857386
per_irradiance_power_fit,E76,90.42000000000002,862.0076757456418,879.3447181648178,862.0934136039148,3.9718200032344657,162.21380977800143,5.3093061901891545,0.9950546433353511,-1.7330209132218255
per_irradiance_power_fit,E76,95.90000000000002,844.8639058907031,862.0934136039148,844.9606089325916,3.9207277426657217,157.79162382215492,5.182733898693115,0.9943873589717023,-1.715083650246296
per_irradiance_power_fit,E76,101.38000000000001,827.824606365615,844.9606089325916,827.9325442155284,3.87718114393569,153.73519311820527,5.06738134477047,0.9937011068076352,-1.6985831456129594
per_irradiance_power_fit,E76,106.86000000000001,810.875893384163,827.9325442155284,810.9953568325485,3.8400010230431914,149.98192155143093,4.961285031403921,0.9929960782121484,-1.683518279066642
per_irradiance_power_fit,E76,112.34,794.0037987875933,810.9953568325485,794.1351226626911,3.808207470105724,146.47978707818072,4.862805313093808,0.992271228173997,-1.6698837116207492
per_irradiance_power_fit,E76,117.82000000000002,777.1943237685795,794.1351226626911,777.3379072816768,3.78098244269819,143.18528488942042,4.770563288589974,0.991524395396295,-1.6576690387946762
per_irradiance_power_fit,E76,123.30000000000003,760.4335016364563,777.3379072816768,760.5898268113306,3.757640344047596,140.06181551791457,4.683391263893098,0.9907524004005173,-1.6468580148882872
per_irradiance_power_fit,E76,128.78,743.7074686573949,760.5898268113306,743.8771175538328,3.737604628981615,137.07840938388796,4.60029347318028,0.9899511137667476,-1.6374278966528253
per_irradiance_power_fit,E76,134.26000000000002,727.0025418279055,743.8771175538328,727.1862133045298,3.72038902722915,134.20870923841025,4.520414664598276,0.9891154906880341,-1.6293489271364254
