variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
per_irradiance_power_fit,E80,2.74,664.2456399072178,296.5685,664.2456347958865,28.4093901683459,741.139268858018,18.091255892010288,0.9999999860983165,49.52557651203348
per_irradiance_power_fit,E80,8.220000000000002,669.4057525542916,664.2456347958865,669.4057297427546,15.631809986378466,524.4645559471111,12.329203545344495,0.9999955792603991,0.7217231275940001
per_irradiance_power_fit,E80,13.700000000000001,666.3710875434389,669.4057297427546,666.371260824808,12.376141630710011,415.7257630801044,9.770687399607656,0.9999428989127089,-0.4245182082679822
per_irradiance_power_fit,E80,19.180000000000003,660.4067386234619,666.371260824808,660.408388657554,10.419615657274202,348.2470047069287,8.192788281354574,0.999723358546343,-0.8333797925276364
per_irradiance_power_fit,E80,24.66,653.4360987497732,660.408388657554,653.4419461320834,9.062341771073546,300.6800138504686,7.083704894746079,0.999161339762472,-0.9722701859506799
per_irradiance_power_fit,E80,30.14,646.1538744876111,653.4419461320834,646.167895939634,8.053043850735346,265.0259957251121,6.253405825153199,0.9980761094694353,-1.0136311847775785
per_irradiance_power_fit,E80,35.620000000000005,638.8077890532132,646.167895939634,638.8347753163862,7.272387542033455,237.31810385441224,5.608501769064474,0.9963334414038535,-1.0202454020091687
per_irradiance_power_fit,E80,41.1,631.483485765983,638.8347753163862,631.5285144094437,6.653467992655279,215.26288239543115,5.09533221722747,0.9938747286238796,-1.0149008857401751
per_irradiance_power_fit,E80,46.580000000000005,624.2078021361312,631.5285144094437,624.2757396936836,6.154488634743468,197.4010731821748,4.679873895301031,0.9907198159119,-1.005892002694349
per_irradiance_power_fit,E80,52.06,616.9861206282529,624.2757396936836,617.0812408184112,5.747343460530757,182.74188114771982,4.339065317717346,0.9869512810882912,-0.9962635961966975
per_irradiance_power_fit,E80,57.54,609.8158597907283,617.0812408184112,609.9416182251332,5.412127387954677,170.58055203395332,4.056513142127721,0.9826907310262598,-0.9871512329303765
per_irradiance_power_fit,E80,63.02,602.6913425892412,609.9416182251332,602.8503018564628,5.134202309267736,160.398168059281,3.820146777466045,0.978075417376599,-0.9789894782562205
per_irradiance_power_fit,E80,68.50000000000001,595.6055526523563,602.8503018564628,595.7994239541352,4.902495786758123,151.8024414220113,3.6208376917166762,0.9732397497391644,-0.9719517407372713
per_irradiance_power_fit,E80,73.98000000000002,588.5507692038976,595.7994239541352,588.7805288563005,4.7084494941115205,144.49066265061347,3.4515374059521675,0.9683031320542101,-0.966112628249844
per_irradiance_power_fit,E80,79.46000000000002,581.518798759733,588.7805288563005,581.784842354952,4.545335407158093,138.22540918666223,3.3067131975872774,0.9633636073385923,-0.9615093317129005
per_irradiance_power_fit,E80,84.94000000000001,574.5010619905394,581.784842354952,574.8033684403093,4.407792501583521,132.81799777713437,3.1819640500192437,0.9584959410298771,-0.9581656310762858
per_irradiance_power_fit,E80,90.42000000000002,567.4886284490934,574.8033684403093,567.8269159266533,4.291502098795613,128.1168472175187,3.0737507089013114,0.9537526312669872,-0.9561016158403531
per_irradiance_power_fit,E80,95.90000000000002,560.4722323540077,567.8269159266533,560.8460962626522,4.1929539169520895,123.99907333732318,2.979200759471866,0.9491665542165542,-0.955337658320666
per_irradiance_power_fit,E80,101.38000000000001,553.4422814007352,560.8460962626522,553.8513103837943,4.109273488930507,120.36428101119279,2.895964651479783,0.9447542934706457,-0.955895908969941
per_irradiance_power_fit,E80,106.86000000000001,546.3888630946208,553.8513103837943,546.8327329459987,4.038092308734349,117.12989146667523,2.822107302313786,0.9405195327782209,-0.9578006406423891
per_irradiance_power_fit,E80,112.34,539.3017505184305,546.8327329459987,539.7802980920966,3.9774484752278076,114.22756847911415,2.7560251523016888,0.9364561558510248,-0.96107802542609
per_irradiance_power_fit,E80,117.82000000000002,532.1704085797716,539.7802980920966,532.6836888947438,3.9257095760340435,111.60044759619993,2.6963818131179957,0.9325508847216577,-0.9657556239063583
per_irradiance_power_fit,E80,123.30000000000003,524.9840015016266,532.6836888947438,525.5323315923163,3.881512096204137,109.20096286630545,2.6420575478431174,0.92878540871934,-0.9718617300760584
per_irradiance_power_fit,E80,128.78,517.7314022258578,525.5323315923163,518.315395198948,3.8437133070559297,106.98912517661756,2.5921092047499092,0.9251380257843183,-0.9794246468140618
per_irradiance_power_fit,E80,134.26000000000002,510.4012043592889,518.315395198948,511.0217968016754,3.811352716040939,104.93114663388727,2.545738161813457,0.9215848524555857,-0.9884719299274022
