simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
E73,1.6949999999999998,0.9375,1346.4280375298192,296.981,426.8645499967815
E73,1.6949999999999998,2.8125,1340.901644467571,1117.1175927722174,356.63804555513144
E73,1.6949999999999998,4.6875,1327.5136173224748,1274.9019245304555,308.5144415406179
E73,1.6949999999999998,6.5625,1308.1308742961958,1309.1076507396988,276.4735510785495
E73,1.6949999999999998,8.4375,1285.1547531779245,1308.5121792683437,253.24411292486585
E73,1.6949999999999998,10.312499999999998,1260.4623071059646,1295.0150660116253,235.31062256761945
E73,1.6949999999999998,12.1875,1235.3792545678825,1275.9489447055753,220.85214285090098
E73,1.6949999999999998,14.062499999999998,1210.788249504559,1254.4567399136834,208.8363859500696
E73,1.6949999999999998,17.772727272727273,1164.0166013929145,1232.155062451919,190.71790906605105
E73,1.6949999999999998,23.31818181818182,1106.7407948792695,1173.8460942321149,170.3757428796445
E73,1.6949999999999998,28.863636363636363,1060.44924421873,1118.5392272446197,157.2344554853641
E73,1.6949999999999998,34.40909090909091,1021.9741664372184,1072.0419026422842,153.04941752838886
E73,1.6949999999999998,39.95454545454545,988.4165753590473,1032.338309060939,149.36935917932524
E73,1.6949999999999998,45.5,957.725770147869,997.8076118465045,146.0343532691963
E73,1.6949999999999998,51.04545454545455,928.5607394367646,966.5523779337019,142.89314840489942
E73,1.6949999999999998,56.59090909090909,900.0900108004469,937.1640900656379,139.8364590174071
E73,1.6949999999999998,62.13636363636364,871.825291577883,908.718231271786,136.7923000426291
E73,1.6949999999999998,67.68181818181819,843.5042853040508,880.6496347582162,133.7161145389098
E73,1.6949999999999998,73.22727272727273,815.0135039835025,852.639652936224,130.5824904171751
E73,1.6949999999999998,78.77272727272727,786.3386164145976,824.534740293158,127.3793137281253
E73,1.6949999999999998,84.31818181818181,757.532321280654,796.2917380530022,124.1038845586373
E73,1.6949999999999998,89.86363636363637,728.6928395361781,767.9417462816921,120.76036843744127
E73,1.6949999999999998,95.40909090909092,699.9486263878819,739.5658798813147,117.35807814016
E73,1.6949999999999998,100.95454545454547,671.4466877867333,711.2782732289672,113.91023621018279
E73,1.6949999999999998,106.50000000000001,643.3430863266693,683.2134249799615,110.43299822146722
E73,1.6949999999999998,112.04545454545456,615.7949859053541,655.516216871334,106.94461270070005
E73,1.6949999999999998,117.59090909090911,588.9540232628966,628.333762576087,103.4646594686392
E73,1.6949999999999998,123.13636363636364,562.960969883021,601.8087353060861,100.01334760744977
E73,1.6949999999999998,128.6818181818182,537.9415701068762,576.0740540292879,96.61086656388386
E73,1.6949999999999998,134.22727272727275,514.0030977671574,551.2488090778775,93.27676395855075
E73,5.084999999999999,0.9375,1324.866585754919,296.981,423.8397812307603
E73,5.084999999999999,2.8125,1320.0940129625144,1098.9453424143371,353.8307747971
E73,5.084999999999999,4.6875,1307.9585379527412,1254.5295171720588,306.18121097485704
E73,5.084999999999999,6.5625,1290.1361374597989,1289.1870772137254,274.49010826686634
E73,5.084999999999999,8.4375,1268.879407590296,1289.7643456103222,251.53542743891634
E73,5.084999999999999,10.312499999999998,1245.9524931345607,1277.7219230154005,233.83007142028944
E73,5.084999999999999,12.1875,1222.5970846474902,1260.2265822445424,219.5666767685888
E73,5.084999999999999,14.062499999999998,1199.6366727105776,1240.327896108118,207.71982536901186
E73,5.084999999999999,17.772727272727273,1155.8590038229713,1219.579765652733,189.83128985680983
E73,5.084999999999999,23.31818181818182,1101.6623485374103,1165.0829349167109,169.7775604154015
E73,5.084999999999999,28.863636363636363,1057.3383749726847,1112.830375862995,156.80409620812327
E73,5.084999999999999,34.40909090909091,1020.0677876238235,1068.4184433930861,152.7740090380895
E73,5.084999999999999,39.95454545454545,987.2358217281927,1030.0691260898088,149.19436299125647
E73,5.084999999999999,45.5,956.9804539929361,996.3799977118715,145.92225964364977
E73,5.084999999999999,51.04545454545455,928.0777056071136,965.6391563070232,142.81995278705952
