simulation_id,z_mm,Tperim_K,Tcore_K,Trear_K,Tgas_in_K,Tgas_out_K,h_W_m2K,Qgas_W,Qcore_source_W,Qperim_source_W
E76,2.74,1152.4394258596928,1309.0814620226838,612.0703514116348,783.5959779466062,1308.8168532676448,241.75872071917547,54.96583158879663,62.8372655130554,95.36753600000002
E76,8.220000000000002,1137.6142496422976,1298.6070671402142,612.04763009744,1308.8168532676448,1298.9568744006135,111.48266375841777,-1.071171235196869,10.640912392337906,0.0
E76,13.700000000000001,1120.687770703254,1262.883061427077,611.9807744346383,1298.9568744006135,1266.765633609701,73.4375301463057,-3.4868475709768756,3.1870834876226777,0.0
E76,19.180000000000003,1102.0975740576612,1222.4046028617295,611.8532902064965,1266.765633609701,1230.6126473936263,55.3192032151646,-3.897175531793399,0.9545705088589125,0.0
E76,24.66,1082.3560178089251,1182.9346412345885,611.6532574833684,1230.6126473936263,1195.0920946588806,44.57294065309558,-3.8093033285251545,0.28590554967320797,0.0
E76,30.14,1061.918135544148,1145.7606966689414,611.3725662500556,1195.0920946588806,1161.3358859290613,37.41116390804352,-3.6015234907411213,0.08563221110995026,0.0
E76,35.620000000000005,1041.1614579704146,1110.9726397680802,611.006343797745,1161.3358859290613,1129.5073352645702,32.27437894403078,-3.3787747998485393,0.0256478952156074,0.0
E76,41.1,1020.3940094182266,1078.3994326344477,610.5525451355455,1129.5073352645702,1099.5153349237878,28.398197775348983,-3.1681571640464923,0.007681858502359072,0.0
E76,46.580000000000005,999.8669711829626,1047.8545177884819,610.0116310269493,1099.5153349237878,1071.224611093653,25.362634200602816,-2.9740868784728236,0.002300810633940707,0.0
E76,52.06,979.7861769071288,1019.1879365700689,609.3862889369053,1071.224611093653,1044.5133623369604,22.917270375017758,-2.79487544011565,0.0006891209427547953,0.0
E76,57.54,960.3214634376416,992.2885252882354,608.6811754523599,1044.5133623369604,1019.2845687837015,20.9032605291418,-2.627705272733135,0.00020640015598758575,0.0
E76,63.02,941.6140937171183,967.0757740612997,607.9026705920429,1019.2845687837015,995.4641605603657,19.214823033140796,-2.4700119929530713,6.181937269443597e-5,0.0
E76,68.50000000000001,923.7826668074763,943.491490421107,607.058639889447,995.4641605603657,972.9963611826328,17.778691640413676,-2.319762968502047,1.8515658682755147e-5,0.0
E76,73.98000000000002,906.9278870278114,921.4933911002583,606.1582025831516,972.9963611826328,951.8392537307967,16.54245012745371,-2.175416868452585,5.545666374695263e-6,0.0
E76,79.46000000000002,891.1364806510007,901.0507439646959,605.2115052648369,951.8392537307967,931.9613337713702,15.467566635225865,-2.035808050788707,1.6609949484578282e-6,0.0
E76,84.94000000000001,876.4844719960977,882.1418108272313,604.2295005798945,931.9613337713702,913.3391382748156,14.525055915129874,-1.9000264486248502,4.974883147300802e-7,0.0
E76,90.42000000000002,863.039967572339,864.7528954721715,603.223730300225,913.3391382748156,895.9558872080418,13.69268119651302,-1.7673080763683475,1.4900383864668972e-7,0.0
E76,95.90000000000002,850.8655435796804,848.8789773725272,602.2061113474678,895.9558872080418,879.8010976835666,12.953095159024395,-1.636932982688851,4.46284732205112e-8,0.0
E76,101.38000000000001,840.0202823390355,834.5261639138323,601.1887220536282,879.8010976835666,864.8712282845204,12.29257476980693,-1.5081200334800429,1.3366773903835483e-8,0.0
E76,106.86000000000001,830.5614491943323,821.7165587525119,600.1835838655144,864.8712282845204,851.171568483473,11.70014491449447,-1.3799021369108575,4.003512370083511e-9,0.0
E76,112.34,822.5457322666,810.4967068230443,599.2024303587473,851.171568483473,838.7198289218396,11.166966378097843,-1.2509573592591312,1.1991009508145086e-9,0.0
E76,117.82000000000002,816.0298668823846,800.951687490014,598.2564499728319,838.7198289218396,827.5522687686735,10.685912633333801,-1.1193575267427267,3.591454096629321e-10,0.0
E76,123.30000000000003,811.0703085461317,793.2284485103511,597.3559798058064,827.5522687686735,817.7338183089404,10.2512918854505,-0.9821716239381532,1.075684455043922e-10,0.0
E76,128.78,807.7213598279033,787.5745748050391,596.5101124683657,817.7338183089404,809.3747014996582,9.858694553523543,-0.8348180352683913,3.2218065877804435e-11,0.0
E76,134.26000000000002,806.0307240227253,784.403237429123,595.7261517158596,809.3747014996582,802.6578733888961,9.504967813148452,-0.6699807121063652,9.649705023060443e-12,0.0
