variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
baseline_front_source,E80,heating,2.74,687.9160235159144,296.5685,684.6455445922913,7.385312061398718,196.4197749635434,4.78465953816789,0.9916430315075442,52.38222384762763
baseline_front_source,E80,heating,8.220000000000002,679.7243665623101,684.6455445922913,679.7815237401751,5.572841084365825,190.16691713226788,4.455498238523508,0.9883854683743021,-0.6825994384951959
baseline_front_source,E80,heating,13.700000000000001,671.876192204332,679.7815237401751,672.0254235948338,4.993028648476215,169.20104191247606,3.9697946310390573,0.9811226904494621,-1.0869516091818334
baseline_front_source,E80,heating,19.180000000000003,664.1311524247137,672.0254235948338,664.3329639971588,4.643493507898688,156.01213965801563,3.666558154668627,0.9744356929099544,-1.076209566598845
baseline_front_source,E80,heating,24.66,656.4810892714171,664.3329639971588,656.7293902312467,4.404548363965303,146.7165129847879,3.453866042718275,0.9683768566740345,-1.061996485359397
baseline_front_source,E80,heating,30.14,648.9199121131882,656.7293902312467,649.2094104668286,4.2312560859362875,139.73502053361926,3.294943808239677,0.962929871975575,-1.04859004741039
baseline_front_source,E80,heating,35.620000000000005,641.4412506284399,649.2094104668286,641.7670861549827,4.101241417744027,134.2768706920519,3.171395852030576,0.9580549920030464,-1.0360749123311268
baseline_front_source,E80,heating,41.1,634.0384392310835,641.7670861549827,634.3962963142665,4.001557669395774,129.88332854185833,3.072555386364011,0.9536973176926548,-1.0244706645095432
baseline_front_source,E80,heating,46.580000000000005,626.7045373999894,634.3962963142665,627.0907027119412,3.923981142132139,126.26264991426982,2.991639216730898,0.9497949277589774,-1.0138016657409614
baseline_front_source,E80,heating,52.06,619.4323437994933,627.0907027119412,619.8437134582089,3.8629536663735813,123.21759930613248,2.9240607753868986,0.946284881210396,-1.0040972420398415
baseline_front_source,E80,heating,57.54,612.2144026900734,619.8437134582089,612.6484570889945,3.8145526221414356,120.6090194840722,2.866582918986231,0.9431069971963896,-0.9953901974662609
baseline_front_source,E80,heating,63.02,605.043003957912,612.6484570889945,605.4977650910996,3.7759219081045936,118.33563098456075,2.8168484871352444,0.9402059120804938,-0.987715624897018
baseline_front_source,E80,heating,68.50000000000001,597.9101787424846,605.4977650910996,598.384160428794,3.7449332027054654,116.32196973236059,2.773100131210204,0.9375319548889466,-0.9811100644437082
baseline_front_source,E80,heating,73.98000000000002,590.8076925015837,598.384160428794,591.2998501914535,3.719972289601363,114.51076032641998,2.7340032243678314,0.9350412758823631,-0.9756109282185913
baseline_front_source,E80,heating,79.46000000000002,583.7270369427313,591.2998501914535,584.2367210542945,3.699797972318679,112.8578727082467,2.698528763938614,0.93269553931634,-0.9712561097183934
baseline_front_source,E80,heating,84.94000000000001,576.6594218382721,584.2367210542945,577.1863367065977,3.6834454595776025,111.3288663058683,2.6658731158772038,0.9304613882461792,-0.9680837123703513
baseline_front_source,E80,heating,90.42000000000002,569.5957674284808,577.1863367065977,570.1399367598593,3.6701582326382067,109.89655341694612,2.635401401943976,0.9283098129481163,-0.9661318470040262
baseline_front_source,E80,heating,95.90000000000002,562.5266979147526,570.1399367598593,563.088436923046,3.6593388390616743,108.53924109325489,2.6066066201640647,0.9262155017434763,-0.9654384601306686
baseline_front_source,E80,heating,101.38000000000001,555.4425364306837,563.088436923046,556.0224304400695,3.650512655620525,107.23943844916317,2.579079555429796,0.9241562180981806,-0.9660411646000772
baseline_front_source,E80,heating,106.86000000000001,548.3333018256318,556.0224304400695,548.9321909402715,3.643300769959835,105.9828913107981,2.552486278445541,0.9221122256278488,-0.9679770517801173
baseline_front_source,E80,heating,112.34,541.1887075787602,548.9321909402715,541.8076769666131,3.6373994140733856,104.75785195836333,2.526551094783818,0.9200657689884698,-0.9712824704501654
baseline_front_source,E80,heating,117.82000000000002,533.9981631667557,541.8076769666131,534.638538529739,3.632564192050731,103.55452071156118,2.501043478268014,0.9180006106148372,-0.9759927620342957
baseline_front_source,E80,heating,123.30000000000003,526.7507782269493,534.638538529739,527.4141260994307,3.628597870720242,102.36461501459782,2.4757679611193804,0.9159016188350873,-0.9821419447891526
baseline_front_source,E80,heating,128.78,519.435369882701,527.4141260994307,520.1235024945521,3.625340853133668,101.18103433465986,2.450556246587794,0.9137544006660825,-0.9897623416620834
baseline_front_source,E80,heating,134.26000000000002,512.0404736194042,520.1235024945521,512.755458167456,3.6226636950094733,99.99759786012596,2.425261010713863,0.911544971681331,-0.9988841487555444
