variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
baseline_front_source,E67,heating,2.74,678.2153167633412,296.33849999999995,649.926012180043,9.377977771812327,247.4236176151411,2.6026142840994,0.9259203404305381,110.52488476069456
baseline_front_source,E67,heating,8.220000000000002,670.1298777292857,649.926012180043,667.9826881488239,6.628351447156479,220.6974146316782,2.2417141347563727,0.893723823531267,5.845028443551928
baseline_front_source,E67,heating,13.700000000000001,665.9430522507959,667.9826881488239,666.2338051757804,5.724015596393534,192.07647936962377,1.948052738065778,0.8574486136150113,-0.566977774866439
baseline_front_source,E67,heating,19.180000000000003,662.0944852547602,666.2338051757804,662.8062152204371,5.186241096464224,173.48670039295396,1.7605882052561277,0.8280563041134671,-1.1105268655989275
baseline_front_source,E67,heating,24.66,658.278849947663,662.8062152204371,659.1652305833825,4.81957518033003,160.5657058958436,1.630748962012841,0.8042171147422514,-1.1787354297265518
baseline_front_source,E67,heating,30.14,654.4531478940438,659.1652305833825,655.4677235848932,4.554066328753269,151.0802562900546,1.5356595083473181,0.7846863568109984,-1.196061726407718
baseline_front_source,E67,heating,35.620000000000005,650.6023988524624,655.4677235848932,651.7283713783536,4.355165649471978,143.86168134915766,1.4634863324330292,0.768571968406178,-1.208605712468527
baseline_front_source,E67,heating,41.1,646.7142725972573,651.7283713783536,647.9417158272345,4.202904799980065,138.2260394742734,1.407320369472353,0.7552016257428308,-1.2228818565368853
baseline_front_source,E67,heating,46.580000000000005,642.7755290016864,647.9417158272345,644.0978325766195,4.084602835439162,133.73727502175902,1.3627595103208203,0.7440465047849456,-1.2403242812032353
baseline_front_source,E67,heating,52.06,638.7712596745863,644.0978325766195,640.1844998688017,3.991691758303607,130.10003539133993,1.3268229705577326,0.734681150486832,-1.2616619767307697
baseline_front_source,E67,heating,57.54,634.6845281941926,640.1844998688017,636.187343510768,3.9181280097773805,127.10538708088059,1.297402715463185,0.7267594443234598,-1.2875737109086745
baseline_front_source,E67,heating,63.02,630.4960514089262,636.187343510768,632.089623920672,3.859514446984267,124.60065586056393,1.272958946739638,0.7199981158531509,-1.3188031488617697
baseline_front_source,E67,heating,68.50000000000001,626.1838608757524,632.089623920672,627.8719386805441,3.8125773561369063,122.47139961815253,1.2523381734423529,0.7141643184882255,-1.3561853132940183
baseline_front_source,E67,heating,73.98000000000002,621.7229329114056,627.8719386805441,623.5118891925092,3.774836395293888,120.62999289853066,1.2346580385835115,0.7090657663581454,-1.4006571464022515
baseline_front_source,E67,heating,79.46000000000002,617.0847856463732,623.5118891925092,618.9837203122289,3.744386595110422,119.0080569685519,1.2192309506354528,0.7045426991763217,-1.4532649867023641
baseline_front_source,E67,heating,84.94000000000001,612.237044755782,618.9837203122289,614.2579354967208,3.719749055449257,117.55124830591735,1.2055114983261794,0.7004612532452681,-1.5151709658808485
baseline_front_source,E67,heating,90.42000000000002,607.142982128405,614.2579354967208,609.3008909053168,3.6997656639772614,116.21555760535863,1.1930590836335144,0.6967079522233639,-1.5876579892333447
baseline_front_source,E67,heating,95.90000000000002,601.7610349504947,609.3008909053168,604.0743751129604,3.6835230798947114,114.96461140805543,1.1815106397816226,0.6931850984518866,-1.6721322175016293
baseline_front_source,E67,heating,101.38000000000001,596.0443169693959,604.0743751129604,598.5351857153477,3.670296776702252,113.76765929504982,1.1705602251412695,0.6898068854024497,-1.7701215266618342
baseline_front_source,E67,heating,106.86000000000001,589.9401393425475,598.5351857153477,592.6347200764067,3.659509190191605,112.59804183761239,1.1599434137366154,0.6864960796038941,-1.8832680088484095
baseline_front_source,E67,heating,112.34,583.3895656918405,592.6347200764067,586.3186049462819,3.6506980004540415,111.43200336322592,1.149425094199554,0.6831811419687004,-2.0133121325813876
baseline_front_source,E67,heating,117.82000000000002,576.327034939692,586.3186049462819,579.5263988439765,3.643491827842342,110.24775753017657,1.1387897279940251,0.6797936758513036,-2.162065704846092
baseline_front_source,E67,heating,123.30000000000003,568.6800962449857,579.5263988439765,572.1914120507491,3.6375914366749793,109.02474282350585,1.1278334069559897,0.6762661032442365,-2.331370310595491
baseline_front_source,E67,heating,128.78,560.3693127021835,572.1914120507491,564.2407017034577,3.6327550841804324,107.7430251574291,1.116357248363881,0.6725294816826279,-2.523037523607812
baseline_front_source,E67,heating,134.26000000000002,551.3084038464953,564.2407017034577,555.595313376783,3.628787024047542,106.38281919164429,1.1041618080253375,0.6685113830733715,-2.7387670114797626
