variant,simulation_id,phase,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W
baseline_front_source,C80,cooling,2.74,307.4757091774922,295.681,307.1493196701213,8.174317195024177,144.03600292845508,3.5873148590769266,0.9723274645894835,1.5140254080562245
baseline_front_source,C80,cooling,8.220000000000002,308.0236893695611,307.1493196701213,307.969404741534,6.224409657425262,111.62116416092205,2.779262189850412,0.9379157030923204,0.10829483492252498
baseline_front_source,C80,cooling,13.700000000000001,308.60531879325043,307.969404741534,308.5496787541709,5.445167274451608,97.84472277912496,2.4361603459783865,0.9125038376973221,0.07662958392177405
baseline_front_source,C80,cooling,19.180000000000003,309.2099863801746,308.5496787541709,309.1389670089342,4.975474021655476,89.55725154857002,2.22975315223456,0.8924450234351762,0.0778222108253559
baseline_front_source,C80,cooling,24.66,309.8385889750083,309.1389670089342,309.7520392163914,4.655226118066363,83.9394124545229,2.0898206480248143,0.8762906786609822,0.08096556421413528
baseline_front_source,C80,cooling,30.14,310.49273410140523,309.7520392163914,310.3914256033829,4.423682378523931,79.90918333025242,1.989418481990603,0.8632250605856157,0.08444340527072888
baseline_front_source,C80,cooling,35.620000000000005,311.1741770621747,310.3914256033829,311.05885657613675,4.250547503208379,76.9265806930076,1.9151001364296543,0.8526729209601959,0.08815016046429044
baseline_front_source,C80,cooling,41.1,311.88478616847794,311.05885657613675,311.756093594581,4.118276124010503,74.67908230627822,1.8590831185325156,0.8441845708274389,0.09208998689378183
baseline_front_source,C80,cooling,46.580000000000005,312.62654645001015,311.756093594581,312.48500586364685,4.015721687515816,72.96830419199935,1.8164270943269505,0.8373943109262332,0.09627717777885006
baseline_front_source,C80,cooling,52.06,313.4015671383785,312.48500586364685,313.24758582287376,3.935354485816833,71.66035476269707,1.7837976552011292,0.8320010677411451,0.1007280813686746
baseline_front_source,C80,cooling,57.54,314.2120901659677,313.24758582287376,314.0459606458016,3.871866365238619,70.66094821206858,1.7588466091935173,0.8277565867321723,0.10546057548249524
baseline_front_source,C80,cooling,63.02,315.06049951992316,314.0459606458016,314.88240396148046,3.821398516303798,69.9016401519249,1.7398692256091817,0.824456644308601,0.11049409859812429
baseline_front_source,C80,cooling,68.50000000000001,315.9493314696151,314.88240396148046,315.7593477666058,3.7810810922820095,69.33162666616772,1.7256000142547598,0.8219338225317199,0.11584967705509
baseline_front_source,C80,cooling,73.98000000000002,316.88128569116947,315.7593477666058,316.6793944925261,3.748742466420226,68.9125682260053,1.7150838271357853,0.8200513644978566,0.12154994785270089
baseline_front_source,C80,cooling,79.46000000000002,317.85923732579784,316.6793944925261,317.64532937436707,3.7227171141784097,68.61517124403436,1.7075907274595419,0.8186979270471367,0.12761920127020937
baseline_front_source,C80,cooling,84.94000000000001,318.8862500310022,317.64532937436707,318.66013335107544,3.701714007639969,68.41684751508336,1.702557699230831,0.8177831284234842,0.13408345415375128
baseline_front_source,C80,cooling,90.42000000000002,319.96559010674866,318.66013335107544,319.72699674190295,3.684723815309376,68.30006461504598,1.6995475622831677,0.8172338043302715,0.14097055616455612
baseline_front_source,C80,cooling,95.90000000000002,321.10074179988817,319.72699674190295,320.84933393501706,3.670951913506928,68.25115577261099,1.6982193282890499,0.8169908867662372,0.14831032779226302
baseline_front_source,C80,cooling,101.38000000000001,322.29542390795893,320.84933393501706,322.0307993068174,3.659769096415233,68.25944476307195,1.6983064005397954,0.8170068210879048,0.15613472799473718
baseline_front_source,C80,cooling,106.86000000000001,323.5536078211841,322.0307993068174,323.27530457711094,3.650674733989522,68.31659238533713,1.6996002905376046,0.8172434410186741,0.1644780498349209
baseline_front_source,C80,cooling,112.34,324.8795371573053,323.27530457711094,324.58703779720224,3.6432688731898097,68.41610219076598,1.701938299048398,0.8176702282984178,0.17337714321652883
baseline_front_source,C80,cooling,117.82000000000002,326.27774916198933,324.58703779720224,325.9704841682613,3.637230880875234,68.55294276968299,1.7051940982409861,0.8182628921012125,0.18287166496372664
baseline_front_source,C80,cooling,123.30000000000003,327.75309806712704,325.9704841682613,327.4304488948719,3.6323029446664874,68.7232566795016,1.709270469707838,0.8190022121669478,0.19300435748661499
baseline_front_source,C80,cooling,128.78,329.3107806245702,327.4304488948719,328.9720822955033,3.628277228068919,68.92413463815069,1.7140936657856876,0.8198730980722819,0.20382135855262357
baseline_front_source,C80,cooling,134.26000000000002,330.95636406389656,328.9720822955033,330.6009074173881,3.624985804634602,69.15343944978235,1.7196090070634886,0.8208638248003097,0.21537254592132887
