variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_ETC_W_m_K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
fitted_active_etc,E81,2.74,730.8444135956989,772.8276541003823,297.84499999999997,771.7941178688893,6.166509420850141,175.14007157407386,0.010072691049872315,6.130292129078358,0.9978240547890099,44.521304445210454,7.277174441027353
fitted_active_etc,E81,8.220000000000002,733.9151871844556,757.4420554319748,771.7941178688893,757.6987607857641,3.2518561645045887,120.71435706914734,0.00948300098397403,4.023719990817286,0.9821136958595621,-1.3903977819991526,4.078035002304454
fitted_active_etc,E81,13.700000000000001,729.2242641902301,744.1695394853552,757.6987607857641,744.391636089616,3.3556042643355632,122.92211765671401,0.00899317862409452,4.109494724406449,0.9835839329308614,-1.3087528536479938,2.5905426566505687
fitted_active_etc,E81,19.180000000000003,721.0624382239897,731.9463202581157,744.391636089616,732.134332357468,3.457316805968983,125.05948076921733,0.008557270227199366,4.192593273647918,0.9848929427024752,-1.2021554917873338,1.8865601417561664
fitted_active_etc,E81,24.66,711.4173472840008,720.3233085131403,732.134332357468,720.487922680336,3.5570934003487467,127.1313628622151,0.008156051427711634,4.273184243446385,0.9860626674397232,-1.1392655265866216,1.5437167939012406
fitted_active_etc,E81,30.14,701.2011008371619,709.0912245286113,720.487922680336,709.2378573928765,3.6571982796994162,129.18651653448967,0.007780435083144061,4.353147015853503,0.9871337415176645,-1.0977430720930919,1.3676363656958468
fitted_active_etc,E81,35.620000000000005,690.8292428254281,698.1497149550717,709.2378573928765,698.2813716358871,3.7588198005693414,131.249761521798,0.0074257999706069805,4.433433936020288,0.9881263537554662,-1.0665012506115683,1.2688956840325976
fitted_active_etc,E81,41.1,680.4889134279505,687.4483026183165,698.2813716358871,687.5669114707957,3.8625941912654316,133.33380590583224,0.007089533895676312,4.514527555718279,0.9890512234079865,-1.0404712180240125,1.2063072914927504
fitted_active_etc,E81,46.580000000000005,670.2622169755349,676.9593898172228,687.5669114707957,677.0663684202217,3.9688974725177597,135.44567282049212,0.006769949060317927,4.59668977592862,0.9899148352939916,-1.0173338818737208,1.160855961683974
fitted_active_etc,E81,52.06,660.1828830330114,666.6658820213651,677.0663684202217,666.7623804777484,4.077986898647474,137.58976649923446,0.0064657996097444775,4.680080840967525,0.990721736207076,-0.9960242894112868,1.1237320886173714
fitted_active_etc,E81,57.54,650.2623135265254,656.5554985723727,666.7623804777484,656.6425066830462,4.190069549494131,139.7693346757299,0.006176065309450075,4.764816127930236,0.991475544492414,-0.9760513289193209,1.0908306461762183
fitted_active_etc,E81,63.02,640.5015934479751,646.6181473299112,656.6425066830462,646.6965438734737,4.305336108372927,141.9871732743213,0.005899853368137157,4.850993506035987,0.9921793961288838,-0.9571875910366718,1.060214243629581
fitted_active_etc,E81,68.50000000000001,630.8970747107369,636.8447024757658,646.6965438734737,636.9152796545243,4.423978103169258,144.245974186309,0.005636352845639682,4.938706815427243,0.9928361434264548,-0.9393279721718428,1.0309333971393762
fitted_active_etc,E81,73.98000000000002,621.4430455696319,627.226417638551,636.9152796545243,627.2898947490374,4.546197447679874,146.54850712278798,0.005384812386883054,5.028052882840879,0.9934484451959573,-0.9224258734481052,1.0024620990891513
fitted_active_etc,E81,79.46000000000002,612.1331452494748,617.7546090288246,627.2898947490374,617.8116413860379,4.672212696085796,148.89772900740897,0.005144527988203914,5.119135705819525,0.9940188098304825,-0.9064660724369872,0.9743976892798941
fitted_active_etc,E81,84.94000000000001,602.961381935314,608.4204154305869,617.8116413860379,608.4716011898324,4.802264498209463,151.2968715053108,0.004914834364338033,5.212069769745499,0.994549619028625,-0.8914567574130846,0.9462427994351881
fitted_active_etc,E81,90.42000000000002,593.9233411728067,599.2144957153932,608.4716011898324,599.2603818394384,4.936622226006773,153.74954378147982,0.004695096080135559,5.306983932043063,0.9950431455953583,-0.8774350856484938,0.9171434633908618
fitted_active_etc,E81,95.90000000000002,585.0182425432849,590.1264982533847,599.2603818394384,590.1675863576743,5.075594352524494,156.2598954496195,0.0044846948663681266,5.40402760227676,0.9955015734651669,-0.8644884645202678,0.8854406531011678
fitted_active_etc,E81,101.38000000000001,576.2529282139985,581.1440218868629,590.1675863576743,581.1807746157973,5.219547277935569,158.83291833080565,0.004283007898367383,5.503382229522601,0.9959270276116154,-0.8528021592592305,0.847798822505581
fitted_active_etc,E81,106.86000000000001,567.6498517461555,572.2505300199736,581.1807746157973,572.2833788115663,5.368942164684053,161.47504423660982,0.004089367697174751,5.605284105201402,0.9963216246497809,-0.8427572591019361,0.79745960395515
fitted_active_etc,E81,112.34,559.2631696763139,563.4211514969531,572.2833788115663,563.4505070729059,5.524409828432761,164.19536411801718,0.003902985986388391,5.710070892333014,0.9966875622898612,-0.8351281520373525,0.7207247146164716
fitted_active_etc,E81,117.82000000000002,551.2111481241185,554.6142473719005,563.4505070729059,554.6405151032683,5.686906007669148,167.00814695194111,0.003722807815355754,5.818277713670853,0.9970272793855607,-0.8314775580436882,0.5898769739671792
fitted_active_etc,E81,123.30000000000003,543.7414064561143,545.7545343583009,554.6405151032683,545.7781378208354,5.858036669525882,169.93807645705286,0.00354723212892457,5.930836697768828,0.997343741426879,-0.8349428988305057,0.34894597797131127
fitted_active_etc,E81,128.78,537.3625680781528,536.6994452086337,545.7781378208354,536.7208623707776,6.040744460781674,173.0311830448128,0.003373579821543758,6.049492905828489,0.9976409420322222,-0.8517944184618299,-0.11494255182103852
fitted_active_etc,E81,134.26000000000002,533.1120499291504,527.1723677707929,536.7208623707776,527.1921832439684,6.240769450773118,176.37779035549724,0.003197094445731881,6.177675681517364,0.9979247542145965,-0.8945060950832202,-1.0295561436188745
