variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_ETC_W_m_K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
initial_active_etc,E76,2.74,1042.165919099228,1304.7435170040892,296.4675,611.1325921649448,0.2957865983183644,11.357475440200329,1.5234139174645431,0.3740860612768792,0.31208229379482366,31.411643172477547,18.205419520467654
initial_active_etc,E76,8.220000000000002,1072.7972740638888,1227.9420595504382,611.1325921649448,787.016883421991,0.2455617648040827,10.442066956894044,1.2699192349483337,0.33568497892107624,0.2851517373794169,17.989265336103966,10.756728406126157
initial_active_etc,E76,13.700000000000001,1076.5023850477066,1172.5890321130207,787.016883421991,892.3688921920799,0.2252095346933446,10.040825170040039,1.1058085894166054,0.31915282336114065,0.27323552577058824,10.897963379063345,6.6620219474053215
initial_active_etc,E76,19.180000000000003,1066.5793691045426,1130.4659575959931,892.3688921920799,956.0298079880727,0.2155659003646132,9.843445179528945,0.9908660355891697,0.31111965850249357,0.26737379433046327,6.62253655607949,4.429479721418402
initial_active_etc,E76,24.66,1050.1994917394961,1096.7429962809802,956.0298079880727,993.2744959246226,0.21121863564381327,9.752839803516656,0.9048093611735728,0.30745647115245706,0.26468512573975433,3.8845758075867822,3.2270232986041836
initial_active_etc,E76,30.14,1031.1225518694475,1068.4632865484423,993.2744959246226,1013.1161041083878,0.20994272529643487,9.726050382771355,0.8366066029192245,0.30637640555808154,0.2638905084008552,2.0710466262779694,2.5889632072873376
initial_active_etc,E76,35.620000000000005,1011.2416715879742,1043.7723264476108,1013.1161041083878,1021.2191487914475,0.21063143795807093,9.740522001404182,0.7799375154548694,0.3069596824398169,0.26431973885746074,0.8454363904156702,2.2554636180722683
initial_active_etc,E76,41.1,991.4479525795188,1021.4852416992726,1021.2191487914475,1021.2898186206587,0.21266566364329567,9.783113395202887,0.7310360012712056,0.30867868311210217,0.2655832873894189,0.007364381854499995,2.082589885984227
initial_active_etc,E76,46.580000000000005,972.1092005514826,1000.832697730093,1021.2898186206587,1015.8187982575625,0.21567099256379413,9.845622772480167,0.6875858531715972,0.31120789167364726,0.2674384334121623,-0.5691054318863783,1.991500114267326
initial_active_etc,E76,52.06,953.3313975818413,981.307732363,1015.8187982575625,1006.5102466126391,0.21940890006683575,9.922689610249389,0.6481240525395582,0.3143362618233038,0.2697265762049422,-0.9661595340696489,1.9396967426009628
initial_active_etc,E76,57.54,935.0988149669216,962.5715551208082,1006.5102466126391,994.543949607951,0.2237224246380011,10.010705488523781,0.611704319439757,0.3179224288756376,0.27234076842986676,-1.2388967218475053,1.9047807728804047
initial_active_etc,E76,63.02,917.3470923395861,944.3945622763465,994.543949607951,980.74246061922,0.22850669898518985,10.107202409721962,0.5777007207760908,0.3218699125599654,0.2752075294055132,-1.4249785702623963,1.875295307349005
initial_active_etc,E76,68.50000000000001,899.9999418091828,926.6187481607604,980.74246061922,965.681130629612,0.23369187734191615,10.210486969868914,0.545689660415565,0.32611247904865487,0.27827599596327957,-1.5505085675269983,1.8455745677898443
initial_active_etc,E76,73.98000000000002,882.9867096058565,909.1332999851566,965.681130629612,949.7622874345259,0.23923272766368203,10.319410520179334,0.5153771654274529,0.330605051668262,0.28151112100437264,-1.6337617272619596,1.8128341895238593
initial_active_etc,E76,79.46000000000002,866.250482996459,891.8583871238131,949.7622874345259,933.2660884484883,0.24510206490493985,10.43321967691927,0.48655302665271755,0.3353178593230873,0.2848892543942446,-1.687630487237611,1.7754851952271813
initial_active_etc,E76,84.94000000000001,849.7522862783392,874.7340234602622,933.2660884484883,916.3857206378198,0.2512865679301242,10.55145759240592,0.4590611425364971,0.3402326071886095,0.28839522087703706,-1.721274912016776,1.7320708597226202
initial_active_etc,E76,90.42000000000002,833.4747661803153,857.7119533805638,916.3857206378198,899.251782853398,0.2577842218591259,10.67389991591994,0.4327796823651779,0.34534001853233814,0.2920204136423988,-1.7412663718012664,1.6804486159421295
initial_active_etc,E76,95.90000000000002,817.4278594083522,840.7490945467545,899.251782853398,881.9489310496953,0.26460303112246353,10.800517148521417,0.40760706298790905,0.350638419169297,0.29576165308864805,-1.7524052602226305,1.6169424688846392
initial_active_etc,E76,101.38000000000001,801.6588894639084,823.8013239466115,881.9489310496953,864.5267034070201,0.2717609346009021,10.931460410892472,0.3834510512697503,0.35613325562518366,0.29962071546278957,-1.7583330906848058,1.5352121132136272
initial_active_etc,E76,106.86000000000001,786.2702493550022,806.8163877341397,864.5267034070201,847.0055878406074,0.27928712889481666,11.067072374755739,0.36021899362175497,0.361837633230674,0.30360456986109235,-1.7620270817509431,1.424535343846459
initial_active_etc,E76,112.34,771.4494151475596,789.7244560581063,847.0055878406074,829.3786648006966,0.28722535914837954,11.207930709545112,0.33780746158960995,0.3677741914281727,0.3077265146722487,-1.7662513437128313,1.2670722452520813
initial_active_etc,E76,117.82000000000002,757.518910516827,772.424282575285,829.3786648006966,811.6084066869795,0.2956402824487521,11.354939514054866,0.3160896171960173,0.3739789679669085,0.3120086184656817,-1.7740391151800328,1.0334413658975041
initial_active_etc,E76,123.30000000000003,745.0188973575182,754.7619581832842,811.6084066869795,793.6172898794166,0.3046289307332694,11.509497319036045,0.29489844579598046,0.3805084415010524,0.31648620593058474,-1.7892951808755617,0.6755203458399042
initial_active_etc,E76,128.78,734.844197023409,736.4976951496346,793.6172898794166,775.2695799748401,0.3143409387398225,11.673792724157444,0.27400384188012955,0.3874518568796152,0.32121568774034215,-1.8176401403951394,0.11464278485459828
initial_active_etc,E76,134.26000000000002,728.4749209530896,717.2536882177961,775.2695799748401,756.3396906748994,0.3250142439172509,11.851319008366298,0.25308176023070017,0.3949525593556153,0.3262880001778522,-1.8676764344731154,-0.7780071533628747
