variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_ETC_W_m_K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
fitted_active_etc,E79,2.74,619.0817323929256,643.1092271364464,296.70399999999995,643.1092268467257,40.94912759466762,1049.619480333755,0.005804325692060277,20.901957961770904,0.9999999991636367,57.19540738316829,4.164811208652733
fitted_active_etc,E79,8.220000000000002,620.9550873497874,635.5494543345962,643.1092268467257,635.5494585043938,23.01475125939248,748.2685370916752,0.005602032213807323,14.41048417464807,0.9999994484228819,-1.29068186518179,2.529717885711484
fitted_active_etc,E79,13.700000000000001,618.8471404919387,628.8648425715578,635.5494585043938,628.8648456165065,23.48096710918422,757.040930441412,0.005427120922808716,14.601835250353089,0.9999995444841164,-1.1395148456986453,1.7364206444116241
fitted_active_etc,E79,19.180000000000003,614.8407073713248,622.6167689974626,628.8648456165065,622.6167713793212,23.918300293858934,765.209081394469,0.005266959652968768,14.77990309638019,0.9999996187852973,-1.0636200580299564,1.3478653919358825
fitted_active_etc,E79,24.66,609.9389832761417,616.5935573320753,622.6167713793212,616.5935592635853,24.34621445562321,773.1459928973684,0.00511557550270845,14.95282944145481,0.9999996793223556,-1.0239956137172583,1.1534720915685772
fitted_active_etc,E79,30.14,604.6209141079911,610.6914151228094,616.5935592635853,610.6914167165902,24.774687898578478,781.0399464483202,0.004970075612651533,15.12471723118525,0.9999997299658032,-1.002137896880414,1.052231659543728
fitted_active_etc,E79,35.620000000000005,599.1130995392805,604.8577716597151,610.6914167165902,604.8577729847709,25.20903126312116,788.9890224657324,0.004829001571933247,15.297697983828364,0.999999772859708,-0.9892739875876982,0.9957540348093394
fitted_active_etc,E79,41.1,593.5209566445722,599.0642867434344,604.8577729847709,599.0642878478221,25.652300078407706,797.0478534182687,0.004691566114888746,15.472953669907124,0.9999998093742337,-0.9812572472917047,0.9608543701889346
fitted_active_etc,E79,46.580000000000005,587.8916262750271,593.2939727069833,599.0642878478221,593.293973627351,26.1064943699925,805.2506297749181,0.0045572972914987514,15.651219202547157,0.9999998404995674,-0.9761446338764451,0.9364169345579976
fitted_active_etc,E79,52.06,582.2440922005496,587.5350368399942,593.293973627351,587.535037605846,26.573156768982294,813.6224431061997,0.004425872127373204,15.833029969539103,0.9999998670150628,-0.9730450520004025,0.9171070797824992
fitted_active_etc,E79,57.54,576.5836078872003,581.7779276443883,587.535037605846,581.7779282801708,27.053674869511976,822.1849343085493,0.004297038771229521,16.01884491452654,0.9999998895656836,-0.9715711341513104,0.9003585840715552
fitted_active_etc,E79,63.02,570.9086241617346,576.0139087241262,581.7779282801708,576.0139092503842,27.54943924754019,830.9591740963568,0.004170580055656194,16.20910914253468,0.9999999086994608,-0.9715781856207159,0.8849256485445238
fitted_active_etc,E79,68.50000000000001,565.2141450734363,570.2343579317163,576.0139092503842,570.2343583658292,28.061932104893437,839.9672118401112,0.004046296415819219,16.40428741779751,0.9999999248881437,-0.9730403822963819,0.8701797255673255
fitted_active_etc,E79,73.98000000000002,559.4934098205148,564.4304029372034,570.2343583658292,564.4304032939128,28.592784113895807,849.2330045708222,0.003923997734861969,16.604884088532526,0.9999999385402956,-0.9759933682602914,0.8557548129303358
fitted_active_etc,E79,79.46000000000002,553.7388492359138,558.5926962879495,564.4304032939128,558.5926965797722,29.143819217093178,858.7830933148716,0.003803499031850337,16.811457437706466,0.9999999500107292,-0.9805103937939852,0.8413426711020492
fitted_active_etc,E79,84.94000000000001,547.9428520116026,552.7112137705408,558.5926965797722,552.7112140081058,29.71709951404256,868.6472436637347,0.003684617233892862,17.024633166485398,0.9999999596079626,-0.9866981328289459,0.8265250585849022
fitted_active_etc,E79,90.42000000000002,542.098759105742,546.7749764567677,552.7112140081058,546.7749766490992,30.314980955906485,878.859231059664,0.0035671670105722007,17.24512089993642,0.999999967600437,-0.9947092164743392,0.8105531869026783
fitted_active_etc,E79,95.90000000000002,536.2026106513509,540.7715606231143,546.7749766490992,540.7715607778712,30.94019471070871,889.4580096566632,0.003450953304264429,17.47373883251417,0.9999999742218559,-1.0047773763693484,0.7919599715781775
fitted_active_etc,E79,101.38000000000001,530.2565426591472,534.6861545610187,540.7715607778712,534.6861546846994,31.595981140787913,900.4896891792692,0.003335756696227162,17.711455581076343,0.9999999796758414,-1.017292549940106,0.7678077758760516
fitted_active_etc,E79,106.86000000000001,524.2755500521472,528.4996968118526,534.6861546846994,528.4996969099697,32.28633016300641,912.0111586067314,0.0032213044964215965,17.95946714020962,0.9999999841400241,-1.0329530134800806,0.7321934292196268
fitted_active_etc,E79,112.34,518.3009967977526,522.1851791646882,528.4996969099697,522.1851792419169,33.0164384909082,924.0970655810913,0.0031072140744302403,18.219345348094503,0.9999999877696509,-1.0530689672743985,0.6732656246913388
