variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_axial_redist_W_mK,UA_over_mcp,effectiveness,Qgas_W
fitted_axial_redistribution,E79,2.74,620.3396261608385,296.70399999999995,620.298975596038,17.91309334335288,450.21404033379036,0.0,8.982360821180027,0.999874394036025,53.32883749855804
fitted_axial_redistribution,E79,8.220000000000002,626.6659068232103,620.298975596038,626.6560356740806,10.492613780871135,334.77475928043674,0.0,6.469256605330768,0.9984496221527368,1.0816492492239513
fitted_axial_redistribution,E79,13.700000000000001,625.2320303018005,626.6560356740806,625.2342972549795,10.424272744269548,333.5812094598108,0.0,6.4427921465882,0.998408044503783,-0.2420354424627277
fitted_axial_redistribution,E79,19.180000000000003,620.9913229608768,625.2342972549795,620.9978749576261,10.502943908979358,334.9548941384964,0.0,6.473249936341351,0.9984558009794113,-0.7207671853159069
fitted_axial_redistribution,E79,24.66,615.7558430914529,620.9978749576261,615.7635305765654,10.636900811583422,337.2842963143616,0.0,6.524870766329121,0.9985334913429058,-0.8896482082204111
fitted_axial_redistribution,E79,30.14,610.1805406180566,615.7635305765654,610.1882515868574,10.793494696671537,339.9922342914608,0.0,6.584835911948857,0.9986188460201273,-0.946504000144347
fitted_axial_redistribution,E79,35.620000000000005,604.4988870377806,610.1882515868574,604.5062601594111,10.960938385442036,342.8701877909283,0.0,6.648512666721329,0.9987040518203913,-0.9634686942902657
fitted_axial_redistribution,E79,41.1,598.7913187174106,604.5062601594111,598.7982537126832,11.135074934441144,345.8443334822778,0.0,6.7142589577123095,0.9987865150775403,-0.9667158537415786
fitted_axial_redistribution,E79,46.580000000000005,593.0826425968481,598.7982537126832,593.08912711911,11.314587653266825,348.89068202094137,0.0,6.7815383555420645,0.9988654717526378,-0.9657453601240285
fitted_axial_redistribution,E79,52.06,587.377294540946,593.08912711911,587.3833445857395,11.499239841840609,352.0039801054527,0.0,6.85022951714608,0.9989407874424365,-0.9640276165975108
fitted_axial_redistribution,E79,57.54,581.6720778742666,587.3833445857395,581.6777175313574,11.68922643028597,355.1862979393175,0.0,6.920372854782755,0.9990125383079308,-0.962857237764304
fitted_axial_redistribution,E79,63.02,575.960750190157,581.6777175313574,575.9660048516257,11.88493739760836,358.44286865152327,0.0,6.992078177212667,0.9990808655787042,-0.9627462385452455
fitted_axial_redistribution,E79,68.50000000000001,570.2356610736609,575.9660048516257,570.2405552157988,12.086874543550524,361.78060910712884,0.0,7.065491796172133,0.9991459252136505,-0.96392733635233
fitted_axial_redistribution,E79,73.98000000000002,564.4883238021272,570.2405552157988,564.4928803141328,12.295625882082438,365.2076376481781,0.0,7.140785710664684,0.999207870532675,-0.9665356016330594
fitted_axial_redistribution,E79,79.46000000000002,558.7096026161689,564.4928803141328,558.7138426480111,12.511862209725917,368.7331679478224,0.0,7.21815509754777,0.999266846230871,-0.9706738480635635
fitted_axial_redistribution,E79,84.94000000000001,552.8897624142207,558.7138426480111,552.8937053963244,12.736342805125147,372.36755089706986,0.0,7.297819050042917,0.9993229863007602,-0.9764359772775225
fitted_axial_redistribution,E79,90.42000000000002,547.0184704374568,552.8937053963244,547.0221341559201,12.969925569528481,376.12238173083716,0.0,7.380022725975223,0.9993764132857778,-0.9839150912492108
fitted_axial_redistribution,E79,95.90000000000002,541.0847826162898,547.0221341559201,541.0881833057102,13.213580058994095,380.0106435863765,0.0,7.465040262382956,0.9994272379868736,-0.9932060584932475
fitted_axial_redistribution,E79,101.38000000000001,535.0771266893087,541.0881833057102,535.0802791318425,13.468403071780546,384.0468790196426,0.0,7.553178261849293,0.9994755593342315,-1.0044060303257425
fitted_axial_redistribution,E79,106.86000000000001,528.9832868085806,535.0802791318425,528.9862044368101,13.735636960756493,388.24738898439114,0.0,7.64477983075788,0.9995214643426156,-1.0176141643857544
fitted_axial_redistribution,E79,112.34,522.7903917291732,528.9862044368101,522.7930867333328,14.01669109792375,392.63046229140696,0.0,7.740229225323623,0.9995650281429145,-1.032931000899276
fitted_axial_redistribution,E79,117.82000000000002,516.4849078098624,522.7930867333328,516.4873912508898,14.313167100125586,397.21664055085904,0.0,7.839957202680726,0.9996063141110048,-1.0504576417143596
fitted_axial_redistribution,E79,123.30000000000003,510.05263782146096,516.4873912508898,510.05491975150625,14.626888601609162,402.02902518172425,0.0,7.944447206226095,0.9996453741281146,-1.0702947743828501
fitted_axial_redistribution,E79,128.78,503.47872656479757,510.05491975150625,503.4808161566625,14.959936563332558,407.0936347102434,0.0,8.05424254686867,0.9996822490146474,-1.0925415444644504
fitted_axial_redistribution,E79,134.26000000000002,496.7476743848474,503.4808161566625,496.7495800714497,15.314691362510453,412.4398225082242,0.0,8.169954779785487,0.9997169691851309,-1.117294266842554
