variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_axial_redist_W_mK,UA_over_mcp,effectiveness,Qgas_W
initial_axial_redistribution,E67,2.74,850.6556163547367,296.33849999999995,837.8154099778106,12.247682110289,366.7875049998814,0.16887438814934128,3.7651555640726144,0.9768359915324913,173.43764134964647
initial_axial_redistribution,E67,8.220000000000002,879.581248928545,837.8154099778106,876.5558442574427,6.724226981718432,271.8371783715242,0.5600819920723136,2.6250338973107845,0.9275626984370887,13.190772540033867
initial_axial_redistribution,E67,13.700000000000001,886.4837093515436,876.5558442574427,885.7189735464003,6.470936186149598,266.70401848973927,0.9556189406534965,2.563570316940928,0.9229707698589048,3.13443990865782
initial_axial_redistribution,E67,19.180000000000003,885.2078564709311,885.7189735464003,885.2476366452577,6.428720007423291,265.8384041670127,1.3320983385701937,2.553230018787119,0.9221701323713052,-0.16135819622002082
initial_axial_redistribution,E67,24.66,880.9832949145313,885.2476366452577,881.3131542841678,6.453801331324992,266.35303491931364,1.6882936894568468,2.5593766948475967,0.9226470600937504,-1.3463031134011483
initial_axial_redistribution,E67,30.14,875.6854192246286,881.3131542841678,876.1154761266874,6.503570831795081,267.3711604437582,2.026466869437672,2.571544811404537,0.9235825962826891,-1.7768945587718752
initial_axial_redistribution,E67,35.620000000000005,869.9778940998984,876.1154761266874,870.4401524203545,6.563155412820145,268.5847661418282,2.348391349877853,2.586062266856847,0.9246839686315491,-1.9380494108030393
initial_axial_redistribution,E67,41.1,864.0882976993167,870.4401524203545,864.5593032995203,6.627310060350924,269.88508852465037,2.655021834762229,2.601632147317889,0.9258475483320656,-2.005879526802198
initial_axial_redistribution,E67,46.580000000000005,858.0858625381333,864.5593032995203,858.5581755331634,6.694292635641204,271.2358028405001,2.946752285595832,2.6178211576371417,0.9270383382748387,-2.0444275466106783
initial_axial_redistribution,E67,52.06,851.9808445326616,858.5581755331634,852.4527920540653,6.763667937418023,272.627438177921,3.223632752562104,2.6345165230706904,0.9282463477408028,-2.0773677824719474
initial_axial_redistribution,E67,57.54,845.7599118191455,852.4527920540653,846.2319544268177,6.835516267602424,274.0609629287276,3.48548365594685,2.6517303368569003,0.9294709316313068,-2.1139684277944077
initial_axial_redistribution,E67,63.02,839.3985105691643,846.2319544268177,839.8719641785523,6.910153018326341,275.5419617109221,3.731942005292441,2.6695301166294034,0.9307152265752942,-2.1584459598644874
initial_axial_redistribution,E67,68.50000000000001,832.8648979447967,839.8719641785523,833.3414890409282,6.988036009924414,277.0786803784631,3.962471502885774,2.6880154984054174,0.931984217041411,-2.2133389738540292
initial_axial_redistribution,E67,73.98000000000002,826.121111997436,833.3414890409282,826.6028258922989,7.069743458521583,278.6815081553293,4.176354872421152,2.7073120939233117,0.933284108023531,-2.2807379298989026
initial_axial_redistribution,E67,79.46000000000002,819.1227634127443,826.6028258922989,819.6117936492826,7.1559805542344925,280.36302452321837,4.372677528675846,2.7275721028403646,0.9346221722245012,-2.362749122485245
initial_axial_redistribution,E67,84.94000000000001,811.8183159673185,819.6117936492826,812.3170457471501,7.247600188424371,282.1383064537556,4.5503069900636035,2.7489780425608585,0.9360067738455554,-2.461687275954104
initial_axial_redistribution,E67,90.42000000000002,804.1480835919839,812.3170457471501,804.6590729105626,7.345633707805003,284.0254014492245,4.707870423666489,2.7717484615854118,0.9374474616392344,-2.5801740178673263
initial_axial_redistribution,E67,95.90000000000002,796.0430137038709,804.6590729105626,796.5689802537569,7.451331765301478,286.04595342287394,4.843732126912172,2.796145473184124,0.9389550910377328,-2.7212055652464207
initial_axial_redistribution,E67,101.38000000000001,787.423270310939,796.5689802537569,787.9670563206031,7.566217471038594,288.22600566972136,4.95597294403645,2.8224843847327743,0.9405419575884169,-2.8882116931666446
initial_axial_redistribution,E67,106.86000000000001,778.1966129606116,787.9670563206031,778.7611303264678,7.692155699433584,290.59702947807307,5.042374328814693,2.851145977370949,0.9422219294399908,-3.0851124984699485
initial_axial_redistribution,E67,112.34,768.2565676641576,778.7611303264678,768.8447121957696,7.8314442911653614,293.1972511838358,5.100410944357233,2.882592261272882,0.9440105646927824,-3.3163725941289943
initial_axial_redistribution,E67,117.82000000000002,757.4803983927505,768.8447121957696,758.0949214717239,7.986935474137587,296.0733815788067,5.127257389568524,2.9173868707537687,0.9459251927019081,-3.5870477523205375
initial_axial_redistribution,E67,123.30000000000003,745.7269148440288,758.0949214717239,746.3702376147482,8.162199626983197,299.2828954856131,5.119816964242315,2.9562217321762527,0.9479849267481069,-3.902813887923101
initial_axial_redistribution,E67,128.78,732.8342010048822,746.3702376147482,733.5081527252493,8.361749258458861,302.8970734926643,5.074783435180117,2.999952309628052,0.9502105572117093,-4.269960986435517
initial_axial_redistribution,E67,134.26000000000002,718.6174314135706,733.5081527252493,719.3228905532143,8.591349952568478,307.00511342937847,4.988750568069843,3.0496447144571377,0.9526242466783366,-4.695323697528365
