variant,simulation_id,z_mm,Tsolid_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_axial_redist_W_mK,UA_over_mcp,effectiveness,Qgas_W
fitted_axial_redistribution,E69,2.74,1024.3029049617062,296.73849999999993,1024.2445757282762,19.30470145651947,643.126528321858,0.0,9.431354404536439,0.9999198294569769,163.1138328628241
fitted_axial_redistribution,E69,8.220000000000002,1056.141213643881,1024.2445757282762,1056.0507716365457,9.25786025900501,431.8377792190618,0.0,5.865547046345689,0.9971645285131782,7.699378141598797
fitted_axial_redistribution,E69,13.700000000000001,1061.544083088203,1056.0507716365457,1061.5266690192102,8.987607284897,424.94495786731443,0.0,5.754008089163336,0.9968299505414973,1.3296866921465618
fitted_axial_redistribution,E69,19.180000000000003,1057.3331131497569,1061.5266690192102,1057.3464565603101,8.978618549176906,424.714100689761,0.0,5.750281637730443,0.9968181154684335,-1.0151675524323909
fitted_axial_redistribution,E69,24.66,1049.6223041242336,1057.3464565603101,1049.6460314458188,9.063625977703083,426.8931976032616,0.0,5.785480185060576,0.996928165027597,-1.868212762841621
fitted_axial_redistribution,E69,30.14,1040.6268719204543,1049.6460314458188,1040.653224444834,9.184930378149364,429.98679812669457,0.0,5.835542357427,0.9970781618502792,-2.1787177804455804
fitted_axial_redistribution,E69,35.620000000000005,1031.141756135289,1040.653224444834,1031.1680258347415,9.321901980360183,433.4576949601818,0.0,5.891837377078728,0.9972381026149109,-2.294426784371834
fitted_axial_redistribution,E69,41.1,1021.4429457334035,1031.1680258347415,1021.4682549556712,9.467220924719177,437.1146784760125,0.0,5.951294559266408,0.9973975307139805,-2.342487213569434
fitted_axial_redistribution,E69,46.580000000000005,1011.615094927486,1021.4682549556712,1011.6392054229898,9.618504517248738,440.89438912116685,0.0,6.01290025398257,0.9975530189873273,-2.369702926962085
fitted_axial_redistribution,E69,52.06,1001.6705150086535,1011.6392054229898,1001.693406838648,9.77526564565947,444.78200332576534,0.0,6.076424423601453,0.9977036271523139,-2.3937047122048636
fitted_axial_redistribution,E69,57.54,991.5922426578694,1001.693406838648,991.6139673656039,9.93780191237003,448.7823013795361,0.0,6.14195574350526,0.9978492867410397,-2.421571120923733
fitted_axial_redistribution,E69,63.02,981.3494196768779,991.6139673656039,981.370049068197,10.106797885508467,452.90926144979375,0.0,6.2097344430400145,0.9979902288980846,-2.4566092812348503
fitted_axial_redistribution,E69,68.50000000000001,970.9025274123169,981.370049068197,970.9221353881999,10.2831950208652,457.182541493735,0.0,6.280096150493766,0.9981267795255103,-2.5008332175700865
fitted_axial_redistribution,E69,73.98000000000002,960.2048661697647,970.9221353881999,960.22352190348,10.468165374758588,461.6265792769614,0.0,6.353458128428717,0.9982592829073267,-2.5558769478385837
fitted_axial_redistribution,E69,79.46000000000002,949.2026158342549,960.22352190348,949.2203807684259,10.663129273094068,466.27074910243476,0.0,6.430322775837814,0.9983880695416955,-2.6233358277895715
fitted_axial_redistribution,E69,84.94000000000001,937.8343405792649,949.2203807684259,937.8512666306686,10.86979597270053,471.1500158678482,0.0,6.5112894009936575,0.9985134382873665,-2.704896469320012
fitted_axial_redistribution,E69,90.42000000000002,926.0302674423601,937.8512666306686,926.046395516523,11.090221228412645,476.3059026705833,0.0,6.597071330811408,0.9986356420547874,-2.802385275043235
fitted_axial_redistribution,E69,95.90000000000002,913.7114801828856,926.046395516523,913.726838718303,11.326881811304805,481.78773461490755,0.0,6.688517792280731,0.9987548730573318,-2.917781362321015
fitted_axial_redistribution,E69,101.38000000000001,900.7891102870192,913.726838718303,900.8037137978143,11.582770124682861,487.6541857667198,0.0,6.786641041149421,0.998871246148604,-3.0532082591403653
fitted_axial_redistribution,E69,106.86000000000001,887.1635983143951,900.8037137978143,887.1774460342439,11.861514355266248,493.9751936892471,0.0,6.892649810665199,0.9989847798674718,-3.210906458254555
fitted_axial_redistribution,E69,112.34,872.7241133327302,887.1774460342439,872.7371881710535,12.167532051491785,500.83433877870107,0.0,7.007990659190534,0.9990953755377203,-3.3931834570236625
fitted_axial_redistribution,E69,117.82000000000002,857.3482466102348,872.7371881710535,857.3605147431313,12.506228225608023,508.33182432156457,0.0,7.134399371030102,0.9992027955367871,-3.602334876067302
fitted_axial_redistribution,E69,123.30000000000003,840.9021350426297,857.3605147431313,840.913546577963,12.884253591951037,516.5882453802516,0.0,7.273965315632234,0.9993066428444994,-3.840528167152094
fitted_axial_redistribution,E69,128.78,823.2412182743465,840.913546577963,823.2517095352613,13.30984512284404,525.7494085793738,0.0,7.429212705751672,0.9994063452910897,-4.109639077175964
fitted_axial_redistribution,E69,134.26000000000002,804.2118871996595,823.2517095352613,804.2213852239622,13.793280857603209,535.9925722670586,0.0,7.603204168343974,0.9995011495309507,-4.411031071553606
