variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,rear_sink_shape,k_core_axial_scale
fitted_energy_accounting,E72,2.74,647.3345302215236,607.3366674208103,296.422,607.2419993634061,37.180510124514164,923.5469666476191,2.8344536260050988,0.9996955175573108,116.56847867021456,112.01114183408806,5.383406218488145,3.91432285993418,0.0,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,8.220000000000002,654.835898609504,616.732847420474,607.2419993634061,616.7138024209539,23.217133916655996,730.4470301158096,2.9341375793278175,0.9979933300580223,3.662454020323798,0.0,5.277398403874935,3.7288903421060557,0.0,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,13.700000000000001,661.5921883317261,625.3550907279989,616.7138024209539,625.3102858407411,19.490005778302688,620.005282682846,3.025896998327926,0.9948150222899923,3.3304125311775095,0.0,5.173478051419133,3.5462819659805915,0.1280704499254323,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,19.180000000000003,667.5176580575949,632.8734398034414,625.3102858407411,632.8061372435828,17.350601746806177,557.3234144890874,3.1079305867573983,0.9911012574660643,2.9090307513738027,0.0,5.071604055677024,3.390397535799425,0.39681920213912936,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,24.66,672.5659478746511,639.314416185694,632.8061372435828,639.2309678989554,15.900555912756555,514.9855698593501,3.178979006050717,0.9871781330393471,2.4971265199417085,0.0,4.971736120636294,3.2541046322002387,0.675329816295121,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,30.14,676.7157566127179,644.7011311145943,639.2309678989554,644.6091820421861,14.828303356892953,483.59431203460497,3.238186817917413,0.9831907991071791,2.093008107418368,0.0,4.873834743777118,3.1330569101632606,0.9611179959230642,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,35.620000000000005,679.9621626527231,649.0563284041976,644.6091820421861,648.9638546142837,13.991775116102541,458.89836026750856,3.2850143723956826,0.9792060385725443,1.6964690254517791,0.0,4.777861200447014,3.0245469390975224,1.2517606449254424,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,41.1,682.3113017514431,652.4040808261346,648.9638546142837,652.3189485795505,13.315127416713183,438.6477379858806,3.31917942201641,0.9752538811863852,1.3081510374571694,0.0,4.683777528543294,2.926819343531255,1.5449097679410175,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,46.580000000000005,683.7770580298691,654.7707139010064,652.3189485795505,654.7004611981512,12.753445556098535,421.52273724722556,3.3406164122065776,0.9713460736880299,0.9291287916447103,0.0,4.591546513497446,2.8386565670378774,1.8383042445085482,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,52.06,684.378959126412,656.1852043592244,654.7004611981512,656.1369278654664,12.278090665588316,406.69082820461716,3.349446005710207,0.9674849529375386,0.5606576472487895,0.0,4.5011316735548235,2.759133890289082,2.129781743912478,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,57.54,684.1407892023382,656.6792522346258,656.1369278654664,656.6595484877665,11.869759484601326,393.59751813197795,3.3459503121205163,0.9636679670327988,0.2040233631960876,0.0,4.412497245344452,2.68747663987005,2.4172899932493,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,63.02,683.0896261578001,656.2871570407368,656.6595484877665,656.3020936325007,11.514865607779182,381.8576717466335,3.330551121685048,0.9598900783487639,-0.13954707079494097,0.0,4.325608169732922,2.6229780848623214,2.6988967789931815,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,68.50000000000001,681.2551234800444,655.0455767734114,656.3020936325007,655.1006812233393,11.203508526241926,371.1947218945698,3.3037895782299427,0.9561450771398236,-0.4689387535850348,0.0,4.240430077956822,2.564952740936362,2.972798322623994,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,73.98000000000002,678.6689238278099,652.9932149115448,655.1006812233393,653.093474860761,10.928265359754048,361.4046241210198,3.2663064199201934,0.9524263098986795,-0.7831815412947505,0.0,4.156929278028224,2.5127096129286186,3.237325821507969,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,79.46000000000002,675.3641294903761,650.1704593728815,653.093474860761,650.3203309056206,10.683437145492805,352.3334426429857,3.218822328753814,0.9487270822338987,-1.0814712986644737,0.0,4.075072741407959,2.465535705192502,3.4909500065047414,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,84.94000000000001,671.3747753614228,646.6189833069783,650.3203309056206,646.8224061309106,10.464559857736026,343.86284912706566,3.1621181623464065,0.945040875380909,-1.3631856901005872,0.0,3.9948280899412207,2.4226835127991193,3.7322835622672126,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,90.42000000000002,666.7352595466565,642.3813068751153,646.8224061309106,642.6417264832171,10.268076562778266,335.9004182079701,3.0970149598014083,0.9413614528515848,-1.6278989108101247,0.0,3.916163583050446,2.383358184584518,3.960081192267529,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,95.90000000000002,661.4796889637737,637.500304303338,642.6417264832171,637.8207028265011,10.091111454150308,328.37293723514296,3.0243536595867893,0.9376828994092418,-1.875401078231633,0.0,3.839048105180433,2.3467017228186657,4.1732369207811955,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,101.38000000000001,655.6410954104322,632.0185763661366,637.8207028265011,632.4015189617686,9.93131065691182,321.2216606916765,2.9449744825632664,0.9339996123407505,-2.1057457859536783,0.0,3.763451153490721,2.3117776758479156,4.370777283910072,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,106.86000000000001,649.250482654435,625.9771353778974,632.4015189617686,626.4248748952006,9.786729547960096,314.3987896533828,2.8596960659267703,0.9303062291568065,-2.3194970892007682,0.0,3.689342825790139,2.2776065742721006,4.551841985694353,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,112.34,642.3357624628494,619.4090618156102,626.4248748952006,619.9240416950428,9.655764800207203,307.8642480207011,2.769295764109504,0.926597263411894,-2.5195394309969865,0.0,3.6166938087091673,2.2436825910797324,4.715584483594638,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,117.82000000000002,634.9215243993187,612.2933597631807,619.9240416950428,612.8819563379502,9.537219046206806,301.57841383893395,2.6745035907888766,0.9228644857660893,-2.7253467363292345,0.0,3.5454753661049443,2.2144668717652074,4.8604265669753755,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
fitted_energy_accounting,E72,123.30000000000003,627.0379170578774,604.1916786774354,612.8819563379502,604.894934286659,9.431272003546754,295.4583762245797,2.576110245353633,0.9190755880656265,-3.0860738280209685,0.0,3.475659327695127,2.235808288098703,4.977934877685001,0.0,1.0,0.10138173496160813,0.9997676118527177,0.03608858862322474
