variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,rear_sink_shape,k_core_axial_scale
initial_energy_accounting,E76,2.74,1093.5319314730539,1299.0802882875878,296.4675,1299.0802855268334,15.616005705684303,598.0576333467878,13.458594810677743,0.9999999972464402,100.02608707980896,118.38736682517738,4.279384726453297,-18.35419865048633,0.0,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,8.220000000000002,1102.1543970169153,1209.9699576280598,1299.0802855268334,1209.9699751068076,9.3792263544181,507.016377225434,13.77947349621418,0.9999998038527271,-9.618574436451455,0.0,4.2582775783495705,-9.627263616882264,0.0,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,13.700000000000001,1101.3458158009919,1158.8748943382338,1209.9699751068076,1158.8750348978062,8.066881097911562,416.2957400097154,13.749168346382739,0.999997249058612,-5.462364531776351,0.0,4.2372745367309115,-5.136991372812123,0.3373328335692695,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,19.180000000000003,1094.8399995988486,1124.6563914922936,1158.8750348978062,1124.6568046788434,7.29963197537289,365.92302417746515,13.50694957386479,0.9999879251043046,-3.6355035965340425,0.0,4.216375088113883,-2.662419628811856,0.9811109886191728,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,24.66,1084.5246401840027,1098.1688813698293,1124.6568046788434,1098.1697412433034,6.772679761865585,332.43052233892377,13.128756141661437,0.9999675371502653,-2.8011645801407425,0.0,4.195578721548616,-1.218346461342767,1.5856882398460894,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,30.14,1071.4156716938883,1074.8101920499328,1098.1697412433034,1074.8117646595615,6.3812856748095,307.76271109986686,12.658413978542047,0.9999326780831381,-2.4605904094464934,0.0,4.174884928604837,-0.3031097008193397,2.1567797948241836,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,35.620000000000005,1056.1010773478874,1052.3286956366492,1074.8117646595615,1052.3313805070527,6.077185844270875,288.3284756684055,12.123325563026569,0.9998805825663414,-2.359372835213981,0.0,4.154293203360121,0.3368503858972857,2.6938271498676096,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,41.1,1038.954386150112,1029.6743674566394,1052.3313805070527,1029.6786986564728,5.83386023796627,272.2848699060596,11.542363669267942,0.9998088362387557,-2.3685384558802194,0.0,4.133803042387365,0.8286483493220459,3.1943494740725944,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,46.580000000000005,1020.2410972809391,1006.406894097502,1029.6786986564728,1006.4135217110362,5.635067142280082,258.5896940613971,10.929838688408736,0.9997152084395794,-2.4230340889689512,0.0,4.11341394474275,1.2353088943887949,3.6556702061503525,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
initial_energy_accounting,E76,52.06,1000.1732411452152,982.3935013913688,1006.4135217110362,982.4031678589544,5.470130804183853,246.60823535393308,10.297481122841392,0.9995975662194715,-2.4902525306438315,0.0,4.093125411952834,1.5876209396823184,4.075542479279927,0.0,1.0,0.10138175416458317,0.9997676179101859,0.0
