simulation_id,r_mm,z_mm,T_solid_K,T_gas_K,h_W_m2K
E69,1.6949999999999998,0.9375,1581.7002686954436,296.73849999999993,1244.5147389295616
E69,1.6949999999999998,2.8125,1600.3352391262947,1576.391292848907,1130.9693830804758
E69,1.6949999999999998,4.6875,1608.9584237653203,1600.1255295956043,1001.86289532833
E69,1.6949999999999998,6.5625,1610.0281078389435,1608.8250659110904,931.8124987747096
E69,1.6949999999999998,8.4375,1605.3541723531935,1610.0037312910938,885.4651318595227
E69,1.6949999999999998,10.312499999999998,1596.2848276616212,1605.4685063728118,851.233395691295
E69,1.6949999999999998,12.1875,1583.851033916133,1596.5450976705804,824.1420330236045
E69,1.6949999999999998,14.062499999999998,1568.8580221347956,1584.2531829618397,801.6730983925285
E69,1.6949999999999998,17.772727272727273,1535.039710867122,1569.3925116337307,767.6047550169613
E69,1.6949999999999998,23.31818181818182,1476.7419645679183,1535.042206894852,728.8038960183342
E69,1.6949999999999998,28.863636363636363,1417.0337799205972,1476.7486530628084,696.7361600338257
E69,1.6949999999999998,34.40909090909091,1359.6564490007943,1417.043666230864,670.0221042666561
E69,1.6949999999999998,39.95454545454545,1306.1739325531532,1359.6692820776466,647.1970845265712
E69,1.6949999999999998,45.5,1256.8365471433815,1306.1893542717705,627.348029480129
E69,1.6949999999999998,51.04545454545455,1211.1855336803615,1256.8542608059472,609.8029852392625
E69,1.6949999999999998,56.59090909090909,1168.4610035418661,1211.2054078691026,594.0231178944721
E69,1.6949999999999998,62.13636363636364,1127.8494871317953,1168.4831086927854,579.5650961559501
E69,1.6949999999999998,67.68181818181819,1088.6145558016387,1127.8740866926273,566.0654343631704
E69,1.6949999999999998,73.22727272727273,1050.1535385315165,1088.6420780173619,553.2302187143569
E69,1.6949999999999998,78.77272727272727,1012.0135727110174,1050.1845463719815,540.8259283385254
E69,1.6949999999999998,84.31818181818181,973.8882307216159,1012.0487391850019,528.6710490917154
E69,1.6949999999999998,89.86363636363637,935.6061914706031,973.9283199109179,516.6289203673288
E69,1.6949999999999998,95.40909090909092,897.1169523555568,935.6520423958948,504.60200475549226
E69,1.6949999999999998,100.95454545454547,858.474936850275,897.1694620076837,492.52738657937186
E69,1.6949999999999998,106.50000000000001,819.8217786612053,858.535039254568,480.37304891070755
E69,1.6949999999999998,112.04545454545456,781.3663817388253,819.8904180015429,468.13439953416844
E69,1.6949999999999998,117.59090909090911,743.3629705169145,781.4444789516203,455.830596634275
E69,1.6949999999999998,123.13636363636364,706.0881695875617,743.4513841164729,443.5004103210963
E69,1.6949999999999998,128.6818181818182,669.8186634790984,706.1876527337217,431.19756159855916
E69,1.6949999999999998,134.22727272727275,634.8109174131739,669.9298207155359,418.98561873804226
E69,5.084999999999999,0.9375,1556.9784638781487,296.73849999999993,1236.0073872313214
E69,5.084999999999999,2.8125,1575.48261888725,1551.669221408487,1122.7645701552526
E69,5.084999999999999,4.6875,1584.2943487936072,1575.270181737927,994.682980124689
E69,5.084999999999999,6.5625,1585.791075304945,1584.1559012649664,925.2306992662993
E69,5.084999999999999,8.4375,1581.7300523709903,1585.7574553269926,879.3215260412152
E69,5.084999999999999,10.312499999999998,1573.4215702487961,1581.8304341887754,845.4507312334283
E69,5.084999999999999,12.1875,1561.867043514201,1573.6628952469628,818.678224701588
E69,5.084999999999999,14.062499999999998,1547.8471020921943,1562.2451370543854,796.5035070120736
E69,5.084999999999999,17.772727272727273,1516.143832900076,1548.3524460687406,762.8888515793273
E69,5.084999999999999,23.31818181818182,1461.2124969510207,1516.1462407286137,724.7384185421352
E69,5.084999999999999,28.863636363636363,1404.764706857107,1461.218945313566,693.3579611074941
E69,5.084999999999999,34.40909090909091,1350.2779786321278,1404.7742125352504,667.2665854198309
E69,5.084999999999999,39.95454545454545,1299.1883096650968,1350.2903051957962,644.9779931734972
E69,5.084999999999999,45.5,1251.7305401896342,1299.2031408383473,625.5691822414469
E69,5.084999999999999,51.04545454545455,1207.5001376558557,1251.7476285024818,608.371231241534
E69,5.084999999999999,56.59090909090909,1165.8206249905454,1207.5193918308346,592.8569812360114
E69,5.084999999999999,62.13636363636364,1125.964142934793,1165.8421395201838,578.5982697874122
E69,5.084999999999999,67.68181818181819,1087.268790020095,1125.9881899879624,565.246602032712
E69,5.084999999999999,73.22727272727273,1049.1912625063055,1087.2957954379117,552.5210188866795
E69,5.084999999999999,78.77272727272727,1011.3235495127514,1049.221780231652,540.1983571279864
E69,5.084999999999999,84.31818181818181,973.3919964368667,1011.3582403487896,528.10499306278
E69,5.084999999999999,89.86363636363637,935.2487038480526,973.4316112927705,516.110089847538
E69,5.084999999999999,95.40909090909092,896.8596443847307,935.2940688722096,504.12031368234716
E69,5.084999999999999,100.95454545454547,858.2906886533548,896.9116446749163,492.075729562217
E69,5.084999999999999,106.50000000000001,819.6913463290826,858.3502476878202,479.94639929949574
E69,5.084999999999999,112.04545454545456,781.275910566476,819.7593993156742,467.7291562045333
E69,5.084999999999999,117.59090909090911,743.3023220767437,781.3533711925836,455.444123292525
E69,5.084999999999999,123.13636363636364,706.0498894464247,743.3900433968437,443.1307318311407
E69,5.084999999999999,128.6818181818182,669.7974899942812,706.148620776066,430.8432025292191
E69,5.084999999999999,134.22727272727275,634.8037319427956,669.9078329769725,418.6455790364361
E69,8.475,0.9375,1510.3318533579038,296.73849999999993,1219.6745003763763
E69,8.475,2.8125,1528.6663486559648,1505.026246574024,1106.961087476868
E69,8.475,4.6875,1537.9289828840822,1528.4479711087113,980.876542401116
E69,8.475,6.5625,1540.3343511148232,1537.7790497024694,912.6009667488489
E69,8.475,8.4375,1537.5323481833072,1540.280347467462,867.5603952446614
E69,8.475,10.312499999999998,1530.7554224414926,1537.6025991852503,834.4081747023937
E69,8.475,12.1875,1520.9444280130735,1530.9565957227676,808.2710012377017
E69,8.475,14.062499999999998,1508.830090023098,1521.2724090852626,786.6812329139688
E69,8.475,17.772727272727273,1481.2132987830153,1509.2756778767282,753.9594755549815
E69,8.475,23.31818181818182,1432.6288962155218,1481.2155092243102,717.0750812580532
E69,8.475,28.863636363636363,1382.2177524267372,1432.6348412005345,687.0083578560905
E69,8.475,34.40909090909091,1333.0243993757103,1382.226500282044,662.0860378397567
E69,8.475,39.95454545454545,1286.2957403894902,1333.0357507576514,640.7926596278667
E69,8.475,45.5,1242.2636738195658,1286.309456841395,622.1957874876164
E69,8.475,51.04545454545455,1200.6307555364324,1242.2795929896545,605.6372450562224
E69,8.475,56.59090909090909,1160.8716405779858,1200.648853286661,590.613394970097
E69,8.475,62.13636363636364,1122.4108455854064,1160.892050668447,576.7242619979263
E69,8.475,67.68181818181819,1084.719024808614,1122.4338534922156,563.6485506984695
E69,8.475,73.22727272727273,1047.3590532571448,1084.7450508033849,551.1286780756263
E69,8.475,78.77272727272727,1010.003757258242,1047.3886343042593,538.9602068937803
E69,8.475,84.31818181818181,972.4390231897037,1010.0375315532999,526.9838492136728
E69,8.475,89.86363636363637,934.5598198601854,972.4777171983849,515.0794104551971
E69,8.475,95.40909090909092,896.3624704617314,934.6042356941101,503.1612814354139
E69,8.475,100.95454545454547,857.934048951397,896.4134708467877,491.1750308899317
E69,8.475,106.50000000000001,819.4387174861819,857.9925373871464,479.0945728800646
E69,8.475,112.04545454545456,781.1008248241302,819.5056120825833,466.91938705263993
E69,8.475,117.59090909090911,743.1852503535318,781.1770254260741,454.671384603019
E69,8.475,123.13636363636364,705.9763068231163,743.2715996447874,442.391213714726
E69,8.475,128.6818181818182,669.7569794385194,706.0735469983973,430.1340086396651
E69,8.475,134.22727272727275,634.7900064095838,669.8657070345694,417.96469883399845
E69,11.865,0.9375,1447.081112462054,296.73849999999993,1196.8832852476735
E69,11.865,2.8125,1465.349134309176,1441.791078186735,1084.8025260180627
E69,11.865,4.6875,1475.4202227706955,1465.1209162579726,961.5679232053878
E69,11.865,6.5625,1479.266475433933,1475.2505145905272,894.9947067019444
E69,11.865,8.4375,1478.3753044751106,1479.1783966390492,851.2230700849793
E69,11.865,10.312499999999998,1473.8609271721202,1478.396543347486,819.125582120952
E69,11.865,12.1875,1466.572984753062,1473.9984063765348,793.9207030704345
E69,11.865,14.062499999999998,1457.16855404448,1466.8233060158034,773.1855140558204
E69,11.865,17.772727272727273,1435.2519133757962,1457.5235371378226,741.7485761276942
E69,11.865,23.31818181818182,1395.2284373164423,1435.253790068095,706.6561068323281
E69,11.865,28.863636363636363,1352.760945465547,1395.2335976553925,678.4013655440559
E69,11.865,34.40909090909091,1310.432018999984,1352.768589009263,655.0518338968836
E69,11.865,39.95454545454545,1269.3251055128812,1310.4420116708911,635.075849383387
E69,11.865,45.5,1229.7120158758198,1269.3373094130752,617.5453813256726
E69,11.865,51.04545454545455,1191.4469381473525,1229.7263681938807,601.8257222606211
E69,11.865,56.59090909090909,1154.197150019864,1191.4634893089092,587.4476618094716
E69,11.865,62.13636363636364,1117.5766394392463,1154.2160754047932,574.048576410302
E69,11.865,67.68181818181819,1081.2206856503385,1117.5982364584597,561.3420268621202
E69,11.865,73.22727272727273,1044.8250782725847,1081.2453648374806,549.1001296153913
E69,11.865,78.77272727272727,1008.1649825060643,1044.8533534373466,537.1422925333596
E69,11.865,84.31818181818181,971.1025632639701,1008.1974617718535,525.3276086292951
E69,11.865,89.86363636363637,933.5883244201636,971.1399405200214,513.5496436138451
E69,11.865,95.40909090909092,895.6582980941721,933.6313694403808,501.7328587654465
E69,11.865,100.95454545454547,857.4275342634044,895.7078431605153,489.83004944962687
E69,11.865,106.50000000000001,819.0796602149436,857.4844553855581,477.82021484349735
E69,11.865,112.04545454545456,780.8524431092552,819.1448517628016,465.7063355170994
E69,11.865,117.59090909090911,743.020021770032,780.9267856263624,453.5126786246631
E69,11.865,123.13636363636364,705.8733480387759,743.1043436102744,441.28147047306084
E69,11.865,128.6818181818182,669.7008688772421,705.9683820241265,429.0690053980043
E69,11.865,134.22727272727275,634.7710853971122,669.8072056026007,416.94137083207016
E69,15.254999999999999,0.9375,1374.3985208510962,296.73849999999993,1169.6257960356145
E69,15.254999999999999,2.8125,1392.8195715547834,1369.1468362744033,1058.1551293888529
E69,15.254999999999999,4.6875,1404.0882177219735,1392.577385848155,938.4189964114383
E69,15.254999999999999,6.5625,1409.8678189031793,1403.889458133206,873.9665422628756
E69,15.254999999999999,8.4375,1411.4358166299403,1409.731097161791,831.7901484248661
E69,15.254999999999999,10.312499999999998,1409.7540362226275,1411.3889910729383,801.0227042264119
E69,15.254999999999999,12.1875,1405.5565086236948,1409.8053319699775,776.9906822232832
E69,15.254999999999999,14.062499999999998,1399.409662142609,1405.7043044244172,757.3235212333268
E69,15.254999999999999,17.772727272727273,1384.200338428518,1399.6477766076266,727.464278983724
E69,15.254999999999999,23.31818181818182,1353.901370606322,1384.20173643114,694.5299667385448
E69,15.254999999999999,28.863636363636363,1320.2269620692305,1353.905491021446,668.3954680573058
E69,15.254999999999999,34.40909090909091,1285.3849354910697,1320.2332385958318,646.8376883443043
E69,15.254999999999999,39.95454545454545,1250.3763080076344,1285.393321909438,628.3371677147104
E69,15.254999999999999,45.5,1215.5650224396911,1250.3867709211925,611.9917847766969
E69,15.254999999999999,51.04545454545455,1180.9839964092694,1215.5775914542357,597.2041052702208
E69,15.254999999999999,56.59090909090909,1146.5059660566608,1180.9987864545858,583.5472972061616
E69,15.254999999999999,62.13636363636364,1111.941550281345,1146.52318550912,570.7005524834185
E69,15.254999999999999,67.68181818181819,1077.0965024721,1111.9615021903032,558.4150209166173
E69,15.254999999999999,73.22727272727273,1041.805434451242,1077.1195829016315,546.4944877330488
E69,15.254999999999999,78.77272727272727,1005.9517864420067,1041.832129878064,534.7838229270807
E69,15.254999999999999,84.31818181818181,969.4795617489773,1005.9826706145328,523.1618908190746
E69,15.254999999999999,89.86363636363637,932.3996506910339,969.5152912751746,511.5371992726921
E69,15.254999999999999,95.40909090909092,894.7917884590555,932.4409579086322,499.84525003253185
E69,15.254999999999999,100.95454545454547,856.8021419026995,894.8394698873335,488.0468278185237
E69,15.254999999999999,106.50000000000001,818.6361798540803,856.8570407855824,476.12658802679675
E69,15.254999999999999,112.04545454545456,780.5468115724605,818.6991619132718,464.0914120569135
E69,15.254999999999999,117.59090909090911,742.8186035337083,780.6187339075739,451.9681696110214
E69,15.254999999999999,123.13636363636364,705.7498583166839,742.9002772990605,439.80077344946096
E69,15.254999999999999,128.6818181818182,669.6349751463282,705.8420059636301,427.6466842228017
E69,15.254999999999999,134.22727272727275,634.7491669119523,669.7381824959618,415.5731837303129
E69,18.645000000000003,0.9375,1300.1595927124124,296.73849999999993,1140.3046469230314
E69,18.645000000000003,2.8125,1318.971116191488,1294.980415224069,1029.3403225189866
E69,18.645000000000003,4.6875,1331.7307640795377,1318.7119524086181,913.4589626288272
E69,18.645000000000003,6.5625,1339.7563394891883,1331.4953273207414,851.373813179233
E69,18.645000000000003,8.4375,1344.087050869132,1339.5595359525723,810.9895875801539
E69,18.645000000000003,10.312499999999998,1345.5129617552907,1343.9580631219947,781.7172668577024
E69,18.645000000000003,12.1875,1344.6405346764109,1345.4625554414833,758.998006723126
E69,18.645000000000003,14.062499999999998,1341.9394537169437,1344.6699775707702,740.5168997402765
E69,18.645000000000003,17.772727272727273,1333.6847893759236,1342.0454695073172,712.3800243480106
