variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,cool_core_mult
initial_energy_accounting,E80,2.74,644.8982437284507,653.6928279770985,296.5685,653.6902274751462,18.8864311067015,488.3932247058152,0.9058272668041107,0.9999927182167424,48.4761388555314,54.88876354129829,2.131102870300053,-1.72150570424278,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,8.220000000000002,648.8994801212932,651.149983834954,653.6902274751462,651.1502516063497,11.866155488381555,391.6922322247515,0.9227925623831125,0.9998945883019167,-0.35720944762590323,0.0,2.1265372980501587,-0.44052735990132585,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,13.700000000000001,649.5432662316838,648.6593236740604,651.1502516063497,648.6604354751711,10.01950813798519,329.7829385601271,0.9255418508963911,0.9995536598645213,-0.3499640772900285,0.0,2.1219815068623125,0.17302832199323276,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,19.180000000000003,648.2685399584831,645.8940366094133,648.6604354751711,645.8968607000662,8.967006664462348,294.2484900087287,0.9201034203294862,0.9989791455282174,-0.38822179999999984,0.0,2.1174354757824156,0.46479980685791183,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,24.66,645.7537507167846,642.6791217077458,645.8968607000662,642.6848881590856,8.25753125546929,270.03087541368126,0.9094369992162608,0.9982079182452105,-0.4509197763400959,0.0,2.112899183900876,0.6018466851692612,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,30.14,642.3088207774156,638.9118466791736,642.6848881590856,638.9221315806061,7.735475213018517,251.93281227978866,0.8949596709786003,0.9972741085706732,-0.5278441634150915,0.0,2.1083726103526077,0.66494448423616,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,35.620000000000005,638.065220901699,634.52358680362,638.9221315806061,634.5402844367385,7.330139823485681,237.5931846090448,0.8773381735919148,0.9962038278646594,-0.6141501845164377,0.0,2.1038557343179165,0.6932611172746659,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,41.1,633.068224673217,629.4614925895182,634.5402844367385,629.4868067324819,7.003942298513615,225.75614830579647,0.8568866051086483,0.995015715602227,-0.7075641415486299,0.0,2.0993485350209515,0.7060037950875722,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,46.580000000000005,627.3221478836019,623.679689729187,629.4868067324819,623.7161450569541,6.7347487145497436,215.6802561490053,0.833765017075016,0.9937223018329897,-0.8070407247367302,0.0,2.0948509917309215,0.712997034652892,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,52.06,620.8134788320158,617.1349884930393,623.7161450569541,617.1854581938295,6.508551623536446,206.89361699266732,0.8080816028649889,0.9923311806519011,-0.9121283542591251,0.0,2.090363083761212,0.7200501948143425,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E80,57.54,613.5245461863242,609.7845500466512,617.1854581938295,609.8522991045477,6.31600821038302,199.07817829008337,0.7799515679319219,0.9908458453274746,-1.0226931849194845,0.0,2.0858847904697146,0.7320897163823082,0.0,0.0,1.0,0.10148436787927062,5.0
