variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,cool_core_mult
fitted_energy_accounting,E71,2.74,1136.1155404121416,1212.5769930867812,300.7835,1212.5745484414927,16.48749679396875,607.364675133031,3.433745946783796,0.999997318860787,141.93018167299442,162.9279008683626,6.305059040751214,-11.800224888487055,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,8.220000000000002,1172.3574726087613,1206.5601273290604,1212.5745484414927,1206.5603376774002,10.042159969188495,527.0235023704807,3.7729480595448157,0.9999650260040371,-1.015674939694673,0.0,6.292246055380509,-5.278463897360224,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,13.700000000000001,1191.6779525996874,1203.3129290844909,1206.5603376774002,1203.3135016782912,8.479601874394897,443.64884244328965,3.9625738757446296,0.99982367669972,-0.5479707639012397,0.0,6.279459108242266,-1.7956151013395174,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,19.180000000000003,1201.3780004028338,1200.870861129217,1203.3135016782912,1200.8719452833818,7.585294894417681,396.10692273892147,4.060127606162974,0.9995561548484493,-0.4118999532779008,0.0,6.266698146422334,0.07826633249993936,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,24.66,1205.1153875257974,1198.102821541012,1200.8719452833818,1198.1051189839945,6.980264178658425,363.8784452196393,4.098137766498031,0.9991703357465302,-0.4666044614199607,0.0,6.253963117114376,1.0822427873289484,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,30.14,1204.762007635153,1194.3205767941681,1198.1051189839945,1194.3255761165183,6.533943252906566,339.8668017359782,4.094533692883074,0.9986790152944682,-0.6370991964434566,0.0,6.2412539676181495,1.611416312027141,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,35.620000000000005,1201.2625457189467,1189.07000209424,1194.3255761165183,1189.0800229016952,6.187000341962419,320.848239099135,4.058957160969687,0.9980932991500653,-0.8836561234902373,0.0,6.228570645342261,1.8816639195497402,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,41.1,1195.0614071592138,1182.0163178455123,1189.0800229016952,1182.034534706521,5.907869093116188,305.1098313100796,3.9964218398174034,0.9974210614877069,-1.1858379459451835,0.0,6.215913097801068,2.0132365029357295,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,46.580000000000005,1186.3255788474817,1172.8791534816235,1182.034534706521,1172.909670073419,5.677950426559827,291.6405625957109,3.909420105102645,0.9966668136426149,-1.5340512004307805,0.0,6.203281272615019,2.0751743226559314,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,52.06,1175.0662000745651,1161.3940155567018,1172.909670073419,1161.4420143832087,5.48548827157352,279.79536157222304,3.799160676788694,0.9958318629273464,-1.9250576228319807,0.0,6.190675117512721,2.1100155226476542,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,57.54,1161.2104309520412,1147.287078956063,1161.4420143832087,1147.3590650651604,5.322678052262573,269.1360076591262,3.6663459657497004,0.9949144162848361,-2.3596775162599792,0.0,6.178094580327503,2.148777965980266,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,63.02,1144.6535725840959,1130.255242403373,1147.3590650651604,1130.359413132644,5.184167856567548,259.3479785348202,3.511744111426642,0.993909506001608,-2.841823891720929,0.0,6.165539608999471,2.22208090754172,0.16311033647736944,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,68.50000000000001,1125.3145171682045,1110.0513178068682,1130.359413132644,1110.1973494795895,5.066161443711876,250.19898444810804,3.33674042734576,0.992809189124893,-3.361007321986452,0.0,6.153010151574826,2.3555553639293927,0.6962699236703824,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,73.98000000000002,1103.1898000804479,1086.611040895668,1110.1973494795895,1086.8090789308837,4.965783261890171,241.52295679623901,3.1437743909955977,0.9916036867528039,-3.8856514316337334,0.0,6.140506156203451,2.5585844881202253,1.566136387906436,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,79.46000000000002,1078.386689393894,1060.0487180553846,1086.8090789308837,1060.3087561940374,4.880700929912758,233.20811076364222,2.9364608475189304,0.9902827118115958,-4.38515323368686,0.0,6.128027571143736,2.830082063884355,2.7293075041764907,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,84.94000000000001,1051.1444351778018,1030.6530209898326,1060.3087561940374,1030.984085696545,4.808938372474729,225.184038082012,2.719492372028829,0.9888364019831997,-4.830181915268771,0.0,6.115574344755685,3.1624208963188,4.135236896037415,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,90.42000000000002,1021.8481501737666,998.880842611116,1030.984085696545,999.2899565360674,4.748748766856895,217.4130428806377,2.4983872092808808,0.9872563054186553,-5.193247468428779,0.0,6.103146425507804,3.5445232184585134,5.728923797234626,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,95.90000000000002,991.0368968780447,965.3464497405174,999.2899565360674,965.8373930153858,4.698523843119982,209.88413907454895,2.279135417441033,0.985536459805832,-5.449694304168699,0.0,6.09074376197022,3.9647828167559642,7.454661670582393,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,101.38000000000001,959.4063366300245,930.8032654514076,965.8373930153858,931.3752104730142,4.656724989248788,202.60861496615271,2.067799405894098,0.9836746320980245,-5.579033311475271,0.0,6.078366302819838,4.4142853765192775,9.260632299312705,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,106.86000000000001,927.8072186075356,896.1164636207081,931.3752104730142,896.7626217035962,4.62182643903026,195.61636349864293,1.870139055392667,0.9816738216592131,-5.566388892359504,0.0,6.06601399683587,4.89080474735133,11.104002327361615,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,112.34,897.244949152811,862.2265162303132,896.7626217035962,862.932982285889,4.592265013238039,188.95238894650487,1.6913509252094208,0.9795441308192008,-5.403677417437777,0.0,6.053686792903275,5.404362188699698,12.956063825094907,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,117.82000000000002,868.8934342640395,830.1063036854373,862.932982285889,830.8513047756735,4.566396215254391,182.67311188809586,1.5360317939308799,0.9773050115942613,-5.0901139218391505,0.0,6.041384640010698,5.985981793390983,14.80691448599298,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,123.30000000000003,844.1493180413572,800.715553233202,830.8513047756735,801.4693195585818,4.542463982271848,176.8422622316835,1.4085052835857899,0.9749876380445492,-4.6319381108763205,0.0,6.029107487249428,6.703092533054641,16.669204387359443,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E71,128.78,824.7728039915036,774.9534868203447,801.4693195585818,775.6790479491876,4.518601564713958,171.52610964865016,1.313722550896592,0.9726366832976483,-4.0419429871063715,0.0,6.016855283815128,7.688568891204515,18.580454386166913,0.0,1.0,0.10139749224843751,1.0
