variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,cool_core_mult
fitted_energy_accounting,E73,2.74,744.6177734432459,742.2264122925366,296.981,742.0993886932462,24.426744988275114,677.8510429574466,0.9667203334909479,0.999714711042981,121.54709880522017,112.89185323785686,4.368740995807699,0.3690565426220475,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,8.220000000000002,756.5083030668399,747.0559896765217,742.0993886932462,747.047558800278,15.255629654839108,555.356936408652,1.0137754163733732,0.9982990609346879,1.4169716883488155,0.0,4.3598629481786615,1.4587667356627017,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,13.700000000000001,764.7872471715679,751.8755433261617,747.047558800278,751.8534924463413,12.844262870453878,469.8304411963643,1.0474241209856412,0.9954326945949791,1.3777045635727831,0.0,4.351002942298778,1.9926512476510914,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,19.180000000000003,770.8638246704297,756.3485179071585,751.8534924463413,756.312476349104,11.462326110779422,421.188744678428,1.0725897809545835,0.9919819012442439,1.2795353777316743,0.0,4.342160941504122,2.2401337947479116,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,24.66,775.4228376890021,760.2685564661458,756.312476349104,760.2221529057994,10.525418305015085,388.3409657338567,1.0917329587288733,0.9882703183520999,1.122928906304376,0.0,4.333336909205472,2.338746128902579,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,30.14,778.76941034104,763.4811329522565,760.2221529057994,763.4304630705808,9.831925771659126,364.00620294034326,1.1059291658756922,0.9844522270914594,0.922195777930525,0.0,4.324530808887115,2.3594256325848386,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,35.620000000000005,781.0065521965765,765.851354885845,763.4304630705808,765.8043963550173,9.290216592368955,344.87599565556945,1.1154874555791103,0.9806027966505448,0.6827750807979864,0.0,4.315742604108765,2.3388875078924767,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,41.1,782.126495855228,767.2462835453478,765.8043963550173,767.2127695996886,8.851583329576538,329.1879793432712,1.1202930826075388,0.9767568878592322,0.40523227153767716,0.0,4.306972258503404,2.2964493284242695,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,46.580000000000005,782.0580826100073,767.5245573536522,767.2127695996886,767.5161163203975,8.487361933702909,315.8979270899633,1.1199991294607075,0.9729269891220623,0.08729809767906242,0.0,4.2982197357775265,2.242945437843859,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,52.06,780.6926127227484,766.5294844787798,767.5161163203975,766.5599595841607,8.179449123078669,304.33660112404687,1.1141428261566724,0.9691119786576787,-0.2751452876130193,0.0,4.289484999712572,2.1857824113606688,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,57.54,777.9008915674992,764.0833897903042,766.5599595841607,764.1693231339342,7.915822676042074,294.04738505413417,1.1022331446423776,0.9653014650169588,-0.6876804606408868,0.0,4.280768014162537,2.132442200147354,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,63.02,773.550340558343,759.9815976468541,764.1693231339342,760.1429182513315,7.688218160084442,284.701459484838,1.0838430661608789,0.961477750875715,-1.1574048270995525,0.0,4.272068743055406,2.0940514757279787,0.09052882189575558,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E73,68.50000000000001,767.5312741267838,754.0373678605298,760.1429182513315,754.296135156388,7.490771246404254,276.0541836233067,1.058738972561357,0.9576176954909675,-1.6788630985194204,0.0,4.263387150392674,2.082502005860734,0.39095965958026613,0.0,1.0,0.10139749224843751,1.0
