variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,cool_core_mult
initial_energy_accounting,E67,2.74,839.9271929287669,836.5481956253375,296.33849999999995,836.3844851648477,26.566148581412644,788.0928388425053,2.0012287463082683,0.999696950162473,172.73025839397158,159.3495572685739,6.1868819220275,0.6614255964821772,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,8.220000000000002,856.5867102796417,844.3610974069658,836.3844851648477,844.3471174316625,16.45522375327099,654.752216427625,2.1226862332561387,0.9982473793536741,2.7009800035288296,0.0,6.173627443883699,2.3931162296172603,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,13.700000000000001,868.7069406680635,852.3840649516926,844.3471174316625,852.3465683898712,13.84302476437614,554.6614450428302,2.2140717007662287,0.9953344772094229,2.7179623317160675,0.0,6.160401361495358,3.1951395155147413,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,19.180000000000003,878.2333760789265,860.1330239197098,852.3465683898712,860.0696336276285,12.343132568346592,497.93786352166927,2.2877134232405565,0.9918589027011824,2.628310232128129,0.0,6.147203614029874,3.5430736246213597,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,24.66,886.057933382121,867.333692625618,860.0696336276285,867.2476006234771,11.324372242640258,459.76800358059063,2.3494064790996165,0.9881482237183429,2.44653374587167,0.0,6.134034140783852,3.6651973940542684,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,30.14,892.5560194715877,873.79239691371,867.2476006234771,873.6900116049952,10.568919348638019,431.5900449720973,2.401476032549661,0.9843562268137225,2.198874035797978,0.0,6.120892881183106,3.672906228695352,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,35.620000000000005,897.8421103561744,879.3446523049822,873.6900116049952,879.2347072379325,9.977727574724693,409.51596668923287,2.4443968701852223,0.980556666129133,1.894769876013737,0.0,6.107779774785226,3.6208055604236993,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,41.1,901.8921979599323,883.8278076323957,879.2347072379325,883.7211696108542,9.49812702904859,391.4755018471231,2.4776256972782487,0.9767829978917972,1.5346917737996184,0.0,6.094694761275089,3.536034235763177,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,46.580000000000005,904.6026460613989,887.0649093472927,883.7211696108542,886.974783951552,9.099115901965547,376.24169714412386,2.500030851873086,0.9730465278865913,1.1138316214110704,0.0,6.081637780468384,3.4329438367121994,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,52.06,905.819261866708,888.8532251997714,886.974783951552,888.7956418907582,8.761119132614436,363.0270602047202,2.510131428844854,0.9693451636734872,0.6236608341210486,0.0,6.06860877230905,3.321035773238961,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,57.54,905.3543795020098,888.9536498067791,888.7956418907582,888.9482250254821,8.471151171762946,351.2923099055699,2.5062686812609307,0.9656676612561448,0.05227117210955204,0.0,6.055607676870236,3.210379129453943,0.0,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,63.02,903.0038325998348,887.078047987198,888.9482250254821,887.1491232570344,8.220310688475358,340.6461209215688,2.486798447681972,0.9619954323139519,-0.6162213439313995,0.0,6.042634434352372,3.117410474453211,0.11136838383296868,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,68.50000000000001,898.5765807498937,882.9405606320933,887.1491232570344,883.1160398740071,8.002314123709784,330.79369060715493,2.450400619067972,0.9583042341169035,-1.3805762316074266,0.0,6.029688985085106,3.060690200174803,0.4838059405646654,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,73.98000000000002,891.929641854145,876.3426359963715,883.1160398740071,876.6503684194124,7.812504502161533,321.5149997100793,2.39642365910341,0.9545675367067684,-2.2109221110739776,0.0,6.016771269525687,3.051095849169677,1.1079453796194758,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,79.46000000000002,882.9896684711252,867.1808564848869,876.6503684194124,867.647141297605,7.647249575457453,312.6503376240468,2.3250841367299873,0.9507593616289715,-3.073781320794597,0.0,6.0038812282586544,3.094513537214114,1.966470778299589,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,84.94000000000001,871.7678241454514,855.4545922696552,867.647141297605,856.1025574730473,7.503611474352069,304.0866948370693,2.237558064183631,0.9468556409404871,-3.9331217202462936,0.0,5.991018801995511,3.1932517711836064,3.035149231127452,0.0,1.0,0.10148436787927062,5.0
initial_energy_accounting,E67,90.42000000000002,858.3712577985829,841.2721701865429,856.1025574730473,842.1199423789976,7.379121969341792,295.74869580121737,2.1359806198780045,0.9428354650437082,-4.751169166953927,0.0,5.978183931575367,3.347079978908555,4.283667927627786,0.0,1.0,0.10148436787927062,5.0
