variant,simulation_id,z_mm,Tperim_K,Tcore_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,k_perim_W_m_K,effectiveness,Qgas_W,Qcore_source_W,Qperim_source_W,Qcore_perim_W,Qrear_core_sink_W,Qrear_perim_sink_W,active_flow_fraction,flange_scale,cool_core_mult
fitted_energy_accounting,E74,2.74,863.0083973420757,882.6773206895178,296.54699999999997,882.6605397741366,19.705546112496208,602.7254374111001,1.5050319627730628,0.9999713699926639,111.0344103951828,112.89185323785686,4.368740995807699,-3.0354866497483175,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,8.220000000000002,879.6960651229516,883.4382355757165,882.6605397741366,883.4380260627195,12.217971936665831,504.2166669950754,1.5940377667957288,0.9997305977522302,0.15682187824229152,0.0,4.3598629481786615,-0.5775256860679967,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,13.700000000000001,888.9886408533622,884.6761537069565,883.4380260627195,884.6749485511349,10.301887742204705,425.50087919269146,1.6450886039239956,0.9990266303904688,0.24954228912968363,0.0,4.351002942298778,0.665542131050509,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,19.180000000000003,893.9880134091715,885.6666828833856,884.6749485511349,885.6646728044171,9.205787322250702,380.58195105886125,1.6729992490794128,0.997973167910818,0.19971596410225986,0.0,4.342160941504122,1.284223201899397,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,24.66,896.2286967346605,885.9875592149261,885.6646728044171,885.9864833669635,8.46434408631849,350.1207267074025,1.6856103744804622,0.9966680295990674,0.06494651203766019,0.0,4.333336909205472,1.5805052300146842,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,30.14,896.4476337338889,885.3662274344821,885.9864833669635,885.3692174494362,7.917041686677763,327.44113286910505,1.6868459942666196,0.9951793851577642,-0.12457038851286033,0.0,4.324530808887115,1.7101831294014702,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,35.620000000000005,894.9690583615044,883.6018412754471,885.3692174494362,883.6132381135911,7.490934074221523,309.5101811978362,1.6785130453032173,0.9935515492899523,-0.3542895620987133,0.0,4.315742604108765,1.754292042324983,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,41.1,891.9000428951122,880.5242153915127,883.6132381135911,880.5495075784406,7.147240903286592,294.713730043009,1.661304391244596,0.9918122366834343,-0.6178442377047328,0.0,4.306972258503404,1.7556208800572946,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,46.580000000000005,887.2316065746971,875.9716881741012,880.5495075784406,876.0175691247567,6.8631352319334695,282.0968200904683,1.6353536044872938,0.9899775533713707,-0.9132292591786856,0.0,4.2982197357775265,1.7377327359765782,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,52.06,880.8931266137903,869.778563942433,876.0175691247567,869.8530882831575,6.624197413367715,271.04877373412984,1.6005539683868633,0.9880550923510107,-1.2408579714637056,0.0,4.289484999712572,1.7153001214519141,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,57.54,872.7855319968922,861.7670855617613,869.8530882831575,861.8799197662386,6.420849819979797,261.1542852065878,1.5567657701497217,0.9860457375090023,-1.6026241677523267,0.0,4.280768014162537,1.7004665920952138,0.0,0.0,1.0,0.10139749224843751,1.0
fitted_energy_accounting,E74,63.02,862.8089823444285,851.740806765508,861.8799197662386,851.9035946213598,6.246507187290352,252.11574678312863,1.503988902468198,0.9839445663698384,-2.001579114973017,0.0,4.272068743055406,1.7081412446122948,0.1085155797138076,0.0,1.0,0.10139749224843751,1.0
