variant,simulation_id,phase,sensor,rmse_K,steady_error_K,t90_error_s,shape_loss
baseline_v11_nu_front_source,E67,heating,T8,272.5007285406422,-261.82092000319574,-150.0,0.0014210950775514785
baseline_v11_nu_front_source,E67,heating,T9_pair,329.9473322294466,-342.5570518190616,-250.0,0.0005201724437110391
baseline_v11_nu_front_source,E67,heating,T10_pair,219.71843853459663,-260.2063252100153,-800.0,0.00015510335668899688
baseline_v11_nu_front_source,E67,heating,T3,160.53783955088298,-207.70946326455532,-500.0,0.000195251969866117
baseline_v11_nu_front_source,E67,heating,T2,7.0395591391754735,-14.015058684926828,-100.0,6.976929527608637e-5
baseline_v11_nu_front_source,E67,heating,T9_pair_minus_T8,62.12369463595601,-80.73613181586586,0.0,0.007374864883665321
baseline_v11_nu_front_source,E67,heating,T10_pair_minus_T8,82.84604707149195,1.6145947931804585,0.0,0.005759150631315631
baseline_v11_nu_front_source,E68,heating,T8,277.85025145361067,-275.88673341644096,-150.0,0.0008004415666758545
baseline_v11_nu_front_source,E68,heating,T9_pair,328.04669542822876,-343.7782371198041,-350.0,0.0002321982086701667
baseline_v11_nu_front_source,E68,heating,T10_pair,202.87412294785216,-241.41763015632876,-800.0,7.115765718835359e-5
baseline_v11_nu_front_source,E68,heating,T3,144.10601748463932,-182.63220035336485,-450.0,0.00012337676320954354
baseline_v11_nu_front_source,E68,heating,T2,10.491581460224676,-18.54028481494902,0.0,3.5092302582983526e-5
baseline_v11_nu_front_source,E68,heating,T9_pair_minus_T8,57.21390872399317,-67.89150370336313,0.0,0.006033105535651557
baseline_v11_nu_front_source,E68,heating,T10_pair_minus_T8,103.52862482506693,34.469103260112206,0.0,0.0029660389642610563
baseline_v11_nu_front_source,E69,heating,T8,262.61097116176836,-267.6590806682858,-200.0,0.0005713071676799685
baseline_v11_nu_front_source,E69,heating,T9_pair,303.44122943757844,-324.8215165181159,-400.0,0.00015400451914031422
baseline_v11_nu_front_source,E69,heating,T10_pair,174.6896276938262,-210.86156861107486,-1100.0,4.606713106760049e-5
baseline_v11_nu_front_source,E69,heating,T3,119.87828617037938,-153.91686661520203,-600.0,8.274435512589877e-5
baseline_v11_nu_front_source,E69,heating,T2,8.40199552411523,-14.767101906591165,200.0,0.0001409330609362516
