candidate,simulation_id,history_rms_K,history_max_K,final_max_K
winner,E69,20.117239769458294,32.86499932529102,24.29951131062205
winner,E74,18.97585615148856,30.280379336018655,22.631179754513596
winner,E79,12.906011529582198,19.603043809632936,15.200490043624995
runner,E69,20.04337761832794,32.87863886539867,24.254003807048548
runner,E74,18.8974517355004,30.265571365304936,22.5824383930742
runner,E79,12.84309827011743,19.57108379998465,15.15510836547935
