phase,simulation_id,sensor,rmse_K,steady_error_K,t90_error_s
heating_training,E67,T8,51.295965855658224,-12.596528650506912,200.0
heating_training,E67,T12,229.82043874594137,-223.83681511876728,100.0
heating_training,E67,T11,156.6854364412151,-184.41928292585726,-450.0
heating_training,E67,T9,229.35934171916097,-239.07045745955554,-200.0
heating_training,E67,T10,106.68734711084637,-139.82406858954153,-1050.0
heating_training,E67,T3,71.20572348229551,-93.5534885825657,-1350.0
heating_training,E67,T2,6.298327929534621,-2.4424622489182752,-750.0
heating_validation,E68,T8,60.993301859806124,-42.84057351538809,100.0
heating_validation,E68,T12,216.85197523934863,-221.71224671908465,0.0
heating_validation,E68,T11,117.50355798434481,-146.014309662154,-900.0
heating_validation,E68,T9,215.98079167248451,-229.7029352273754,-350.0
heating_validation,E68,T10,84.11103504666158,-100.09462064537888,-1600.0
heating_validation,E68,T3,73.00034919469876,-33.474305176235475,-1800.0
heating_validation,E68,T2,7.544394333053309,-9.714793325850223,-1450.0
heating_training,E69,T8,59.13887460005051,-41.88462869506907,200.0
heating_training,E69,T12,186.0410127905867,-189.78732691192613,-100.0
heating_training,E69,T11,72.857963554734,-90.61615147782493,-1000.0
heating_training,E69,T9,177.4306522213716,-192.41058667928985,-450.0
heating_training,E69,T10,53.321887443794445,-43.589475981505075,-1600.0
heating_training,E69,T3,84.70604296004126,30.58824409673639,-1800.0
heating_training,E69,T2,11.892011046809882,-12.054467952982463,-1700.0
heating_validation,E70,T8,103.1847857197861,-89.58747948841938,200.0
heating_validation,E70,T12,174.24458150933452,-184.2544915626205,-200.0
heating_validation,E70,T11,51.53833107412094,-50.67063671814094,-1450.0
heating_validation,E70,T9,165.30870668115307,-180.66986002895476,-600.0
heating_validation,E70,T10,89.32618677881311,-2.526946901336032,-2050.0
heating_validation,E70,T3,147.0874374504385,79.00573911756487,-2350.0
heating_validation,E70,T2,10.103306538781176,-16.05803472304018,-2250.0
heating_training,E71,T8,64.39752077572703,-52.80472937544391,100.0
heating_training,E71,T12,72.676204648552,-82.65116338601774,-450.0
heating_training,E71,T11,117.74989068011608,74.88703866612786,-1800.0
heating_training,E71,T9,71.16458143416457,-68.88704944268488,-800.0
heating_training,E71,T10,185.4028579582521,124.47107588320307,-2250.0
heating_training,E71,T3,248.99962372138594,199.87921675954965,-2600.0
heating_training,E71,T2,11.00632277691116,-12.387896031879677,-2250.0
heating_training,E72,T8,30.453561582258597,31.183940710848105,0.0
heating_training,E72,T12,154.46037525848408,-156.6185246987137,100.0
heating_training,E72,T11,131.27354733814144,-151.7174421203041,-350.0
heating_training,E72,T9,148.21716904215313,-165.30381484490272,-250.0
heating_training,E72,T10,84.1255061611946,-114.01307400565724,-950.0
heating_training,E72,T3,71.60388057337926,-104.517908968455,-950.0
heating_training,E72,T2,6.582834794832957,5.32253485800652,-500.0
heating_validation,E73,T8,18.348292968499095,-6.36528633638045,50.0
heating_validation,E73,T12,179.03714380449296,-185.00636664495494,0.0
heating_validation,E73,T11,116.93804364983002,-142.78891022886546,-700.0
heating_validation,E73,T9,172.50892740460606,-189.49378060400306,-400.0
heating_validation,E73,T10,78.10973996566884,-103.94843692635641,-1350.0
heating_validation,E73,T3,49.90064171438901,-62.648834372517285,-1550.0
heating_validation,E73,T2,4.016644351702864,-4.386745436801334,-1150.0
heating_training,E74,T8,37.0784219929199,-25.906312195474925,100.0
heating_training,E74,T12,140.97032300432775,-149.40943236708256,-200.0
heating_training,E74,T11,45.09702704748122,-53.69336019641389,-1300.0
heating_training,E74,T9,130.11979170166333,-143.48106391925467,-600.0
heating_training,E74,T10,68.74575986923304,-12.790929589299594,-1800.0
heating_training,E74,T3,109.67236613118901,49.182123046505126,-2150.0
heating_training,E74,T2,7.261234014867044,-6.4075480374944505,-1800.0
heating_validation,E75,T8,16.882260290242193,-6.012340541833169,100.0
heating_validation,E75,T12,65.72914844627222,-76.1030615743166,-550.0
heating_validation,E75,T11,85.79536660173221,46.47936906235623,-1700.0
heating_validation,E75,T9,58.51515074151081,-61.48857278188859,-850.0
heating_validation,E75,T10,143.2949358061921,89.0942815267415,-2150.0
heating_validation,E75,T3,196.08215789784353,151.02007535085954,-2350.0
heating_validation,E75,T2,9.312271183980434,-3.0407050876991093,-1950.0
heating_training,E76,T8,84.35640138427868,91.09632820360935,0.0
heating_training,E76,T12,107.89969812729372,98.69770564155237,-750.0
heating_training,E76,T11,244.34888048325357,230.4698169585895,-1900.0
heating_training,E76,T9,149.83774019150627,126.24259351035369,-950.0
heating_training,E76,T10,298.7916783822606,271.62575515337585,-2400.0
heating_training,E76,T3,335.4554003068511,318.1261051717852,-2500.0
heating_training,E76,T2,15.887062853768072,6.772679536226633,-2400.0
heating_training,E77,T8,51.73525176538978,51.3879858563522,-300.0
heating_training,E77,T12,76.1620581558802,-82.67445402639783,-250.0
heating_training,E77,T11,57.342317632429236,-71.91647585121143,-600.0
heating_training,E77,T9,68.58129410219924,-83.98140397676605,-600.0
heating_training,E77,T10,32.457522675370726,-47.946403394101026,-1100.0
heating_training,E77,T3,26.242269196715235,-42.02204544331937,-1100.0
heating_training,E77,T2,5.559912228562501,0.9832278139100481,-591.0
heating_validation,E78,T8,37.690419243105076,33.31150249795189,-350.0
heating_validation,E78,T12,79.85325085963603,-93.68756046788008,-550.0
heating_validation,E78,T11,41.677867842105826,-58.674104453923064,-1350.0
heating_validation,E78,T9,73.65419853477897,-90.33950688717312,-800.0
heating_validation,E78,T10,35.10966023383502,-32.3374849827336,-1900.0
heating_validation,E78,T3,39.14610458636708,-9.762676375340675,-1900.0
heating_validation,E78,T2,5.401632293209731,0.7324220441487341,-1450.0
heating_training,E79,T8,31.90550947254158,26.288879675491557,-350.0
heating_training,E79,T12,70.24028075189523,-83.81319169207075,-550.0
heating_training,E79,T11,25.682627524831037,-30.998929266059235,-1300.0
heating_training,E79,T9,61.85447359173939,-76.4446050866103,-850.0
heating_training,E79,T10,47.27246734675588,-2.320004377427722,-1850.0
heating_training,E79,T3,67.17740454079542,27.853816396437082,-1900.0
heating_training,E79,T2,4.170104263181076,0.8412043804262908,-1400.0
heating_validation,E80,T8,39.185621990102575,33.25000790289482,-350.0
heating_validation,E80,T12,46.850154383934346,-58.988755110570764,-700.0
heating_validation,E80,T11,39.98094026481707,6.275648993404616,-1600.0
heating_validation,E80,T9,41.54170202236289,-46.83402069816793,-1150.0
heating_validation,E80,T10,77.90133911858125,36.503846764205946,-2050.0
heating_validation,E80,T3,103.97878791024841,69.5939944419207,-2150.0
heating_validation,E80,T2,7.204614008109419,2.2686673543557276,-1750.0
heating_training,E81,T8,81.70706099744575,80.57882701801918,-400.0
heating_training,E81,T12,39.39177605100676,26.131453549830553,-900.0
heating_training,E81,T11,116.77306763994008,101.54950816105566,-1700.0
heating_training,E81,T9,72.79087005197374,47.66186311890158,-1200.0
