candidate,mesh,objective,curve,level,side_shape,effectiveness
winner,nominal,3.0034708734815982,2.7928358434150264,1.9507397797800732,0.4375624462395082,7.253904470467096
winner,refined,2.908290745698036,2.738917048203385,1.90246818959616,0.4765406285936747,6.893723028545378
runner,nominal,3.052197980658535,2.83251148334621,1.983091336019701,0.3759439463450163,7.4492866910671625
runner,refined,2.955362507084582,2.7790370810111895,1.9325693667691812,0.4079353906301428,7.08985054456171
