felt_conductivity_scale,felt_heat_capacity_scale,objective,side_objective,air_objective,felt_objective
0.7,0.7,1.2506623212232277,0.5990319136027553,2.7360248031006584,0.6341403828397607
0.7,1.0,1.3294378813754384,0.6075259947099857,2.640278940701925,0.9811460042695556
0.7,1.3,1.447667274472043,0.6215349666617974,2.569091239727111,1.4277530529639693
1.0,0.7,1.248445498313803,0.5923374736718001,2.6984951091015663,0.6732065870487102
1.0,1.0,1.2055761039012982,0.5982124643568816,2.577675147012492,0.6432952468493262
1.0,1.3,1.2529696072130772,0.6136518268655391,2.483692626747721,0.8746702948084841
1.3,0.7,1.283389095213667,0.589811522083125,2.6782675011142616,0.8132807868204618
1.3,1.0,1.1891907977261367,0.5922366722908345,2.540797925322616,0.6335225040433936
1.3,1.3,1.1676515924699138,0.6071466955329605,2.429330554191268,0.6533124933311635
