% Model:              Cav_Hex_Unif_flux_v5.1.1 - Lin. Distn.mph
% Version:            COMSOL 5.5.0.359
% Date:               Nov 25 2021, 14:20
% Dimension:          1
% Nodes:              305
% Expressions:        6
% Description:        Line graph
% x                       Height                   Height                   Height                   Height                   Height                   Height
0                         318.0531652477332        318.04546849403          318.04454685437935       318.0445544716308        318.04455320369937       318.04455234493525
0.6424298065109173        317.9973521525553        317.99680844435915       317.9968443490606        317.99684406392475       317.9968441677586        317.99684363519106
1.2848596130218346        317.9415390573774        317.94814839468836       317.9491418437419        317.9491336562187        317.94913513181785       317.94913492544686
1.927289419532752         317.88572596219944       317.8994883450175        317.9014393384232        317.9014232485127        317.9014260958771        317.9014262157027
2.569719226043669         317.82991286702156       317.8508282953467        317.8537368331045        317.8537128408066        317.85371705993634       317.8537175059585
3.2121490325545867        317.2725741061339        317.36736544066804       317.3799414849362        317.3798381117778        317.3798559648303        317.37986100622413
3.854578839065504         316.7152353452462        316.8839025859894        316.9061461367678        316.90596338274895       316.9059948697243        316.9060045064898
4.497008645576421         316.15789658435847       316.4004397313107        316.4323507885995        316.43208865372014       316.4321337746182        316.4321480067554
5.139438452087338         315.6005578234708        315.9169768766321        315.95855544043116       315.9582139246913        315.95827267951216       315.95829150702104
5.78512404423913          314.64624094779896       315.0945802455021        315.15333513137085       315.1528575474131        315.15294019154          315.1529660365675
6.430809636390923         313.6919240721271        314.2721836143721        314.34811482231055       314.3475011701348        314.3476077035678        314.34764056611385
7.076495228542718         312.73760719645526       313.4497869832421        313.54289451325025       313.5421447928566        313.5422752155956        313.54231509566023
7.7221808206945095        311.7832903207834        312.6273903521122        312.73767420418994       312.7367884155784        312.73694272762344       312.73698962520666
8.374377984128056         312.11337636403294       312.91859817216505       313.02470447972314       313.02386619121904       313.02401374551664       313.0240561766598
9.0265751475616           312.4434624072825        313.20980599221787       313.31173475525634       313.31094396685967       313.3110847634098        313.311122728113
9.678772310995145         312.7735484505321        313.50101381227074       313.59876503078954       313.5980217425003        313.598155781303         313.5981892795662
10.330969474428692        313.1036344937816        313.7922216323236        313.88579530632273       313.8850995181409        313.8852267991962        313.8852558310194
10.989805682945633        313.7181767820076        314.32865094800883       314.4135552713303        314.4129472656158        314.4130607516854        314.41308722181884
11.648641891462574        314.3327190702336        314.86508026369404       314.9413152363379        314.9407950130906        314.9408947041746        314.9409186126183
12.307478099979518        314.9472613584596        315.4015095793792        315.46907520134556       315.46864276056544       315.46872865666376       315.46875000341777
12.96631430849646         315.56180364668563       315.9379388950644        315.99683516635315       315.9964905080403        315.996562609153         315.99658139421723
13.625660412219972        318.02491750459143       318.064701608804         318.08087459046425       318.08088365343264       318.08089519168004       318.08089487960456
14.285006515943484        320.4880313624972        320.1914643225436        320.16491401457534       320.16527679882495       320.1652277742071        320.16520836499194
14.944352619666995        322.951145220403         322.3182270362832        322.24895343868644       322.2496699442172        322.2495603567341        322.24952185037927
15.60369872339051         325.4142590783088        324.4449897500228        324.33299286279754       324.3340630896095        324.33389293926115       324.3338353357666
16.26304482711402         327.02418989216363       325.8289821341406        325.6943804317219        325.69569499260115       325.6954875565567        325.6954254051375
16.922390930837533        328.6341207060184        327.2129745182584        327.0557680006463        327.0573268955927        327.0570821738523        327.0570154745084
17.581737034561048        330.2440515198732        328.59696690237627       328.4171555695707        328.41895879858436       328.41867679114785       328.41860554387927
18.24108313828456         331.853982333728         329.98095928649406       329.7785431384951        329.780590701576         329.7802714084434        329.78019561325016
18.900429242008073        334.9648965714525        332.6452068331676        332.38258603377847       332.38507713840147       332.38467647277156       332.3845739962872
19.559775345731584        338.075810809177         335.30945437984116       334.9866289290618        334.98956357522695       334.9890815370997        334.98895237932425
20.219121449455095        341.1867250469016        337.9737019265147        337.5906718243451        337.59405001205243       337.59348660142786       337.59333076236123
20.87846755317861         344.2976392846261        340.63794947318826       340.19471471962845       340.1985364488779        340.197891665756         340.1977091453983
21.53781365690212         347.7436827092556        343.58185232311615       343.06602064834146       343.07032196186753       343.06958287761336       343.0693637044343
22.197159760625635        351.1897261338852        346.525755173044         345.9373265770545        345.9421074748571        345.94127408947077       345.94101826347026
22.856505864349142        354.6357695585147        349.4696580229719        348.8086325057675        348.81389298784666       348.8129653013282        348.8126728225062
23.515851968072653        358.08181298314423       352.4135608728998        351.6799384344805        351.6856785008363        351.68465651318553       351.68432738154223
24.175198071796167        361.9061367900308        355.69392149760785       354.8566168371247        354.8628328848435        354.86169448620126       354.86132213032835
24.834544175519678        365.7304605969174        358.9742821223159        358.0332952397689        358.0399872688507        358.03873245921704       358.0383168791145
25.49389027924319         369.554784403804         362.2546427470239        361.20997364241305       361.21714165285795       361.2157704322328        361.21531162790063
26.153236382966703        373.37910821069056       365.535003371732         364.38665204505725       364.39429603686517       364.3928084052485        364.3923063766868
26.812582486690218        377.6488839113543        369.2188102029034        367.93539771379767       367.9435008487275        367.94187381465906       367.94130333148854
27.471928590413732        381.918659612018         372.90261703407486       371.48414338253804       371.4927056605899        371.4909392240697        371.4903002862902
28.131274694137247        386.1884353126817        376.5864238652463        375.0328890512784        375.0419104724523        375.0400046334803        375.03929724109196
28.790620797860765        390.4582110133454        380.27023069641774       378.58163472001877       378.59111528431464       378.58907004289085       378.5882941958937
29.449966901584272        394.094403990763         383.3948687853385        381.60201145190047       381.61196763866303       381.60981107084035       381.60897667949314
30.109313005307786        397.7305969681805        386.51950687425915       384.62238818378216       384.63281999301137       384.6305520987898        384.62965916309264
