variant,simulation_id,phase,sensor,rmse_K,steady_error_K,t90_error_s,shape_loss
initial_axial_redistribution,E67,heating,T8,82.48764512375668,-48.54513793716001,-200.0,0.003123855159968548
initial_axial_redistribution,E67,heating,T12_wall,146.8249119663896,-145.8770744171668,-250.0,0.0005312523842063384
initial_axial_redistribution,E67,heating,T11_wall,88.34803111154476,-100.11232980243642,-750.0,0.0002277315775268084
initial_axial_redistribution,E67,heating,T3,65.10636177168152,-44.886133656131506,-500.0,0.00046398486772478327
initial_axial_redistribution,E67,heating,T2,3.7868810898140266,-3.1684232181972902,-100.0,4.897361930045829e-5
initial_axial_redistribution,E67,heating,T12_minus_T8,83.04658314083042,-97.33193648000679,0.0,0.031982573561933264
initial_axial_redistribution,E67,heating,T11_minus_T8,57.51141961447219,-51.56719186527641,0.0,0.018182488025904883
initial_axial_redistribution,E68,heating,T8,68.30525561645713,-40.76042007494971,-200.0,0.0019165811315057177
initial_axial_redistribution,E68,heating,T12_wall,128.68967794650652,-132.438019390877,-350.0,0.0002498389612842242
initial_axial_redistribution,E68,heating,T11_wall,66.65224620092708,-66.53487059326858,-900.0,0.00016065134393633448
initial_axial_redistribution,E68,heating,T3,67.86442805459978,-3.6839468653868153,-450.0,0.0003321177765024468
initial_axial_redistribution,E68,heating,T2,4.480802574164,-4.640533237584009,-50.0,2.4822311281237125e-5
initial_axial_redistribution,E68,heating,T12_minus_T8,83.42328205859077,-91.6775993159273,0.0,0.027182094100629727
initial_axial_redistribution,E68,heating,T11_minus_T8,59.372784961343314,-25.774450518318872,0.0,0.009178720376013031
initial_axial_redistribution,E69,heating,T8,53.861757979039155,-14.807037823801238,-250.0,0.001559768973483996
initial_axial_redistribution,E69,heating,T12_wall,99.13159733597465,-103.89772204495864,-450.0,0.00015432347198477686
initial_axial_redistribution,E69,heating,T11_wall,44.36236126444973,-28.14785493514637,-900.0,0.0001399591668577967
initial_axial_redistribution,E69,heating,T3,67.07130695874287,32.72655576993918,-400.0,0.0003455902486721546
initial_axial_redistribution,E69,heating,T2,6.380694104061432,-0.6187472352244185,-150.0,0.00012558529078661912
initial_axial_redistribution,E69,heating,T12_minus_T8,82.0566808487781,-89.0906842211574,0.0,0.03415233868587309
initial_axial_redistribution,E69,heating,T11_minus_T8,50.96304356430025,-13.340817111345132,0.0,0.0072891843813971905
initial_axial_redistribution,E70,heating,T8,71.61358580852473,-53.00735102615181,-200.0,0.0009322542009747565
initial_axial_redistribution,E70,heating,T12_wall,111.93403009254901,-117.5025684197526,-550.0,9.60472488765804e-5
initial_axial_redistribution,E70,heating,T11_wall,56.209029806510564,-19.083273522093464,-800.0,0.00011624922950205459
initial_axial_redistribution,E70,heating,T3,89.03718937735195,46.66743439987306,-450.0,0.0002136322683258132
initial_axial_redistribution,E70,heating,T2,6.346602097812902,-8.828242111485281,50.0,1.6643969160366902e-5
initial_axial_redistribution,E70,heating,T12_minus_T8,59.16346035186582,-64.4952173936008,0.0,0.012791137313457707
initial_axial_redistribution,E70,heating,T11_minus_T8,87.97523607934521,33.924077504058346,0.0,0.0034631660382942555
initial_axial_redistribution,E71,heating,T8,66.8789388319745,-19.429577258137442,-250.0,0.0018518601911532192
initial_axial_redistribution,E71,heating,T12_wall,76.61528111020667,-71.93763918122318,-750.0,0.000228178993775067
initial_axial_redistribution,E71,heating,T11_wall,83.55754074724068,37.10953840281422,-800.0,0.00015618331676968376
initial_axial_redistribution,E71,heating,T3,127.54171176651293,99.16616666451284,-450.0,0.0002511333176709665
initial_axial_redistribution,E71,heating,T2,5.956080613424459,-7.198307014827776,100.0,1.4416814435798547e-5
initial_axial_redistribution,E71,heating,T12_minus_T8,53.373030567177324,-52.508061923085734,0.0,0.014580072575973477
initial_axial_redistribution,E71,heating,T11_minus_T8,104.317230449752,56.539115660951666,0.0,0.005362500579895337
initial_axial_redistribution,E72,heating,T8,79.88996567113514,-83.68339811522355,-400.0,0.0026355051571441447
initial_axial_redistribution,E72,heating,T12_wall,149.80019363680162,-162.96424965012955,-300.0,0.0004240035903830063
initial_axial_redistribution,E72,heating,T11_wall,114.30156126320644,-137.49471975323377,-600.0,0.0001863361318025023
initial_axial_redistribution,E72,heating,T3,71.11430558884092,-93.96173352984374,-450.0,0.0003431191678923717
initial_axial_redistribution,E72,heating,T2,2.641472772526369,0.36731275962216614,-150.0,7.056149425916005e-5
initial_axial_redistribution,E72,heating,T12_minus_T8,79.38806808921878,-79.28085153490599,0.0,0.037988863599363154
initial_axial_redistribution,E72,heating,T11_minus_T8,47.56770966717168,-53.81132163801021,0.0,0.07443868539885581
initial_axial_redistribution,E73,heating,T8,79.36131301179893,-75.16820776141196,-300.0,0.0015275732893380945
initial_axial_redistribution,E73,heating,T12_wall,156.9548940522567,-169.86590102686876,-350.0,0.00017259245906049817
initial_axial_redistribution,E73,heating,T11_wall,102.57536985136298,-125.70610061551031,-850.0,8.944561540521584e-5
initial_axial_redistribution,E73,heating,T3,59.63790322923736,-74.50290249114437,-550.0,0.00019527421346374283
initial_axial_redistribution,E73,heating,T2,3.4427518107020716,-2.2823734024278224,-200.0,7.217745456681715e-5
initial_axial_redistribution,E73,heating,T12_minus_T8,86.95445025903746,-94.69769326545679,0.0,0.030783934637232113
initial_axial_redistribution,E73,heating,T11_minus_T8,43.20328951631269,-50.537892854098345,0.0,0.012476076043267498
initial_axial_redistribution,E74,heating,T8,70.1577294849683,-57.212908691393864,-250.0,0.0008932422772682562
initial_axial_redistribution,E74,heating,T12_wall,135.28040418767702,-144.6430887575409,-500.0,8.779756894834754e-5
initial_axial_redistribution,E74,heating,T11_wall,62.77889392389543,-73.2375571133814,-750.0,7.242661408907408e-5
initial_axial_redistribution,E74,heating,T3,46.66668592197023,-21.231571347772615,-500.0,0.00014950771623174704
initial_axial_redistribution,E74,heating,T2,4.024072495565638,-5.2603759455299155,0.0,1.9570153543876663e-5
initial_axial_redistribution,E74,heating,T12_minus_T8,77.24611924373492,-87.43018006614705,0.0,0.01923493804017993
initial_axial_redistribution,E74,heating,T11_minus_T8,45.158577380544926,-16.024648421987536,0.0,0.0041108354779519915
initial_axial_redistribution,E75,heating,T8,54.23883265752664,-35.352670746526314,-300.0,0.0007342991163740394
initial_axial_redistribution,E75,heating,T12_wall,101.66385919599568,-113.04651579268034,-700.0,6.685914354114314e-5
initial_axial_redistribution,E75,heating,T11_wall,42.5322133999612,-28.425570183377545,-750.0,7.850892827993134e-5
initial_axial_redistribution,E75,heating,T3,63.28273248611449,22.21154137436065,-550.0,0.0001639346173147617
initial_axial_redistribution,E75,heating,T2,3.9091390507293178,-3.917586687960352,0.0,1.6745542613808828e-5
initial_axial_redistribution,E75,heating,T12_minus_T8,66.98105046283588,-77.69384504615402,0.0,0.013294935277741948
initial_axial_redistribution,E75,heating,T11_minus_T8,52.50495861265746,6.92710056314877,0.0,0.00279623909225026
initial_axial_redistribution,E76,heating,T8,52.68908372225075,17.141071580198968,-400.0,0.000671708510848851
initial_axial_redistribution,E76,heating,T12_wall,53.657343839208785,-56.110110225563744,-850.0,6.446477711032894e-5
initial_axial_redistribution,E76,heating,T11_wall,61.762030960147285,32.68945234668945,-650.0,8.527601326417038e-5
initial_axial_redistribution,E76,heating,T3,104.67467352938571,85.28966294420468,-600.0,0.00019580750644912097
initial_axial_redistribution,E76,heating,T2,3.829558777601976,-0.8847360923829228,0.0,1.2515786886290276e-5
initial_axial_redistribution,E76,heating,T12_minus_T8,65.58975326686212,-73.25118180576271,0.0,0.0071431273258187235
initial_axial_redistribution,E76,heating,T11_minus_T8,48.76836598230253,15.548380766490482,0.0,0.0020524968710203435
initial_axial_redistribution,E77,heating,T8,42.72558653478278,-46.993168572269724,-700.0,0.0022242934372916174
initial_axial_redistribution,E77,heating,T12_wall,105.41411439312766,-123.40052477972279,-600.0,0.00028691493451456093
initial_axial_redistribution,E77,heating,T11_wall,80.58227853942151,-102.77123142176356,-850.0,0.0001362597433987618
initial_axial_redistribution,E77,heating,T3,53.18063073606648,-75.96931910856921,-650.0,0.00020220462894563707
initial_axial_redistribution,E77,heating,T2,2.5248349619801482,1.6851858168833473,-191.0,0.0009254710821924427
initial_axial_redistribution,E77,heating,T12_minus_T8,72.57232861814872,-76.40735620745306,0.0,0.02101941629704043
initial_axial_redistribution,E77,heating,T11_minus_T8,48.35797994746718,-55.778062849493836,0.0,0.07715130908812357
initial_axial_redistribution,E78,heating,T8,48.23634098578692,-51.416046893799944,-650.0,0.0009315751713404607
initial_axial_redistribution,E78,heating,T12_wall,119.8261841498635,-138.27710292678307,-750.0,0.00010875709934518903
initial_axial_redistribution,E78,heating,T11_wall,83.52856305267058,-105.38546240308568,-900.0,5.2620658802980994e-5
initial_axial_redistribution,E78,heating,T3,55.15673460577973,-74.26399322299159,-650.0,9.45186892682099e-5
initial_axial_redistribution,E78,heating,T2,1.5886618054551869,-1.485345371855658,-100.0,1.7132071103049495e-5
initial_axial_redistribution,E78,heating,T12_minus_T8,79.07498331294437,-86.86105603298313,0.0,0.012335254645205858
