simulation_id,flow_lpm,irradiance,power_scale,nominal_absorbed_W,scaled_absorbed_W,added_absorbed_W,front_cell_source_fraction,downstream_source_fraction,T8_model,T8_experiment,T12_wall_model,T12_wall_experiment,T11_wall_model,T11_wall_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T8_model,T12_minus_T8_experiment,T11_minus_T8_model,T11_minus_T8_experiment,T9_interior_experiment,T10_interior_experiment,Lambda58_experiment,Lambda107_experiment,mean_nu,mean_effectiveness,receiver_gas_heat,receiver_to_tube_heat,receiver_to_cavity_heat,flange_heat_loss
E67,15.2805125,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,886.0625706040877,931.6279999999999,851.9918350673205,991.103,785.1240309113183,878.055,718.018653702081,763.414,323.53647989516355,326.43699999999995,-34.07073553676719,59.47500000000002,-100.93853969276938,-53.57299999999998,966.6659999999999,824.995,0.035173069435758465,0.09121281586477252,37.29650246809838,0.9999986737290375,133.3530566115069,32.82104851186377,41.59214246967745,36.16174130619376
E68,12.499871559633025,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,979.8050279016236,1012.649,929.2466904684311,1047.717,844.3208534910925,898.751,769.3537388065698,773.207,334.49926432921114,338.52,-50.55833743319249,35.0680000000001,-135.48417441053107,-113.89800000000002,1020.928,850.0989999999999,0.03576819369219926,0.0810872748212279,19.1657660474145,0.9998680535025501,122.27037827009423,32.94362920122298,46.73443548937563,40.69750745664737
E69,10.499733944954128,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1058.8820853692853,1058.429,990.7324436485161,1070.73,886.7947063623088,896.755,802.9384465914294,769.76,344.72347607875406,344.308,-68.14964172076918,12.30099999999993,-172.08737900697645,-161.6740000000001,1044.378,852.837,0.03404688552781276,0.0731946538136868,11.032465991275997,0.9982206786438702,111.07635709533298,34.21389569660882,50.62293357505188,43.02483741178475
E70,9.107139705882352,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1122.2637188786316,1152.474,1036.7668700159647,1120.277,916.8157961266115,912.173,827.1797176736263,779.518,345.1838846553963,352.421,-85.49684886266687,-32.19699999999989,-205.44792275202008,-240.30099999999993,1093.725,871.483,0.03233171423109301,0.06636406782867674,7.0515451156396125,0.9917480466831898,100.79890440669212,34.553734082783485,54.15246586803592,44.555070465900634
E71,7.126846153846151,456000.0,1.669539299381132,131.6928,219.86630504553952,88.17350504553951,0.6365105278484928,0.3634894721515072,1218.9409879834507,1203.298,1100.8019854915062,1120.348,951.9833223660225,882.823,852.373826756604,753.56,351.20320118035073,356.00399999999996,-118.13900249194444,-82.95000000000005,-266.9576656174281,-320.475,1095.306,847.476,0.030555252210167617,0.060729555296504756,3.4036007149682446,0.953048752428639,83.2092396418233,35.706286345712414,58.55507458178459,45.251502568046526
E72,18.707575757575754,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,654.4628185817562,737.656,636.252544681005,797.899,598.0771107342562,733.977,558.813873327287,652.9549999999999,310.3410389773465,309.928,-18.21027390075119,60.24300000000005,-56.38570784750004,-3.6789999999999736,771.112,684.1869999999999,0.0534162085200319,0.11379140908000156,94.4172587731495,0.9999999999742731,98.05157916968497,22.529688065942118,25.710763088677766,22.279690510614458
E73,13.170870967741934,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,765.1171050641658,837.694,729.1945937955765,894.482,669.9805034698452,791.76,619.807823871508,694.626,323.0234759588587,325.12,-35.922511268589346,56.78800000000001,-95.13660159432061,-45.93399999999997,867.5509999999999,747.4,0.04507272791175252,0.08965618993530448,32.140738971995205,0.9999961114058806,87.1806523238782,24.143004031816297,31.91225350539356,27.955155334521272
E74,9.023245901639344,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,902.8493598241686,948.538,833.8870203079362,962.509,741.5924086371211,804.0,676.5900690827416,697.672,329.42979802054737,333.964,-68.96233951623242,13.971000000000004,-161.25695118704743,-144.538,935.491,767.8009999999999,0.040569882365660545,0.07133468518266729,9.67828250596791,0.9972728738609242,70.565047378017,26.650283258667542,39.474959717890506,32.17110653604592
E75,6.944410852713178,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,993.7752424121255,1008.725,895.3101922893223,979.689,777.5528116954039,788.678,702.9496485017444,681.066,333.88882503433564,336.517,-98.46505012280318,-29.036000000000058,-216.22243071672165,-220.04700000000003,954.178,757.393,0.037352566735263215,0.06359159903855431,4.3830709773667875,0.9730891192614396,58.33722874985684,28.20333135328493,43.84319324156451,33.43066108426604
E76,4.526673611111114,304000.0,1.7170694424514947,87.7952,150.75045511391747,62.955255113917474,0.6365105278484928,0.3634894721515072,1109.8395125497048,1067.693,959.8842043848723,970.472,806.5563559536256,751.1579999999999,723.9168241828473,647.019,339.16114797425377,338.123,-149.95530816483245,-97.221,-303.28315659607915,-316.5350000000001,947.353,726.308,0.034300957931289816,0.05465256036798639,1.2941157642857186,0.8182425056115349,40.96101986513423,28.948074819022956,48.49388829296055,33.173273002215026
