irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-7.562576508381091,-34.14928244526689
456000.0,T12_perim,0.6095013255466605,-16.81065855368442
456000.0,T11_perim,6.580858202648521,-1.3657133576718719
456000.0,T9_core,0.8824302974068255,-16.731949144758126
456000.0,T10_core,6.897476141583413,-3.5441256722753445
456000.0,T3,5.343430796368319,0.5430107656374393
456000.0,T2,-4.206103427890654,-3.714704533708543
304000.0,T8,-8.388927408051003,-23.65036823444102
304000.0,T12_perim,-1.000739110248464,-13.173548257550575
304000.0,T11_perim,2.7979981893151815,-1.9289615808695002
304000.0,T9_core,-0.9487601273761423,-13.384545690629912
304000.0,T10_core,2.8964599439056795,-3.67897996265457
304000.0,T3,2.206113978664478,-0.13175631351821884
304000.0,T2,-2.5735390147860695,-2.0439067897339482
256000.0,T8,-9.934703133711903,-20.88606484778701
256000.0,T12_perim,-3.48841015583714,-13.987976018518863
256000.0,T11_perim,-0.15787946972391195,-5.174190237226035
256000.0,T9_core,-3.5263855936504283,-13.924381477027032
256000.0,T10_core,-0.12426138504723852,-6.148389808009175
256000.0,T3,0.16164609902529797,-3.039355302230513
256000.0,T2,-2.5122316216533105,-1.1393701213842518
