simulation_id,flow_lpm,irradiance,T8_model,T8_experiment,T12_perim_model,T12_perim_experiment,T11_perim_model,T11_perim_experiment,T9_core_model,T9_core_experiment,T10_core_model,T10_core_experiment,T3_model,T3_experiment,T2_model,T2_experiment,T12_minus_T9_model,T12_minus_T9_experiment,T11_minus_T10_model,T11_minus_T10_experiment
E67,15.2805125,456000.0,1141.5904264916785,931.6279999999999,1109.2129063940704,991.103,839.5193506244804,878.055,1164.4213674427003,966.6659999999999,844.5514987080717,824.995,655.4116364928375,763.414,400.3613063646639,326.43699999999995,-55.20846104862994,24.437000000000012,-5.0321480835913235,53.059999999999945
E68,12.499871559633025,456000.0,1167.1256016251086,1012.649,1119.1356287054257,1047.717,835.5310502973841,898.751,1174.9474575411818,1020.928,839.9428243804729,850.0989999999999,650.1797794395661,773.207,423.42612953462765,338.52,-55.81182883575616,26.7890000000001,-4.411774083088744,48.652000000000044
E69,10.499733944954128,456000.0,1180.500916294474,1058.429,1113.5980173739083,1070.73,816.140070823099,896.755,1168.4610035418661,1044.378,819.8217786612053,852.837,634.8739473137182,769.76,422.65531144992866,344.308,-54.86298616795784,26.35200000000009,-3.681707838106263,43.918000000000006
E70,9.107139705882352,456000.0,1191.2973205061344,1152.474,1113.2289332546568,1120.277,807.7875864209065,912.173,1167.6734803791178,1093.725,810.9950910378354,871.483,628.1166946094415,779.518,433.7050011927331,352.421,-54.444547124460996,26.552000000000135,-3.2075046169289863,40.690000000000055
E71,7.126846153846151,456000.0,1203.4286607988083,1203.298,1104.6785073892092,1120.348,786.8214200689105,882.823,1157.6973910748889,1095.306,789.3027220152628,847.476,612.6730446301893,753.56,435.7231857994314,356.00399999999996,-53.01888368567961,25.041999999999916,-2.481301946352346,35.34699999999998
E72,18.707575757575754,304000.0,943.7712051248765,737.656,889.3534269171947,797.899,675.0247469045074,733.977,910.4978296034665,771.112,677.0084450100906,684.1869999999999,550.7174210381571,652.9549999999999,351.90610461046293,309.928,-21.144402686271746,26.787000000000035,-1.9836981055831302,49.79000000000008
E73,13.170870967741934,304000.0,996.8918128611278,837.694,917.2977638217332,894.482,680.0607179825197,791.76,939.763544145126,867.5509999999999,681.7601886231855,747.4,551.2500725732588,694.626,371.8605762784667,325.12,-22.46578032339289,26.93100000000004,-1.6994706406658224,44.360000000000014
E74,9.023245901639344,304000.0,1031.43488301034,948.538,919.4278237842165,962.509,665.3362047318087,804.0,941.5362565788377,935.491,666.5474155815496,767.8009999999999,539.9164369480274,697.672,383.45892601599354,333.964,-22.108432794621194,27.01800000000003,-1.2112108497408371,36.19900000000007
E75,6.944410852713178,304000.0,1045.5662123403795,1008.725,913.3734947690809,979.689,652.5921848428582,788.678,934.8135332300078,954.178,653.5336216035672,757.393,531.1217998656313,681.066,385.1858255197996,336.517,-21.44003846092687,25.510999999999967,-0.9414367607090526,31.284999999999968
E76,4.526673611111114,304000.0,1062.3433365748717,1067.693,901.4578750201823,970.472,634.184144528632,751.1579999999999,921.6982290748294,947.353,634.7768493670958,726.308,518.8618344052322,647.019,387.5854137508239,338.123,-20.240354054647128,23.119000000000028,-0.5927048384637601,24.84999999999991
E77,13.84748387096774,256000.0,813.9304512311139,565.544,717.0119531335023,623.3499999999999,550.7258797761684,574.299,725.3107878358767,602.429,551.4212725064976,543.727,472.2193851759807,525.356,331.4551689325193,308.37,-8.298834702374393,20.920999999999935,-0.6953927303292176,30.572000000000003
E78,10.009137614678897,256000.0,865.0167870175711,631.689,754.058220692145,685.819,568.8822685479904,612.092,763.2817402158362,663.635,569.5330021036499,583.704,482.56628096328143,554.4549999999999,352.0862261392504,312.95899999999995,-9.223519523691152,22.18399999999997,-0.6507335556594853,28.388000000000034
E79,8.033490566037736,256000.0,878.93140862103,676.213,752.5405387414866,716.108,562.90255061829,622.325,761.5963746942649,694.063,563.4677282605952,595.766,478.2791918134965,560.0329999999999,351.2991467000671,314.96,-9.055835952778352,22.04499999999996,-0.5651776423052297,26.559000000000083
E80,6.605050847457628,256000.0,891.0031423326724,710.3340000000001,753.5755818454479,735.351,560.200549914286,626.4849999999999,762.5475664585967,713.233,560.6978446622533,601.77,476.2253127819082,561.2539999999999,353.8334743183443,316.11899999999997,-8.971984613148834,22.118000000000052,-0.49729474796731665,24.714999999999918
E81,4.527140495867768,256000.0,907.4626207138368,760.0609999999999,749.9991670405767,749.902,552.5816072152857,618.9749999999999,758.6499780871145,728.5039999999999,552.9613486453732,597.766,470.97246572862025,550.499,355.8705537480243,319.315,-8.650811046537797,21.39800000000014,-0.37974143008750616,21.208999999999946
