%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	316.7703303182754	317.9701271429163	317.89105387237356	317.95576130934285	318.2337702136565
1.0	317.97619684607815	317.91826549337605	316.9530411640725	317.39563140245286	316.94801052895735
2.0	319.0365022074612	317.3213336424728	315.55917031848276	315.3132496747756	311.8986636651733
3.0	318.3142827607172	315.76386770722564	313.7371934528197	313.1603886652954	309.83427967518844
4.0	317.5027640913785	313.616720430176	312.10335401963107	312.9544873757554	313.00054807631614
5.0	316.19146123561956	311.2448394405017	311.972333271485	315.69735282990086	317.5319759292533
6.0	314.7769192747006	314.0279240671638	313.83709038433165	320.92163957342007	325.28926351102876
7.0	313.0150753101334	317.4981523607868	318.46305893796233	328.4692740833072	336.9699494677599
8.0	311.811989437613	322.90821165595213	325.3278576794616	338.36914342740846	348.81442335246305
9.0	311.87198901397494	327.6941759581622	336.44332598958016	350.8301763806445	358.34308642721317
10.0	312.0338784417277	331.3529310278771	346.8586769490395	363.29849040335074	383.8737847283632
11.0	312.3582789231252	337.7192002220405	356.8339097455242	374.1397938326517	406.346653887063
12.0	313.52067559978485	346.60179442247636	365.883663593142	385.1965903139251	428.3756276346792
13.0	315.6445031270795	352.7435936794329	375.8991360566479	396.0567521591115	450.9702584670607
14.0	317.58469343497524	357.5970245470245	386.51702889333865	407.15941960742055	474.2119613296674
15.0	319.37143151431496	364.93916785419157	395.78430152375637	420.11729814456515	493.18585630362026
16.0	321.70124344616386	372.7335998849496	406.6607473860159	431.81515370662777	512.3976407805385
17.0	324.3585094561161	377.12157948223535	419.38488881653234	444.19252638784604	529.7020380285229
18.0	327.89510773316215	382.2578365217043	429.35085086099724	458.13327324842123	543.2784055128487
19.0	331.8057752087914	391.1519405148418	439.14806251981526	468.0694610267391	557.0358275812899
20.0	334.8133759632017	399.4483496300046	449.2296490748371	480.89492789211096	571.9026229917839
21.0	337.56333989344864	406.52019883630805	462.08080817387116	495.2352669166168	586.3298215672347
22.0	340.1775710459645	413.89238211901136	475.0519236729979	508.4295729026766	599.4519654084174
23.0	342.76895539698523	421.5772368579893	485.09475393043425	520.0559448290251	610.4834004355977
24.0	346.2391091086504	430.55530347264516	494.806330006567	531.6479786844515	621.8656265055795
25.0	349.81175382532575	440.2239877036995	504.4113108266168	543.6585557539481	631.2646049044445
26.0	356.1284762187919	448.9609069493343	515.2359089885343	556.5964858895874	639.1869935642056
