%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	316.84246931796423	318.1864476907785	317.9173915517504	318.06614334566467	318.00946997505696
1.0	317.3972828368466	318.30799652528754	317.83524810415213	318.02128240700006	317.71152771613015
2.0	317.95209635572905	318.4295453597966	317.7531046565539	317.97642146833545	317.4135854572034
3.0	318.5069098746115	318.5510941943056	317.6709612089556	317.67850347491725	316.8220202104836
4.0	318.98381319449066	318.4074122569395	316.93577049532615	316.7703448732868	315.9242529220428
5.0	319.02669920554877	318.19805984759466	316.15656077914485	315.8621862716562	315.026485633602
6.0	319.06958521660687	317.9887074382497	315.3773510629635	315.0951185235094	313.9203851570562
7.0	319.112471227665	317.584123632573	314.41336615541604	314.43783880058953	312.80384384511285
8.0	319.0147272192261	316.9935707516829	313.42267109299394	313.78055907766964	312.4210520098082
9.0	318.59695333620283	316.40301787079295	312.43197603057183	313.91924836405065	313.0724240256502
10.0	318.17917945317964	315.81246498990294	312.4626622144187	314.248773837941	313.72379604149216
11.0	317.76140557015634	315.2010086599449	312.78107489805143	314.6250957785692	316.59682154922785
12.0	317.27772438484914	314.5881911590899	313.09948758168406	316.2090286753357	319.8693252702393
13.0	316.7166465363505	313.975373658235	314.16089452910035	317.79296157210223	323.3594048506909
14.0	316.1555686878518	313.7476787603738	315.5612514534426	319.7838776675729	327.4075271628712
15.0	315.5944908393532	314.18832052467457	316.96160837778484	322.8864092649093	331.45564947505136
16.0	315.22191855036374	314.62896228897534	318.84781647699475	325.9889408622456	336.3030944426641
17.0	314.9675803718377	315.0696040532761	321.11182751119713	329.2586949296658	341.47158707499955
18.0	314.7132421933116	316.0721371498016	323.3758385453995	332.7059010685371	346.6642919385476
19.0	314.45890401478556	317.32658579891677	325.83730620639074	336.15310720740837	351.9982014823801
20.0	314.21976966637624	318.58103444803197	328.551736037129	339.4248723059656	357.3321110262126
21.0	313.9851582142512	319.85732014177086	331.26616586786724	342.6222769462508	363.03114143368236
22.0	313.7505467621262	322.53744500919646	334.0906099265882	345.81968158653603	368.99533380404137
23.0	313.51593531000117	325.21756987662206	337.1662756584451	349.3554359449642	374.95731849834596
24.0	313.52343562562703	327.89769474404767	340.2419413903021	352.9208187554751	380.7408909194879
25.0	313.5487671574225	330.18976760493786	343.39796448595234	356.52869222733057	386.5244633406299
26.0	313.5740986892179	331.7291869111029	346.94434203875693	360.4050328823636	392.0633970941267
27.0	313.60391649082646	333.268606217268	350.4907195915616	364.2813735373967	397.29740331403525
28.0	313.6793482271417	334.80802552343306	354.03767937307225	368.4171421182122	402.5314095339438
29.0	313.75477996345694	336.7524152389629	357.59966613727283	373.0267323565814	408.06079400544934
30.0	313.83021169977224	338.9007623066098	361.16165290147336	377.6363225949505	413.63119334799705
31.0	313.9440460467752	341.04910937425666	364.72363966567394	382.45008670589493	418.82616772412916
32.0	314.17452175020463	343.1974564419036	369.6979244652966	387.4172700192017	423.1894147466017
33.0	314.40499745363405	344.92984499527086	374.82004127157603	392.3844533325084	427.5526617690741
34.0	314.63547315706353	346.6579996509391	379.9421580778554	397.95121473169957	432.88631918728055
35.0	314.96092654839066	348.38615430660735	385.019996392414	403.67915998541093	438.5540102987497
36.0	315.4270125321609	350.6598010554304	390.08484571093663	409.3978755565954	444.2584533953882
37.0	315.8930985159311	354.1208160096371	395.1496950294592	413.38098378575904	450.13395624285465
38.0	316.3591844997013	357.5818309638438	399.40781399890767	417.3640920149227	456.00945909032106
39.0	316.7747053320894	361.04284591805043	403.21437023643733	421.6213893105807	461.38400785157575
40.0	317.1498578918739	364.20548486656406	407.02092647396694	426.83707924454984	466.4379757979573
41.0	317.5250104516584	367.20004086357585	410.6196267855367	432.052769178519	471.5524436257174
42.0	317.9001630114428	370.1945968605877	414.01788118324384	437.3232309883339	478.02313380961857
43.0	318.1999451150724	373.1891528575995	417.416135580951	442.6635122277121	484.49382399351975
44.0	318.4692190208232	376.36597840613	420.8284133121489	448.00379346709036	490.6441803019529
45.0	318.7384929265739	379.54950664096447	424.2638631397327	453.2766752063042	496.44137668924606
46.0	319.00776683232465	382.7330348757989	427.6993129673166	458.51433433376525	502.2385730765393
47.0	319.34736575993	385.9399701498648	431.4594671932602	463.75199346122616	508.933245717017
48.0	319.6976923244875	389.2043797041621	436.2204514929551	469.11455762438726	515.7182472738343
49.0	320.048018889045	392.46878925845925	440.98143579264996	474.49513932483586	522.0474989064116
50.0	320.4152966679913	395.7331988127565	445.57105755014607	479.9230660196149	527.4978762982942
51.0	321.3524259432505	398.7666161670572	448.81427748468695	485.82337241674037	532.9482536901766
52.0	322.2895552185098	401.6549815513672	452.05749741922773	491.7236788138659	538.658482234352
53.0	323.2266844937691	404.5433469356772	455.3007173537686	497.1904287967556	544.4444078576265
54.0	324.1035923308145	407.43171231998724	459.96994962782026	501.6842608771866	550.2715380980451
55.0	324.7241011588922	410.95341026662345	464.66702610413097	506.1780929576176	556.2561995019669
56.0	325.34460998697006	414.5161522749532	469.36410258044174	510.1886504614408	562.2408609058884
57.0	325.9651188150478	418.078894283283	473.83344433771254	513.7626934936127	568.3283208791394
58.0	326.83932660743733	421.6959770944275	478.2622161503291	517.3367365257848	574.4735399290856
59.0	328.1814317127031	425.46455021184875	482.69098796294577	521.5808581650953	580.4831660108315
60.0	329.52353681796893	429.23312332927003	486.47900979082596	526.0572664444388	584.7756545277275
61.0	330.86564192323476	433.00169644669126	490.0137970578237	530.5336747237824	589.0681430446236
62.0	331.96344634687694	436.5763395706944	493.5485843248213	534.5911071905144	592.8764867646564
63.0	332.82980266688793	440.0155902468011	497.04682533714305	538.6309648099378	596.2123779566871
64.0	333.6961589868989	443.45484092290775	500.5191060147521	542.6760238421901	599.5482691487176
65.0	334.5625153069099	446.8940915990144	503.9913866923611	546.7452841080566	604.198221816436
66.0	335.4091510304562	449.2633624449724	507.64189255323146	550.814544373923	608.9334839238735
67.0	336.246313117144	451.5316297824778	511.507934966235	554.6872835282036	612.9040482686052
68.0	337.08347520383177	453.7998971199831	515.3739773792385	558.2578405035388	615.5834678565983
69.0	337.92063729051955	456.2319101029777	518.9780477765025	561.828397478874	618.2628874445916
70.0	339.0519123303715	459.18641487915016	522.0268714615949	565.1498347462262	622.1103679892751
71.0	340.2406425272779	462.1409196553227	525.0756951466873	568.3128175898952	626.2409948867178
72.0	341.42937272418425	465.0954244314952	528.1862511302676	571.4758004335641	629.8126409234865
73.0	342.61810292109055	467.62051688885055	531.5625517852337	574.3464895526548	631.5927818379132
74.0	343.5497363900633	469.81295329025323	534.9388524401996	577.1566254970483	633.3729227523401
75.0	344.48076501169544	472.005389691656	538.3539116851022	580.051405382206	635.8337048978062
76.0	345.4117936333276	474.19782609305867	542.4167848651309	584.7198812445323	638.6286060683029
77.0	346.31248580381606	477.36277806632563	546.4796580451599	589.3883571068587	641.3943245686503
78.0	347.0493688052894	480.6499561496014	550.5425312251887	593.7152772425464	643.9077213284542
79.0	347.78625180676283	483.9371342328772	554.1440322515167	597.0836258813897	646.4211180882581
80.0	348.52313480823625	487.12583949266894	557.707798687826	600.4519745202329	649.3028566838788
81.0	349.4261620455037	489.95118221038575	561.2715651241352	603.4799337242082	652.502699251307
82.0	350.6907225509834	492.77652492810256	565.0287093620784	606.1389467501186	655.7025418187353
83.0	351.9552830564631	495.60186764581937	568.83653515797	608.7979597760291	658.7207775248744
84.0	353.21984356194275	498.52927109773964	572.6443609538618	611.81703714802	661.7333035698342
85.0	354.5033412656833	501.5442861941453	575.8292919381599	614.992617986126	664.5611409351303
86.0	355.80804389020426	504.559301290551	578.6937417672953	618.168198824232	667.1147498998381
87.0	357.1127465147252	507.5743163869567	581.5581915964306	621.1308487716487	669.6683588645459
88.0	358.4174491392462	510.0257921469868	584.2980040673992	624.0735129346557	671.8655619015254
89.0	359.53694165919137	512.3877755088928	586.9264993539979	627.0359488041673	673.9925267076238
90.0	360.54449071786763	514.7497588707988	589.5549946405966	630.1291344304469	676.4135251189181
91.0	361.5520397765439	517.0726672470282	592.0094952226779	633.2223200567264	679.6364183043694
92.0	362.55958883522015	519.2266141167996	594.1987980497856	635.9964254624205	682.8593114898208
93.0	363.74162215449894	521.380560986571	596.3881008768934	638.1740715566295	685.4162177568568
94.0	364.97436806610665	523.5345078563424	598.3824051425447	640.3517176508387	687.6893594294403
95.0	366.20711397771436	525.2631725675287	599.8333932774833	642.616314928426	689.9634321874186
96.0	367.4398598893221	526.5876186874567	601.2843814124218	644.9476726409287	692.2435145830333
97.0	368.5522367754527	527.9120648073846	602.7512551262839	647.2790303534314	694.5235969786481
98.0	369.654785182133	529.2365109273126	604.3225370339072	649.3985722117454	696.45194399576
99.0	370.7573335888134	530.8567267323326	605.8938189415305	651.4593558471465	698.111762860977
100.0	371.852255076134	532.5343030626203	607.4651008491538	653.5201394825475	699.7715817261941
101.0	372.8593639395299	534.2118793929078	609.5420374358674	655.5573502946536	701.6065305656796
