%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	1409.8201828013844	1526.0952640210605	1433.7559466928785	1362.3127325141675	1260.4963845359077
1.0	1409.8145118766226	1517.029499410779	1423.3924328433563	1353.8049935241706	1261.119055039333
2.0	1409.808840951861	1507.9812522283878	1413.8737080069905	1347.1497589019352	1266.040234558604
3.0	1408.227489868895	1499.0337302563664	1405.441140473254	1342.029463007037	1273.4186458027036
4.0	1403.4947784695203	1490.2699392541788	1397.735761078175	1338.116450953798	1281.8314964623728
5.0	1398.7620670701456	1481.9425093053471	1390.3270439300522	1334.6190587077103	1290.6961810385396
6.0	1394.7025852761776	1473.7759002057642	1383.3424388816545	1331.389512128313	1298.8648291984748
7.0	1390.9797182849136	1465.8103171677424	1376.5993926744725	1328.4034785169852	1306.5512772087468
8.0	1387.256851293649	1458.0268703248848	1369.9436994767648	1325.3155805806796	1313.7394306877027
9.0	1383.295409050939	1450.3686421162024	1363.317617660578	1321.990054954657	1320.3197501218312
10.0	1379.333966808229	1442.698150861087	1356.6035821762157	1318.3917047017135	1325.5952356757452
11.0	1375.393393885446	1435.0233675397194	1349.827920942626	1314.3418483618987	1328.2886224862302
12.0	1371.4945596025173	1427.4800499625296	1342.9194564842057	1309.748211980664	1329.202982831328
13.0	1367.5957253195886	1419.9477927484274	1335.9524133230498	1304.7884545481459	1329.0964708009817
14.0	1363.6695560895341	1412.2758413060317	1328.926791459158	1299.481217477037	1327.8876220200498
15.0	1359.7297193859167	1404.6207490700167	1321.7651611690828	1293.721146083793	1325.56980609548
16.0	1355.7898826822993	1397.039837342077	1314.5449064359782	1287.6027789878017	1321.803730006771
17.0	1351.9373537596873	1389.4781300568131	1307.2420563451778	1281.1808366803148	1316.7057623715848
18.0	1348.0848248370748	1381.9548316569012	1299.9235883185481	1274.4711613245954	1310.8409424509778
19.0	1344.257400449043	1374.4803211995297	1292.59966480899	1267.593428868773	1304.4504180514743
20.0	1340.4801851301709	1367.0583516033553	1285.2701872677587	1260.5620234774904	1297.6611307901987
21.0	1336.7029698112992	1359.6715065881601	1277.9347785512366	1253.3673945193887	1290.4708153669733
22.0	1333.0079935111542	1352.3053230911876	1270.6033613846419	1246.0652142849974	1282.8639154273612
23.0	1329.354136720373	1345.040302530028	1263.3187569889194	1238.6811373939088	1274.5327436165767
24.0	1325.7002799295915	1337.8041856648144	1256.0604083792473	1231.2308899970544	1265.984812356403
25.0	1322.12189421491	1330.668446391577	1248.822480936503	1223.7234762145904	1257.2583693246577
26.0	1318.5435085002284	1323.5522561914472	1241.6343763668485	1216.2123256066207	1248.3697475913161
27.0	1314.9971792031906	1316.580051813191	1234.4887653157516	1208.7132479438064	1239.3177824479867
28.0	1311.5149627414405	1309.636677477028	1227.3977887885142	1201.232697963024	1230.2409712462565
29.0	1308.0327462796906	1302.794208288193	1220.4168609805834	1193.7950372725447	1221.1928879715522
30.0	1304.6383174540636	1296.0102007510832	1213.4863161828082	1186.4366511324722	1212.164342389742
31.0	1301.2877824464986	1289.3255780219065	1206.6320272670216	1179.1400166508988	1203.1357082949835
32.0	1297.9372474389334	1282.7083458468646	1199.8691835611755	1171.8936080246358	1194.1225359258904
33.0	1294.6698511373218	1276.1536906149472	1193.1598226922108	1164.7176917218603	1185.1231596289556
34.0	1291.4024548357104	1269.7020780864991	1186.5501332575973	1157.580986030853	1176.1282345819714
35.0	1288.1694142382548	1263.301986909785	1179.9897251621442	1150.480885824161	1167.1504579419159
36.0	1285.0050850491116	1257.026575543793	1173.4699980366495	1143.4898735263027	1158.264046498727
37.0	1281.8407558599688	1250.7795004984196	1167.1169534080934	1136.5840521197613	1149.5857101732613
38.0	1278.7632712086047	1244.6784754159582	1160.832527261356	1129.766109040357	1141.0734392763761
39.0	1275.7292088261304	1238.600040790284	1154.616719596437	1123.073829553355	1132.732812520355
40.0	1272.6951464436559	1232.6573913687812	1148.5488071022992	1116.5148439181892	1124.573004202673
41.0	1269.7105331021075	1226.7506521390385	1142.5462743895507	1110.0541955982585	1116.6384303830962
42.0	1266.725919760559	1220.9465134571826	1136.6362751823642	1103.6926328388015	1108.8704244362357
43.0	1263.7799344774348	1215.2175925582396	1130.8371404158383	1097.483018356853	1101.233397391144
44.0	1260.9112053111585	1209.5980793435335	1125.0950378609414	1091.3544302475116	1093.7065881280055
45.0	1258.0424761448824	1204.0343382268275	1119.4472796358584	1085.3040301459084	1086.3364599573385
46.0	1255.2245571333497	1198.5152147885217	1113.8915628185675	1079.3562955053524	1079.1631133319784
47.0	1252.432043199189	1193.1179006910047	1108.3943526497321	1073.4989998154365	1072.0902346194862
48.0	1249.639529265028	1187.7718747369775	1103.0138299952948	1067.7266221134403	1065.1029370668118
49.0	1246.9255021402935	1182.5180883084731	1097.7019118474204	1062.0447462425082	1058.2134107223158
50.0	1244.2114750155592	1177.280343536581	1092.4433527602057	1056.4790254041366	1051.4568030345436
51.0	1241.5290445387716	1172.1933169044153	1087.3268447508412	1051.0080422407445	1044.8415214854977
52.0	1238.9098073578775	1167.123803509354	1082.2694707651196	1045.619568999816	1038.3794105473453
53.0	1236.290570176984	1162.1549912276462	1077.2881262383676	1040.3249457222373	1032.0794743447827
54.0	1233.71822413336	1157.2341933798407	1072.423337699266	1035.161279098882	1025.992986580031
55.0	1231.1693236583712	1152.4274298125545	1067.6091308528353	1030.0648156842267	1019.992757966705
56.0	1228.6204231833824	1147.661953696304	1062.8695718484473	1025.029376093623	1014.0839257903281
57.0	1226.1762785450467	1142.9480868938488	1058.2256230689409	1020.1193183709075	1008.283106705925
58.0	1223.7321339067112	1138.3212735487464	1053.6369894468748	1015.296437384866	1002.6253867349105
59.0	1221.2916631315518	1133.7543094555742	1049.1499511822215	1010.5531006846176	997.1569652547929
60.0	1218.8585400827453	1129.286851352142	1044.732033368507	1005.907459008337	991.8381784104629
61.0	1216.4254170339384	1124.8542203451188	1040.3622543437477	1001.3500284154215	986.6366846974283
62.0	1214.031872350615	1120.5086649049977	1036.0924730948589	996.8600307318297	981.5229258947851
63.0	1211.6581168500327	1116.1788263393082	1031.8810765981762	992.4397101345045	976.5694535594168
64.0	1209.2843613494508	1111.9746309164213	1027.7280648536987	988.1346171581753	971.7303970178699
65.0	1207.0022718135383	1107.7895843909428	1023.6708088651096	983.9012390858624	966.9836718293186
66.0	1204.720182277626	1103.6887930140615	1019.6586126915774	979.7314523275213	962.3267042995852
67.0	1202.4622531031746	1099.626489610985	1015.7108766813747	975.6372556635375	957.7816822158246
68.0	1200.2526446516451	1095.6411621555173	1011.8444246655895	971.634251564014	953.3770086818904
69.0	1198.043036200116	1091.7074530595212	1008.022382550632	967.6930448118435	949.0732902847304
70.0	1195.8612182450236	1087.829332966033	1004.2772966035608	963.8140352424845	944.8773534744877
71.0	1193.6932955381499	1084.0223232540611	1000.6056964627935	960.04074379427	940.7968763297326
72.0	1191.5253728312764	1080.2571431782753	996.9788219026458	956.3285196882085	936.808572903577
73.0	1189.4249437757776	1076.5675818763214	993.4312079322334	952.6728647432067	932.8799642452379
74.0	1187.324514720279	1072.899625938319	989.9465331199561	949.0883340865527	929.0168761678773
75.0	1185.2370113595348	1069.3166587261833	986.5108109862281	945.5919623830505	925.2352058221264
76.0	1183.1753593882997	1065.7474419979721	983.1427187820063	942.1543546005606	921.5942980365085
77.0	1181.1137074170645	1062.26511759295	979.8151722607757	938.7740584404219	918.0518087106402
78.0	1179.0886734932349	1058.8091448524813	976.539755903391	935.4717645634524	914.5793712990971
79.0	1177.0819485931077	1055.4454029379488	973.3479667016122	932.2305703136501	911.1748241201896
80.0	1175.075223692981	1052.1098684683054	970.1948614662739	929.0433574494219	907.8382998500318
81.0	1173.150160018521	1048.8222866549727	967.1005781367712	925.9205358196667	904.5941448052314
82.0	1171.225096344061	1045.5916772660235	964.070416967525	922.8767642816854	901.4022422667196
83.0	1169.3196824375689	1042.4139708425726	961.0768259699456	919.8841960348389	898.2683325314584
84.0	1167.453568067011	1039.2719761911414	958.1490848181093	916.9409001582034	895.1938341177001
85.0	1165.5874536964532	1036.1478374257204	955.2705125525281	914.0608886973927	892.1781360840102
86.0	1163.7604739310739	1033.1147510349006	952.4264133318183	911.23464664774	889.2327526644448
87.0	1161.9530614682844	1030.102358365581	949.6568898078891	908.4556430724324	886.3469711135513
88.0	1160.1456490054948	1027.1652540746315	946.9240998026977	905.7327356126901	883.5196989816808
89.0	1158.3641336349922	1024.2396044158556	944.2280433162438	903.0745904102873	880.7515406614642
90.0	1156.5826182644896	1021.3824261595864	941.6033833352291	900.4639519623248	878.0703620556714
91.0	1154.8313633890707	1018.5478267005548	939.0104882266825	897.9007757326968	875.459121444564
92.0	1153.1406295038198	1015.7777380907733	936.4626016272003	895.4018810746694	872.9210555480552
93.0	1151.449895618569	1013.0382984216678	933.973478124687	892.9586668507394	870.4583410854474
94.0	1149.7831954132723	1010.3434390299093	931.5137959898952	890.5593546825146	868.0893006111281
95.0	1148.1285120479527	1007.6914909706206	929.1017558142138	888.2061062001641	865.7814578795018
96.0	1146.473828682633	1005.0738719773078	926.7323268770268	885.9147466594127	863.5117770140425
97.0	1144.8498177774009	1002.5047276157801	924.3892126969891	883.656457085919	861.2726679583085
98.0	1143.225806872169	999.95599362553	922.094720603606	881.4297345023085	859.0629230818876
99.0	1141.625702500591	997.4702533553519	919.8352148877927	879.2526401373341	856.9190676705111
