%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	317.4427542806947	318.0633067191167	318.0241668347105	318.06480709913495	318.0918975820347
1.0	317.56606254963924	318.0969336774435	318.02843673435615	318.0674261518999	318.0637863878083
2.0	317.68937081858377	318.13056063577017	318.03270663400184	318.07004520466484	318.035675193582
3.0	317.8126790875283	318.1641875940969	318.03697653364753	318.0726642574298	318.0075639993556
4.0	317.9359873564728	318.1978145524237	318.0412464332932	318.0752833101947	317.9794528051293
5.0	318.05929562541735	318.23144151075047	318.04551633293886	318.07790236295966	317.95134161090294
6.0	318.1826038943619	318.2650684690772	318.04978623258455	317.9782055650013	317.80468065562263
7.0	318.30591216330635	318.29869542740397	318.00075600787056	317.8055775542284	317.65375584236745
8.0	318.3938191021745	318.2930781194424	317.943627960609	317.6329495434554	317.5028310291123
9.0	318.3996175354758	318.2869926567027	317.8864999133474	317.46032153268254	317.3519062158572
10.0	318.40541596877705	318.280907193963	317.8293718660858	317.2876935219096	317.200981402602
11.0	318.4112144020783	318.27482173122337	317.7722438188242	317.1052410399099	316.9274597370202
12.0	318.4170128353796	318.2687362684837	317.71511577156264	316.85121625700924	316.64000705430044
13.0	318.4228112686809	318.262650805744	317.50649512484125	316.59719147410857	316.3525543715807
14.0	318.42860970198217	318.2565653430043	317.2435958180287	316.3431666912079	316.065101688861
15.0	318.43440813528343	318.12430670510395	316.9806965112162	316.0891419083072	315.7776490061412
16.0	318.4018619832438	317.98900141953743	316.7177972044036	315.8351171254065	315.4366595084545
17.0	318.34402063364007	317.8536961339709	316.454897897591	315.72315352456025	315.08475451730374
18.0	318.2861792840363	317.7183908484044	316.1919985907785	315.70156358204565	314.73284952615296
19.0	318.2283379344325	317.5830855628379	316.0659686078761	315.679973639531	314.3809445350022
20.0	318.17049658482875	317.44778027727136	316.04069993727427	315.6583836970164	314.0290395438514
21.0	318.112655235225	317.31247499170485	316.01543126667246	315.6367937545018	314.1621687373887
22.0	318.05481388562123	317.17180180606545	315.99016259607066	315.6243462012456	314.4904408202718
23.0	317.9969725360175	317.02657401438086	315.96489392546886	315.7269857619378	314.8187129031549
24.0	317.9111733687752	316.8813462226962	315.93962525486705	315.82962532262997	315.146984986038
25.0	317.82261390687233	316.7361184310116	315.9489175915298	315.93226488332215	315.47525706892105
26.0	317.73405444496944	316.590890639327	316.0207717980679	316.0349044440144	316.1230125667855
27.0	317.64549498306656	316.4456628476424	316.0926260046062	316.13754400470657	316.9877289980862
28.0	317.5569355211636	316.3004350559578	316.1644802111444	316.4976042150712	317.8524454293869
29.0	317.4683760592607	316.16816829711405	316.2363344176826	317.0805076605343	318.71716186068755
30.0	317.37981659735783	316.1457452119206	316.30818862422086	317.6634111059974	319.5818782919883
31.0	317.2990956434456	316.1233221267272	316.401097066516	318.2463145514605	320.21679010690616
32.0	317.2450101401246	316.10089904153375	316.62807955545776	318.8292179969236	320.5823587853425
33.0	317.19092463680363	316.0784759563403	316.8550620443995	319.4121214423867	320.9479274637788
34.0	317.13683913348257	316.05605287114685	317.0820445333413	320.1999955040127	321.3134961422151
35.0	317.08275363016156	316.0336297859534	317.309027022283	320.9941389614152	321.6790648206515
36.0	317.02866812684056	316.01120670076	317.53600951122473	321.7882824188177	322.64288981166334
37.0	316.97458262351955	316.06646692128555	317.7629920001665	322.58242587622016	324.8479424238842
38.0	316.9204971201986	316.1606555932388	318.4606583435684	323.3765693336227	327.0529950361051
39.0	316.86986357567173	316.2548442651921	319.22776556847407	324.15267453183804	329.25804764832594
40.0	316.82211649629653	316.3490329371454	319.9948727933797	324.90223985083065	331.46310026054675
41.0	316.77436941692133	316.4432216090987	320.7619800182853	325.65180516982326	333.5950132517281
42.0	316.72662233754613	316.537410281052	321.52908724319093	326.40137048881587	335.4152563162422
43.0	316.678875258171	316.6315989530053	322.2961944680966	327.15093580780854	337.2354993807563
44.0	316.6311281787958	316.75390709938637	322.95549746287026	327.9005011268011	339.0557424452705
45.0	316.5833810994206	316.97207985983187	323.54504671988997	328.83590354648993	340.8759855097846
46.0	316.53563402004545	317.1902526202773	324.13459597690957	329.80697610774996	342.71079913812656
47.0	316.5114674934205	317.4084253807228	324.7241452339293	330.77804866900993	344.7964266403924
48.0	316.4910337213309	317.62659814116824	325.31369449094893	331.74912123026985	346.88205414265826
49.0	316.4705999492413	317.84477090161374	325.90324374796865	332.7201937915298	348.9676816449241
50.0	316.4501661771517	318.0629436620592	326.5693693925241	333.69712841719706	351.05330914718996
51.0	316.4297324050621	318.2811164225046	327.38226229687837	334.6896510436579	353.1389366494558
52.0	316.40929863297254	318.61984358184077	328.19515520123264	335.6821736701187	355.16162621340186
53.0	316.3888648608829	318.9911153542786	329.00804810558685	336.67469629657944	357.17882358586724
54.0	316.37060456533885	319.3623871267164	329.82094100994107	337.66721892304025	359.1960209583326
55.0	316.3623380289204	319.7336588991542	330.63383391429534	338.659741549501	361.21321833079804
56.0	316.354071492502	320.104930671592	331.43848674747073	339.98800173445966	363.2304157032634
57.0	316.3458049560836	320.4762024440298	332.14651416633967	341.45499029232764	365.465408287871
58.0	316.3375384196652	320.8474742164676	332.8545415852086	342.92197885019556	367.76020147888187
59.0	316.3292718832468	321.2032195616479	333.5625690040776	344.38896740806354	370.05499466989266
60.0	316.32100534682843	321.52988237945937	334.27059642294654	345.8559559659315	372.3497878609035
61.0	316.31273881041	321.85654519727086	334.97862384181553	347.28290300087383	374.6445810519144
62.0	316.30976312398985	322.18320801508236	335.68665126068447	348.46777818379354	376.91795114762425
63.0	316.3123028406837	322.50987083289385	336.59115748752555	349.6526533667132	379.1797559520934
64.0	316.3148425573775	322.8365336507053	337.5404729402727	350.83752854963285	381.4415607565625
65.0	316.3173822740713	323.1631964685168	338.4897883930198	352.0224037325525	383.70336556103166
66.0	316.3199219907651	323.4898592863283	339.4391038457669	353.2072789154722	385.9651703655008
67.0	316.32246170745896	323.9062021263661	340.388419298514	354.6175153347458	388.08435828362417
68.0	316.3250014241528	324.3315570447981	341.33773475126117	356.1934683174966	390.06883310663807
69.0	316.3275411408466	324.75691196323015	342.5064125103289	357.76942130024736	392.05330792965196
70.0	316.3423531083812	325.18226688166214	343.85456447807366	359.34537428299814	394.03778275266586
71.0	316.36022190006406	325.6076218000942	345.2027164458184	360.92132726574886	396.02225757567976
72.0	316.37809069174693	326.0329767185262	346.55086841356314	362.49212269462237	398.1313692855997
73.0	316.39595948342986	326.45833163695823	347.8990203813079	363.5805675244727	400.44462642821776
74.0	316.41382827511273	326.8952533133885	349.2471723490527	364.66901235432306	402.75788357083576
75.0	316.43169706679566	327.3452543530929	350.44218755246516	365.75745718417335	405.07114071345376
76.0	316.44956585847854	327.79525539279734	351.25437080315413	366.8459020140237	407.3843978560718
77.0	316.4678493308117	328.2452564325018	352.0665540538431	367.93434684387404	409.780768791615
78.0	316.489585426056	328.6952574722062	352.8787373045321	369.31522783493256	412.43476391681793
79.0	316.51132152130026	329.1452585119106	353.69092055522106	371.06097725160924	415.08875904202097
80.0	316.5330576165446	329.595259551615	354.50310380591003	372.80672666828593	417.74275416722395
81.0	316.55479371178893	330.04758004554844	355.32068960353826	374.5524760849627	420.39674929242693
82.0	316.57652980703324	330.5750456317626	356.38493239115957	376.29822550163937	423.00588327645636
83.0	316.59826590227755	331.1025112179767	357.4491751787809	378.04397491831605	425.2473979464154
84.0	316.62000199752185	331.62997680419085	358.5134179664022	379.6692344076195	427.48891261637436
85.0	316.64170160741065	332.157442390405	359.57766075402355	381.27794271416184	429.73042728633334
86.0	316.6633508773789	332.6849079766191	360.6419035416449	382.88665102070416	431.9719419562923
87.0	316.6850001473472	333.21237356283325	361.70614632926623	384.4953593272465	434.2134566262513
88.0	316.7066494173155	333.73983914904744	362.6233270371027	386.1040676337888	436.4106305339855
89.0	316.72829868728377	334.25917361420676	363.49333811477425	387.7737930093263	438.60660191588096
90.0	316.74994795725206	334.7728709584617	364.3633491924458	389.57710373992006	440.8025732977764
91.0	316.77159722722035	335.28656830271666	365.23336027011743	391.38041447051387	442.99854467967185
92.0	316.79324649718865	335.8002656469716	366.103371347789	393.1837252011076	445.19451606156736
93.0	316.8128794119556	336.3139629912265	366.97338242546056	394.98703593170137	446.85569666697563
94.0	316.8317786228679	336.8276603354814	368.0933086441933	396.7903466622951	448.4138221173257
95.0	316.85067783378014	337.34135767973635	369.470389278803	398.4051874272482	449.97194756767584
96.0	316.86957704469245	337.86336981122787	370.8474699134126	399.9564891500506	451.530073018026
97.0	316.8884762556047	338.4320593630636	372.2245505480223	401.5077908728529	453.0881984683761
98.0	316.907375466517	339.0007489148993	373.60163118263193	403.0590925956553	454.3268215505107
99.0	316.92627467742926	339.56943846673505	374.97871181724156	404.6103943184576	455.4306367231154
100.0	316.9464007074806	340.1381280185708	376.3300396413453	406.20143522878317	456.53445189572017
101.0	316.98729377585295	340.7068175704065	377.59445382329415	407.97085332770706	457.6382670683249
102.0	317.0281868442253	341.27550712224223	378.858868005243	409.74027142663095	458.7420822409296
103.0	317.06907991259766	341.8441966740779	380.1232821871919	411.50968952555485	460.54848578822583
104.0	317.10997298097	342.3893625923331	381.3876963691407	413.27910762447874	462.88902235541724
105.0	317.15086604934237	342.9250053491906	382.65211055108955	415.0485257234026	465.22955892260853
106.0	317.19175911771475	343.4606481060481	383.9165247330384	416.6231316561414	467.5700954897999
107.0	317.2326521860871	343.9962908629056	384.71775347917514	418.07656053276077	469.91063205699123
108.0	317.268601675589	344.5319336197631	385.50182919239705	419.5299894093801	471.972112566366
109.0	317.2964345065574	345.06757637662065	386.2859049056189	420.9834182859995	473.6680917780904
110.0	317.3242673375258	345.60321913347815	387.06998061884076	422.43684716261885	475.3640709898149
111.0	317.3521001684942	346.1525026230712	387.85405633206267	423.8819464617536	477.0600502015393
112.0	317.37993299946254	346.7382110877074	388.6381320452845	425.1715293813525	478.7560294132637
113.0	317.40776583043095	347.32391955234357	389.6816698068812	426.46111230095147	480.43481992369857
114.0	317.4355986613993	347.9096280169798	390.83640362158235	427.75069522055037	482.0730760660488
115.0	317.4634314923677	348.49533648161605	391.9911374362835	429.0402781401493	483.71133220839897
116.0	317.52010283274524	349.08104494625223	393.1458712509846	430.3298610597482	485.3495883507492
117.0	317.58905043349455	349.6667534108884	394.3006050656858	431.9538673835404	486.9878444930994
