%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	1705.2775951296392	1292.8881120755686	1208.3239507277465	1179.3443980443208	1137.6671388138118
1.0	1704.2565576515776	1282.4862200239672	1198.302518814673	1171.499475422185	1140.589043989754
2.0	1697.1867590278591	1271.9945574909004	1189.5813816412365	1166.2856685612326	1150.337948129243
3.0	1687.2424070815316	1261.9721534445991	1181.4466970278552	1161.8575729530978	1160.7736100093039
4.0	1677.597709635643	1252.298491654428	1173.562820533949	1157.4875145729395	1169.0555690825631
5.0	1667.279646473954	1242.6552572197734	1165.5394854608674	1152.2303571738655	1174.7049025245867
6.0	1657.1266441706703	1233.2008136823363	1157.40137799621	1146.1782081422266	1175.9620105814047
7.0	1647.0753280229435	1223.8366124745044	1148.9762164721885	1139.1499891103174	1174.1655945306145
8.0	1637.0623233279248	1214.583525972939	1140.3939060680902	1131.3120750697426	1168.7471511247745
9.0	1627.2716673696075	1205.435028169577	1131.6829835285205	1122.7870439729254	1160.4908650772818
10.0	1617.548844662556	1196.3956154060452	1122.8548661750658	1113.6238724573802	1149.928348486451
11.0	1607.9926776878892	1187.4677315598117	1114.0367808927504	1104.0801035268908	1137.5974561141768
12.0	1598.701988926727	1178.7126475289685	1105.3003755591535	1094.4662658270663	1124.576436340802
13.0	1589.6264290291476	1170.1851765981332	1096.7438008159556	1084.9613984410032	1111.4820330004047
14.0	1580.722493151516	1161.8854803372556	1088.3624118608673	1075.5836078269813	1098.390171900537
15.0	1571.9905233755865	1153.7600924071023	1080.1276195803039	1066.1890948915425	1085.00883562465
16.0	1563.4308617831155	1145.8351813060492	1072.0902197803573	1056.9913462385907	1071.6952169639885
17.0	1555.1416571628017	1138.1170551831517	1064.2825030463575	1048.075630186986	1059.1236314586736
18.0	1547.007544581603	1130.6441084348783	1056.6930299752166	1039.4107561054361	1046.9848407442787
19.0	1539.0462420199565	1123.351019480736	1049.3834257902827	1031.0737389974115	1035.4127977659996
20.0	1531.2754674582995	1116.2722176927805	1042.2743075506557	1023.0361297773037	1024.333234831792
21.0	1523.6103318541097	1109.3545618204053	1035.3600976475298	1015.2015131525698	1013.5842843212771
22.0	1516.1120352147389	1102.6043543918079	1028.6330673331477	1007.6043960199345	1003.1964473938227
23.0	1508.7757587387616	1096.0549221337415	1022.1041359751135	1000.1907767450111	993.1945760012875
24.0	1501.5966836247526	1089.702405738425	1015.803312009343	993.1301908386498	983.8240353297223
25.0	1494.6439026541461	1083.5321836176888	1009.7401431813863	986.4036317662316	975.3272955113147
26.0	1487.830678680105	1077.5344453115729	1003.8876845746851	979.8879203498028	967.289614193842
27.0	1481.1517832375137	1071.6973101665378	998.2215066692524	973.641723671708	959.593545101751
28.0	1474.6019878612576	1066.0499704986064	992.7512166806586	967.6237960312528	952.537130587078
29.0	1468.3103524954554	1060.539312959143	987.465006699615	961.8431188129476	945.8085886290391
30.0	1462.0469837193652	1055.2061138850286	982.3761638285289	956.3091567922665	939.5859023811956
31.0	1455.842463065466	1050.0284754959066	977.4241951473118	950.944263959096	933.5264209273464
32.0	1449.727372066236	1044.9891902528027	972.6170245232983	945.7541224804896	927.6259954162326
33.0	1443.8652616577479	1040.1020072894087	968.0019536234381	940.794757200794	922.1854202605856
34.0	1438.116615111246	1035.368561322148	963.5288065112256	936.0194829839991	916.929946459557
35.0	1432.466206988761	1030.7594584729793	959.1839975718952	931.367970813811	911.8364270245771
36.0	1426.8988118523237	1026.289573032908	954.9930674617948	926.9340610929964	907.0002766620325
37.0	1421.5395640326667	1021.9595335054895	950.9625989418332	922.6770432133317	902.4648201428857
38.0	1416.2582797666869	1017.7633506683262	947.0606994632719	918.5796502476989	898.1340241053364
39.0	1411.063630160739	1013.6856406329698	943.2825774586512	914.6421301810685	894.0476769545942
40.0	1405.9642863211773	1009.7413341652492	939.6559398598948	910.8651145048909	890.1580376674099
41.0	1401.096233463645	1005.9268179468256	936.1592083431647	907.2524488493906	886.5136377590794
42.0	1396.3345615760993	1002.2252689105107	932.7902691404292	903.8105167757487	883.1806782505158
43.0	1391.682436788209	998.6235763574241	929.5409622068435	900.5124379000517	879.9940399931896
44.0	1387.143025229642	995.1358020709074	926.3990218412736	897.3197096378165	876.9239118439123
45.0	1382.647662478649	991.7494786459189	923.3521040462399	894.2729488820045	874.0111640693995
46.0	1378.310650712622	988.4518537638577	920.3902332765134	891.3092229641782	871.1287390641502
47.0	1374.0876572445602	985.2582268274266	917.5498833575161	888.4872186169149	868.4214686809714
48.0	1369.934349387462	982.1633981401915	914.8115991466148	885.7919685858296	865.8799431350615
49.0	1365.8726644630265	979.1691409464574	912.1659822496324	883.212447157661	863.4997872428057
50.0	1361.9411123925383	976.2703521858767	909.6163881173559	880.7615495718052	861.265625269565
51.0	1358.0925300561191	973.4715131998719	907.1743216584249	878.4164061113281	859.2334185385076
52.0	1354.2797543338907	970.7556344262616	904.8208552942174	876.1817470888577	857.3119610423859
53.0	1350.6717460373802	968.1233539146926	902.5516713154051	874.0385327241574	855.4957713710907
54.0	1347.1253743025716	965.5898158423031	900.3698248215833	871.9966412163221	853.8046568518663
55.0	1343.6460288192707	963.1363193101963	898.2747492402316	870.0455865295125	852.2165383137434
56.0	1340.2390992772844	960.7622175958356	896.2464668130633	868.1584183697383	850.6686098694412
57.0	1336.945314783533	958.4633917914821	894.2905891144864	866.3666788984397	849.2136286476765
58.0	1333.7699657797914	956.253016058473	892.4151907121501	864.6490999413514	847.8576404892814
59.0	1330.6893488478865	954.1145134972907	890.6096744473367	863.0123982411137	846.5660397786771
60.0	1327.6797605696456	952.0503058576048	888.8695032814172	861.4462771750925	845.3713564265785
61.0	1324.7755886842122	950.0637848608068	887.195927731912	859.952776370927	844.2378260094548
62.0	1321.9403624550341	948.1492827918946	885.5986800678061	858.5315737411697	843.1575312224336
63.0	1319.1857799449153	946.3170606610598	884.0625622052	857.1794707648871	842.1630099347236
64.0	1316.5235392166603	944.5385299065679	882.5839737504085	855.8901724360923	841.1899725748606
65.0	1313.8848504971215	942.8286901718585	881.1617623297072	854.6395836661271	840.2165068858858
66.0	1311.3780536537438	941.1833756071699	879.8018098332749	853.4598564684329	839.3055109163369
67.0	1308.9647132375694	939.60311823314	878.4998963225305	852.3387751509889	838.4655269870741
68.0	1306.6063937996416	938.085339106068	877.2555245777229	851.2780730140887	837.6793813461177
69.0	1304.3374763116983	936.6256233782607	876.0727672866261	850.2723095883259	836.956985856582
70.0	1302.1578069658985	935.2294050205933	874.9376491081019	849.2991200923274	836.2335215193099
71.0	1300.0546030402033	933.8901304204394	873.8473802899128	848.3754999167415	835.5382186115182
72.0	1298.015081812573	932.6098515034502	872.8106161275371	847.497358106838	834.9000760912146
73.0	1296.0808596348893	931.3838970194906	871.8238656984895	846.6689460811074	834.2915623256911
74.0	1294.2035858695544	930.210185753732	870.8817032498771	845.8787279632702	833.7232728612605
75.0	1292.4032161856262	929.0915001607417	869.9835906982196	845.1302318009555	833.1769062989122
76.0	1290.6997062521625	928.0369971054812	869.1362235122325	844.4171625271482	832.651571101043
77.0	1289.103049497729	927.023998383903	868.3304273599292	843.7409623493212	832.1556860170649
78.0	1287.5214677940812	926.0649703556809	867.5655863938415	843.1071018860209	831.6899514983852
79.0	1285.9981192798891	925.1586168768321	866.84368017567	842.5092936515639	831.2706500791229
80.0	1284.5761620938233	924.3041274914503	866.1664362972424	841.9584535340474	830.8983342532642
81.0	1283.2288606066536	923.4937714826992	865.5251257379381	841.4361116794887	830.5594471159332
82.0	1281.9681057057226	922.7327804654593	864.9120759805054	840.9299734519097	830.1898284086268
83.0	1280.776346837819	922.0147040876235	864.3447837887971	840.4622670529126	829.8459838685179
84.0	1279.6360334497317	921.341711402006	863.8136144527788	840.0286327897921	829.5355688202744
85.0	1278.6185682742594	920.7140177698407	863.3170871688006	839.6282430072571	829.2688488576761
86.0	1277.6258181053117	920.1355754754597	862.8580335985667	839.2576039963527	829.025918466479
87.0	1276.681409971211	919.597834311759	862.4379610158339	838.9209894210393	828.8063189548305
88.0	1275.80897090028	919.1075870627539	862.0507749491696	838.6119719584306	828.6164913133715
89.0	1275.0142286782802	918.6637268835949	861.6965372654316	838.3339693671804	828.4476866397473
90.0	1274.325471937048	918.2643430361474	861.3786559328711	838.0833023342537	828.2971745335035
91.0	1273.7035118625677	917.9025731982878	861.0932180476062	837.8578128504024	828.1633136770107
92.0	1273.1091596408237	917.5843845102579	860.8376406405162	837.6571766318543	828.0384266458846
93.0	1272.57561485423	917.3030753206815	860.6120072717964	837.4788153263559	827.9254061225441
94.0	1272.1244746829302	917.0576661760911	860.419292596831	837.3261356103654	827.8265891187436
95.0	1271.748762189481	916.8496708220205	860.2552572842972	837.1960282425923	827.7390122278952
96.0	1271.4415004364398	916.6842350306258	860.1197710823706	837.090717976999	827.671227517476
97.0	1271.2069686179047	916.5449755147108	860.0150740581023	837.0090631130572	827.6149164419205
