%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
0.0	1321.1612098348405	1045.2330330601862	1021.7246259234188	1025.7727736886204	1000.7282650465828
1.0	1315.2037687310058	1037.2990257190188	1014.3692929896788	1020.7895632641266	1011.8530243985981
2.0	1305.677070288003	1029.098346744774	1007.5212330591396	1016.8030673702127	1022.9816783694873
3.0	1295.6180885758467	1020.9818358763457	1000.4091858301131	1011.3932042146723	1028.0310954733245
4.0	1285.6850573933355	1012.8943813486193	992.7213355987435	1004.0250969697182	1024.7950127821791
5.0	1276.2270409986763	1005.0635094463155	984.9972200261226	996.1074083253384	1018.2367324591729
6.0	1266.9056746688525	997.3571710416254	977.1044565041091	987.2355298957417	1006.6780065734189
7.0	1257.7340988733094	989.7685510461584	969.1370362321668	977.6367956726656	991.8288364411927
8.0	1248.9916813276636	982.5626082209081	961.5275060808299	968.4054117225429	977.7005659388848
9.0	1240.7308215931976	975.75695117711	954.3941193743191	959.9766602006497	965.608394389237
10.0	1232.795858410422	969.2800576834242	947.6838967328378	952.0924489879776	954.6170652873373
11.0	1225.1521789273174	963.1220586301001	941.368025009554	944.7046846038612	944.6242698425754
12.0	1217.8158479829267	957.3400329912791	935.4943678709777	937.9548141634888	935.8688933146335
13.0	1210.9044210858306	951.8701239720608	930.0103764736486	931.7329571992896	928.1093007839625
14.0	1204.2026719313026	946.7123817353777	924.9270838316307	926.0570974530028	921.1968376312134
15.0	1197.8210559980075	941.8431582067973	920.1401209003212	920.7711190357938	914.9410882130198
16.0	1191.667453242356	937.2704232704745	915.6977797719957	915.9432883554717	909.3378152166159
17.0	1185.8622316110304	933.0047641441217	911.631691050983	911.6192417544547	904.798868566437
18.0	1180.3191008399713	929.014843205012	907.8791183098998	907.7287694505844	900.9314984894307
19.0	1175.0337602786194	925.2801907221263	904.4113834701446	904.177774253354	897.5492815972508
20.0	1169.9689667947396	921.777673796951	901.1912419379316	900.9403422920756	894.5688337942336
21.0	1165.1794664532263	918.5037807269872	898.2209800411094	898.0250349941418	892.0357414475864
22.0	1160.5866187476104	915.425437012507	895.4714574889825	895.3720769802871	889.7771334697379
23.0	1156.2753680931862	912.5453405826795	892.9353182465776	892.989644148152	887.8864839557656
24.0	1152.1714775176679	909.8539246062925	890.6027781216518	890.839558409211	886.2588108458283
25.0	1148.1842108072988	907.3364824517073	888.4423929898298	888.8773564895354	884.7921308499018
26.0	1144.4564344916005	904.9863058092728	886.4592457651779	887.0813254455738	883.4979487194154
27.0	1140.8856269138596	902.7961722880241	884.628975774564	885.4484562172919	882.3728265878415
28.0	1137.5069861227548	900.7610570133019	882.9500835717109	883.9847109787395	881.3991539847536
29.0	1134.3613372142547	898.8543430501136	881.3716608721053	882.5704821468955	880.2354200222036
30.0	1131.3680399068198	897.0805537277619	879.922472225586	881.3021431137513	879.2083173769631
31.0	1128.6112250961019	895.4446058704515	878.6062769898543	880.1736345322684	878.3695640957217
32.0	1126.016290129059	893.9390991040418	877.4078697840899	879.1690022959851	877.6636389547148
33.0	1123.5779966423036	892.5511390965758	876.3176853091954	878.2664489352346	877.0335748245142
34.0	1121.295567843127	891.275225208296	875.3229173075465	877.4557615005028	876.472798253894
35.0	1119.1865515919071	890.1040765707024	874.4262100297321	876.7339887755126	876.0020635261958
36.0	1117.2003931250945	889.0399387812513	873.6168422694566	876.0952510294661	875.6097929187235
37.0	1115.4286608344855	888.0689046136388	872.885286631279	875.527696317535	875.2618056008653
38.0	1113.785451865195	887.1929129745105	872.2277560533773	875.017478576559	874.9302223304728
39.0	1112.2780936132094	886.4016520585247	871.6387457857614	874.5638006590817	874.6270103097527
40.0	1110.9454763644662	885.6980891070765	871.1172849440796	874.165510447361	874.3635898903589
41.0	1109.7395370564407	885.0741389277625	870.6579960639615	873.8204883487535	874.1453296020513
42.0	1108.6430387685882	884.5250273803898	870.2619997614829	873.5259943496953	873.9723507082185
43.0	1107.7300101377195	884.0513711267247	869.92271824236	873.2784486118425	873.8431369501471
44.0	1106.9073488462664	883.6503925675879	869.6408986150959	873.0759916767687	873.7473080132256
45.0	1106.2175136521064	883.3224354326388	869.4100685531474	872.9141089811734	873.68046585476
46.0	1105.6472487508283	883.0588417144968	869.2269843747113	872.7882056357781	873.6359557394009
47.0	1105.2028289143782	882.8561465295436	869.087165706992	872.6937752091285	873.6019700596067
48.0	1104.8824435645915	882.7135504666164	868.9877607062983	872.6269354623602	873.5719198643513
49.0	1104.6882755385182	882.6243373305048	868.9287763693403	872.5867496343794	873.5496882767349
50.0	1104.6098416308778	882.5947487097301	868.9074620185096	872.5732400089893	873.5410742394631
