%z[mm]	ϕ=0.1	ϕ=0.3	ϕ=0.5	ϕ=0.7	ϕ=0.9
279.0	658.2953134542807	692.7134369591513	712.9637538428229	709.9952866170329	714.2218290060672
280.0	658.1473442994696	692.1844790343836	712.3406646985989	709.3864936751451	713.586748786198
281.0	657.9993751446585	691.6555211096158	711.7175755543748	708.7905692208512	712.9575910040137
282.0	657.8514059898475	691.1377342543682	711.109599790846	708.1946447665573	712.3284332218294
283.0	657.7049121712797	690.6303205351035	710.5066618208821	707.6078295995217	711.7253395943002
284.0	657.561369025198	690.1229068158386	709.9037238509181	707.0307838130238	711.1236548399954
285.0	657.4178258791164	689.6154930965739	709.3119089220659	706.4537380265259	710.5266364967359
286.0	657.2742827330349	689.123278049475	708.7267678178804	705.8866401232762	709.9370844111486
287.0	657.1307395869533	688.6345172460501	708.141626713695	705.3241101255993	709.3475323255612
288.0	656.9871964408716	688.1457564426253	707.5655260171404	704.7615801279223	708.7673782998245
289.0	656.8482479197389	687.6584933292563	706.9984657282166	704.2160556513055	708.1892800996798
290.0	656.7092993986063	687.1832117363347	706.4314054392927	703.6726736025388	707.6151868333037
291.0	656.5703508774736	686.7079301434129	705.8712873610665	703.1308817023087	707.0527078748565
292.0	656.431402356341	686.2326485504911	705.3227396340031	702.6049912874448	706.4902289164093
293.0	656.2924538352083	685.76594754215	704.7741919069398	702.079100872581	705.9512890001574
294.0	656.1576228797019	685.3117273841079	704.2303381347464	701.5587723031122	705.4228108804368
295.0	656.0248507070086	684.8575072260658	703.7005662271627	701.0518186475698	704.8967853175498
296.0	655.8920785343153	684.4032870680236	703.1707943195789	700.5448649920272	704.3874371411305
297.0	655.759306361622	683.9626326636204	702.6432902598119	700.0470416175893	703.8780889647111
298.0	655.6265341889286	683.5276901554862	702.131661134762	699.5584771197645	703.3771572336956
299.0	655.4973135919108	683.092747647352	701.620032009712	699.0699126219396	702.8827291195829
300.0	655.3751961462439	682.6578051392178	701.1084028846622	698.5927101135478	702.3883010054702
301.0	655.2530787005769	682.2417073911274	700.6151344800998	698.1203932606123	701.9099830510944
302.0	655.1309612549101	681.8256096430368	700.1218660755374	697.6480764076769	701.4316650967185
303.0	655.0088438092432	681.4095118949463	699.6285976709748	697.1911229621635	700.9659137298855
304.0	654.8867263635763	680.9984927246575	699.1512623415553	696.7358368631919	700.5164250057552
305.0	654.773106824664	680.5995351766476	698.6762031657272	696.2824202217029	700.0669362816247
306.0	654.6594872857517	680.2005776286377	698.2011439898992	695.8449562840633	699.6318285551964
307.0	654.5458677468392	679.8016200806279	697.739382309917	695.4074923464235	699.1988356813713
