irradiance,sensor,model_slope_K_per_Lmin,experiment_slope_K_per_Lmin
456000.0,T8,-7.20553959739399,-34.14928244526689
456000.0,T12_perim,-1.6062629532277446,-16.81065855368442
456000.0,T11_perim,4.471679635791887,-1.3657133576718719
456000.0,T9_core,-2.058528339730934,-16.731949144758126
456000.0,T10_core,4.917775341742784,-3.5441256722753445
456000.0,T3,5.143295749379605,0.5430107656374393
456000.0,T2,-4.133550510388063,-3.714704533708543
304000.0,T8,-7.976994464589464,-23.65036823444102
304000.0,T12_perim,-2.092990365801379,-13.173548257550575
304000.0,T11_perim,2.9354134140055543,-1.9289615808695002
304000.0,T9_core,-2.492819492286367,-13.384545690629912
304000.0,T10_core,3.115878914717317,-3.67897996265457
304000.0,T3,2.5657519517504337,-0.13175631351821884
304000.0,T2,-2.4295523565029806,-2.0439067897339482
256000.0,T8,-9.436464679076435,-20.88606484778701
256000.0,T12_perim,-3.6113447562919063,-13.987976018518863
256000.0,T11_perim,0.4248817260292154,-5.174190237226035
256000.0,T9_core,-3.88992118751249,-13.924381477027032
256000.0,T10_core,0.48647073729507945,-6.148389808009175
256000.0,T3,0.6161544103855227,-3.039355302230513
256000.0,T2,-2.3183586144974204,-1.1393701213842518
