variant,simulation_id,z_mm,Twall_K,Tactive_K,Tgas_in_K,Tgas_out_K,Nu,h_W_m2K,UA_over_mcp,effectiveness,Qgas_W,Qactive_wall_W
fitted_heterogeneous,E81,2.74,716.2149542060785,812.0851985655133,297.84499999999997,498.28819463406353,0.4851123135120108,14.166616408189755,0.49394417613057784,0.3897851533061888,18.902158045435087,6.6470179939937175
fitted_heterogeneous,E81,8.220000000000002,719.2813594956233,776.7737790340084,498.28819463406353,598.058056186215,0.39895152266207,12.943589166321702,0.44356989355387566,0.3582586214188662,9.572466092909034,3.986149714577971
fitted_heterogeneous,E81,13.700000000000001,714.7613959166171,752.0894735542598,598.058056186215,651.3338174180676,0.3688025875642771,12.487402716784036,0.42445825092946987,0.3458759397412718,5.153456451566687,2.5880856505211116
fitted_heterogeneous,E81,19.180000000000003,706.6487861162914,733.391310893529,651.3338174180676,679.2750722877453,0.35632310723628025,12.293394820761701,0.41628584163962384,0.34050826665858697,2.713050672317822,1.8541523971992182
fitted_heterogeneous,E81,24.66,696.9992235738008,718.2040671194115,679.2750722877453,692.4555468668322,0.35191759545449636,12.224120526866178,0.41336218185934587,0.3385773158562377,1.281591856380722,1.4702056675588826
fitted_heterogeneous,E81,30.14,686.8316254300823,705.1383323029531,692.4555468668322,696.7494314675735,0.35187842318303064,12.223502667664919,0.413336093500441,0.338560060198781,0.41751734138919633,1.2692677567246153
fitted_heterogeneous,E81,35.620000000000005,676.6245300914842,693.3910030125165,696.7494314675735,695.608622833103,0.3544400372905907,12.263836051697663,0.415038675021772,0.3396852574759023,-0.1108363911224517,1.1624779716225118
fitted_heterogeneous,E81,41.1,666.5826525064343,682.4888565928992,695.608622833103,691.1279352925566,0.3586533377473171,12.329867616134988,0.417824021153309,0.34152190355464845,-0.4347518889938809,1.1028325366781366
fitted_heterogeneous,E81,46.580000000000005,656.7771744329739,672.1489965339243,691.1279352925566,684.6027022103262,0.36396875224998243,12.41263698620993,0.4213116546389992,0.343814433737107,-0.6321038267612764,1.0657819721665542
fitted_heterogeneous,E81,52.06,647.2180171285025,662.2000739243261,684.6027022103262,676.842301741136,0.37005337100449254,12.506672067824205,0.4252686159389593,0.34640580427073697,-0.7504026704966331,1.0387581858611883
fitted_heterogeneous,E81,57.54,637.8900728443065,652.536731808392,676.842301741136,668.3548564183185,0.3767004944341858,12.60855880471829,0.4295491296241631,0.3491975438676455,-0.8191461667411838,1.0155038858684704
fitted_heterogeneous,E81,63.02,628.7707064911723,643.0928201748467,668.3548564183185,659.4594020711895,0.38378075453489446,12.716150217984739,0.43406115838450937,0.35212736856981475,-0.8568497386542404,0.9930020310628159
fitted_heterogeneous,E81,68.50000000000001,619.837808866323,633.8254459907153,659.4594020711895,650.3553499430396,0.3912139473582994,12.82810329496103,0.43874678066585077,0.35515595406222156,-0.8752156002207918,0.969811606098609
fitted_heterogeneous,E81,73.98000000000002,611.0733469109867,624.7053525628068,650.3553499430396,641.1660116318124,0.3989520725608858,12.943597336518543,0.4435702343899591,0.35825884014744697,-0.8816752470660301,0.9451544373053874
fitted_heterogeneous,E81,79.46000000000002,602.4650564384651,615.7109996085405,641.1660116318124,631.9660260811094,0.40696887092548545,13.062159051730674,0.4485104773539743,0.3614213791096247,-0.8809704250576684,0.9183873806434556
fitted_heterogeneous,E81,84.94000000000001,594.0077467962811,606.8247668488164,631.9660260811094,622.7986285114184,0.4152533728323186,13.183553846008502,0.4535565504046054,0.3646355771200109,-0.8761509350958581,0.888648646801906
fitted_heterogeneous,E81,90.42000000000002,585.7051444882626,598.0302945980981,622.7986285114184,613.6864037554685,0.42380609955712517,13.307720518470866,0.4587047766506387,0.36789817142481873,-0.8692138564463782,0.8545455903042927
fitted_heterogeneous,E81,95.90000000000002,577.5730410918044,589.310294586418,613.6864037554685,604.637758752481,0.43263719884655355,13.434736762666384,0.46395725745325617,0.37120957000292376,-0.8615223487483268,0.8137846701032652
fitted_heterogeneous,E81,101.38000000000001,569.6446160792947,580.6443122761432,604.637758752481,595.6504504213368,0.44176621910588604,13.564809485236882,0.4693214024950598,0.37457346279982734,-0.8540922656535549,0.7626472534563931
fitted_heterogeneous,E81,106.86000000000001,561.9791543275902,572.0059464636307,595.6504504213368,586.7128976582859,0.4512235760173368,13.69828913411173,0.4748104447349232,0.3779970507750107,-0.8478060130096446,0.6951924259253954
fitted_heterogeneous,E81,112.34,554.6760236860198,563.3589490845073,586.7128976582859,577.8035538964227,0.4610541400338271,13.83571234936041,0.48044509819944137,0.38149196628215565,-0.8435974971836588,0.6020174638114594
fitted_heterogeneous,E81,117.82000000000002,547.8968623404785,554.6514298232046,577.8035538964227,568.8882241226704,0.47132387155856426,13.97788358371169,0.48625676772492477,0.3850761055684445,-0.8426456462229323,0.4683176923070671
fitted_heterogeneous,E81,123.30000000000003,541.900736748245,545.8070457493853,568.8882241226704,559.9147975495013,0.48213118917604497,14.126015490610298,0.49229307699931363,0.38877679588297137,-0.8466152206514185,0.2708380102102479
fitted_heterogeneous,E81,128.78,537.1001389948198,536.7115096685023,559.9147975495013,550.8043508022115,0.49362600385591343,14.281962370184704,0.4986270402030169,0.39263602615344245,-0.8579925975967322,-0.02694502493746156
fitted_heterogeneous,E81,134.26000000000002,534.1512737062569,527.1919140255548,550.8043508022115,541.4368492937699,0.5060415171912528,14.448605310851375,0.5053721315233041,0.39671896623995806,-0.8805828418361514,-0.4825166487619281
